event_id,title,area,subarea,semantic_cluster_id,semantic_cluster_label,taxonomy_confidence,review_status,topic_group,topic,is_oral,award,public_total_votes,visits_last_7_days,github_url,github_repo,github_stars,artifact_confidence,needs_manual_check_reason,primary_contribution_type,method_families,evaluation_settings,benchmark_mentions,dataset_mentions,metric_mentions,evidence_confidence,author_count,institution_count,url,alphaxiv_url,signal_score
65960,T2AV-Compass: Towards Unified Evaluation for Text-to-Audio-Video Generation,"Multimodal, Vision, and Perception",Multimodal representation and cross-modal alignment,0,multimodal / visual / modal / modality,high,stable_seed,Unknown,,false,,12,6,https://github.com/NJU-LINK/T2AV-Compass,NJU-LINK/T2AV-Compass,19,github_url_with_stars,,Position / conceptual,LLM post-training,vision/video; language/llm,,,,medium,13,3,https://icml.cc/virtual/2026/poster/65960,https://www.alphaxiv.org/abs/2512.21094,37
63198,Learning to Perceive the World Through Control: Empowerment-Based Representation Learning,Reinforcement Learning and Control,"Core RL, offline RL, and policy optimization",4,reinforcement learning / reinforcement / policy / rl,high,stable_seed,Reinforcement Learning,Reinforcement Learning->Deep RL,false,,6,31,,,0,no_github_url,,Position / conceptual,RL / policy optimization; Agents / tool use; Causal / data-centric,robotics/embodied,,,,medium,3,1,https://icml.cc/virtual/2026/poster/63198,https://www.alphaxiv.org/abs/2605.30656,37
61299,Factored Latent Action World Models,"Robotics, Embodiment, and World Models",Vision-language-action models and robotic manipulation,16,action / robotics / vla / applications robotics,high,stable_seed,Deep Learning,Deep Learning->Generative Models and Autoencoders,false,,26,11,,,0,no_github_url,,Dataset / data resource,RL / policy optimization,vision/video; robotics/embodied; theory/synthetic,,,accuracy,medium,7,3,https://icml.cc/virtual/2026/poster/61299,https://www.alphaxiv.org/abs/2602.16229,37
62519,One LR Doesn’t Fit All: Heavy-Tail Guided Layerwise Learning Rates for LLMs,"Theory, Optimization, and Algorithms",Transformer theory and attention expressivity,20,transformers / attention / transformer / softmax,medium,needs_review,Deep Learning,Deep Learning->Large Language Models,false,,28,0,https://github.com/hed-ucas/Layer-wise-Learning-Rate,hed-ucas/Layer-wise-Learning-Rate,9,github_url_with_stars,,Theory / proof,Agents / tool use; Transformer / attention,math/code/verifiable; language/llm; theory/synthetic,,,accuracy,medium,5,5,https://icml.cc/virtual/2026/poster/62519,https://www.alphaxiv.org/abs/2605.22297,37
60667,"Learning, Solving and Optimizing PDEs with TensorGalerkin: an efficient high-performance Galerkin assembly algorithm","AI for Science, Health, and Neuro","Physical sciences, chemistry, and climate",9,physics / chemistry / earth / applications chemistry,high,stable_seed,Applications,"Applications->Chemistry, Physics, and Earth Sciences",false,,15,1,https://github.com/camlab-ethz/TensorGalerkin,camlab-ethz/TensorGalerkin,20,github_url_with_stars,,Benchmark / evaluation,Compression / efficiency; Bayesian / probabilistic; Graphs / geometry,vision/video; science/domain,,,accuracy,medium,8,6,https://icml.cc/virtual/2026/poster/60667,https://www.alphaxiv.org/abs/2602.05052,36
62645,Prototype-Based Test-Time Adaptation of Vision-Language Models,"Data-Centric, Causal, and Federated ML","Continual learning, forgetting, and task adaptation",10,continual / forgetting / continual learning / task,medium,needs_review,Deep Learning,Deep Learning->Everything Else,false,,7,17,https://github.com/hzhxmu/PTA,hzhxmu/PTA,12,github_url_with_stars,,Benchmark / evaluation,Reasoning / test-time compute,vision/video; language/llm,,,accuracy; latency; clip,medium,5,1,https://icml.cc/virtual/2026/poster/62645,https://www.alphaxiv.org/abs/2604.21360,36
65938,Retrieval-Aware Distillation for Transformer-SSM Hybrids,"Data-Centric, Causal, and Federated ML","Continual learning, forgetting, and task adaptation",10,continual / forgetting / continual learning / task,medium,needs_review,Unknown,,false,,31,5,,,0,no_github_url,,Benchmark / evaluation,Transformer / attention,theory/synthetic,,,memory,medium,3,3,https://icml.cc/virtual/2026/poster/65938,https://www.alphaxiv.org/abs/2602.11374,36
63079,Diffusion Bridge or Flow Matching? A Unifying Framework and Comparative Analysis,Generative Modeling,Image/video diffusion and flow generation,34,diffusion / generative / image / generative models,high,stable_seed,Deep Learning,Deep Learning->Generative Models and Autoencoders,false,,21,15,,,0,no_github_url,,Position / conceptual,Agents / tool use; Diffusion / flow; Transformer / attention,math/code/verifiable; vision/video; robotics/embodied; theory/synthetic,,,,medium,6,1,https://icml.cc/virtual/2026/poster/63079,https://www.alphaxiv.org/abs/2509.24531,36
64677,On the Learning Dynamics of RLVR at the Edge of Competence,"LLM Reasoning, Post-Training, and RLVR",RL for reasoning models and verifiable rewards,35,reasoning / rl / reinforcement / reinforcement learning,high,stable_seed,Theory,Theory->Deep Learning,false,,27,9,,,0,no_github_url,,Method / algorithm,RL / policy optimization; LLM post-training; Reasoning / test-time compute; Agents / tool use; Transformer / attention,math/code/verifiable; theory/synthetic,,,,medium,7,4,https://icml.cc/virtual/2026/poster/64677,https://www.alphaxiv.org/abs/2602.14872,36
61752,Recursive Models for Long-Horizon Reasoning,"LLM Reasoning, Post-Training, and RLVR",Reasoning models and chain-of-thought behavior,11,reasoning / language / large language / language models,high,needs_review,Deep Learning,Deep Learning->Large Language Models,false,,23,13,,,0,no_github_url,,Theory / proof,Reasoning / test-time compute; Agents / tool use; Transformer / attention,language/llm,,,,medium,3,1,https://icml.cc/virtual/2026/poster/61752,https://www.alphaxiv.org/abs/2603.02112,36
66047,From Statics to Dynamics: Physics-Aware Image Editing with Latent Transition Priors,"Multimodal, Vision, and Perception","3D, video, motion, and spatial understanding",25,3d / video / motion / applications computer,high,stable_seed,Deep Learning,Deep Learning->Generative Models and Autoencoders,false,,20,16,,,0,no_github_url,,Dataset / data resource,LLM post-training; Reasoning / test-time compute; Diffusion / flow; Causal / data-centric,vision/video; science/domain,,,,medium,5,4,https://icml.cc/virtual/2026/poster/66047,https://www.alphaxiv.org/abs/2602.21778,36
64713,MVI-Bench: A Comprehensive Benchmark for Evaluating Robustness to Misleading Visual Inputs in LVLMs,"Multimodal, Vision, and Perception",Vision-language reasoning and video understanding,22,visual / vision / reasoning / video,high,stable_seed,Social Aspects,Social Aspects->Robustness,false,,15,13,https://github.com/chenyil6/MVI-Bench,chenyil6/MVI-Bench,8,github_url_with_stars,,Position / conceptual,,vision/video; language/llm,VQA,,,medium,8,4,https://icml.cc/virtual/2026/poster/64713,https://www.alphaxiv.org/abs/2511.14159,36
61976,TaRO: Temporal-Aware Reasoning Optimization for Video Temporal Grounding,"Multimodal, Vision, and Perception",Vision-language reasoning and video understanding,22,visual / vision / reasoning / video,high,stable_seed,Applications,Applications->Computer Vision,false,,11,25,,,0,no_github_url,,Benchmark / evaluation,RL / policy optimization; Reasoning / test-time compute,vision/video; language/llm,,,reward,medium,5,2,https://icml.cc/virtual/2026/poster/61976,https://www.alphaxiv.org/abs/2606.09248,36
63538,UDM-GRPO: Stable and Efficient Group Relative Policy Optimization for Uniform Discrete Diffusion Models,Reinforcement Learning and Control,"Core RL, offline RL, and policy optimization",4,reinforcement learning / reinforcement / policy / rl,high,stable_seed,Reinforcement Learning,Reinforcement Learning->Policy Search,false,,9,0,https://github.com/Yovecent/UDM-GRPO,Yovecent/UDM-GRPO,27,github_url_with_stars,,Benchmark / evaluation,RL / policy optimization; Diffusion / flow,robotics/embodied,GenEval,,accuracy,medium,8,5,https://icml.cc/virtual/2026/poster/63538,https://www.alphaxiv.org/abs/2604.18518,36
61086,FormalJudge: A Neuro-Symbolic Paradigm for Agentic Oversight,"Safety, Governance, Privacy, and Society","Position papers, policy, and social impacts",37,ai / position / social / position paper,high,stable_seed,Social Aspects,Social Aspects->Safety,false,,20,4,https://github.com/htlou/FormalJudge,htlou/FormalJudge,12,github_url_with_stars,,Position / conceptual,Reasoning / test-time compute; Agents / tool use; Bayesian / probabilistic,math/code/verifiable; language/llm; security/safety,,,accuracy,medium,5,4,https://icml.cc/virtual/2026/poster/61086,https://www.alphaxiv.org/abs/2602.11136,36
64467,Can Muon Fine-tune Adam-Pretrained Models?,Systems and Efficient Foundation Models,"Large-scale training, optimizers, and model architecture",26,networks / training / deep / gradient,medium,needs_review,Optimization,Optimization->Everything Else,false,,11,18,https://github.com/XingyuQu/muon-finetune,XingyuQu/muon-finetune,7,github_url_with_stars,,Application / domain study,LLM post-training; Agents / tool use; Compression / efficiency,math/code/verifiable; vision/video; language/llm,,,,medium,3,3,https://icml.cc/virtual/2026/poster/64467,https://www.alphaxiv.org/abs/2605.10468,36
64066,Enhancing LLM Training via Spectral Clipping,Systems and Efficient Foundation Models,"Large-scale training, optimizers, and model architecture",26,networks / training / deep / gradient,medium,needs_review,Deep Learning,Deep Learning->Large Language Models,false,,24,0,https://github.com/mlolab/llm-spectral-clipping,mlolab/llm-spectral-clipping,12,github_url_with_stars,,Method / algorithm,Compression / efficiency,language/llm,,,,medium,3,3,https://icml.cc/virtual/2026/poster/64066,https://www.alphaxiv.org/abs/2603.14315,36
61469,Memory-Efficient LLM Pretraining via Minimalist Optimizer Design,Systems and Efficient Foundation Models,"Large-scale training, optimizers, and model architecture",26,networks / training / deep / gradient,medium,needs_review,Deep Learning,Deep Learning->Large Language Models,false,,16,0,https://github.com/OptimAI-Lab/Minimalist_LLM_Pretraining,OptimAI-Lab/Minimalist_LLM_Pretraining,20,github_url_with_stars,,System / infrastructure,,language/llm,,,perplexity; memory,medium,4,3,https://icml.cc/virtual/2026/poster/61469,https://www.alphaxiv.org/abs/2506.16659,36
65778,On the Infinite Width and Depth Limits of Predictive Coding Networks,Systems and Efficient Foundation Models,"Large-scale training, optimizers, and model architecture",26,networks / training / deep / gradient,medium,needs_review,Applications,"Applications->Neuroscience, Cognitive Science",false,,30,6,,,0,no_github_url,,Application / domain study,,theory/synthetic,,,,low,3,2,https://icml.cc/virtual/2026/poster/65778,https://www.alphaxiv.org/abs/2602.07697,36
61054,Approximation Bounds for Transformer Networks with Application to Regression,"Theory, Optimization, and Algorithms",Transformer theory and attention expressivity,20,transformers / attention / transformer / softmax,medium,needs_review,Deep Learning,Deep Learning->Theory,false,,36,0,,,0,no_github_url,,Theory / proof,Transformer / attention,theory/synthetic,,,,medium,5,4,https://icml.cc/virtual/2026/poster/61054,https://www.alphaxiv.org/abs/2504.12175,36
65369,Principle-Evolvable Scientific Discovery via Uncertainty Minimization,"Theory, Optimization, and Algorithms",Bayesian and probabilistic methods,32,bayesian / probabilistic / posterior / probabilistic methods,high,stable_seed,Applications,Applications->Everything Else,false,,5,0,https://github.com/amair-lab/PiEvo,amair-lab/PiEvo,31,github_url_with_stars,,Benchmark / evaluation,Agents / tool use; Bayesian / probabilistic,language/llm; theory/synthetic,,,,medium,3,1,https://icml.cc/virtual/2026/poster/65369,https://www.alphaxiv.org/abs/2602.06448,36
65611,Riemannian MeanFlow,"AI for Science, Health, and Neuro","Physical sciences, chemistry, and climate",9,physics / chemistry / earth / applications chemistry,high,stable_seed,Deep Learning,Deep Learning->Generative Models and Autoencoders,false,,12,1,https://github.com/dongyeop3813/Riemannian-MeanFlow,dongyeop3813/Riemannian-MeanFlow,22,github_url_with_stars,,Application / domain study,RL / policy optimization; Diffusion / flow; Graphs / geometry,science/domain,,,reward,medium,5,3,https://icml.cc/virtual/2026/poster/65611,https://www.alphaxiv.org/abs/2602.07744,35
60604,Towards Foundation Models for Zero-Shot Time Series Anomaly Detection: Leveraging Synthetic Data and Relative Context Discrepancy,"AI for Science, Health, and Neuro",Time series and forecasting applications,39,time series / series / forecasting / time,medium,needs_review,Deep Learning,"Deep Learning->Sequential Models, Time series",false,,10,1,https://github.com/thu-sail-lab/Time-RCD,thu-sail-lab/Time-RCD,24,github_url_with_stars,,Dataset / data resource,Agents / tool use; Transformer / attention,math/code/verifiable; theory/synthetic,,,,medium,7,4,https://icml.cc/virtual/2026/poster/60604,https://www.alphaxiv.org/abs/2509.21190,35
65670,Panini: Continual Learning in Token Space via Structured Memory,"Data-Centric, Causal, and Federated ML","Continual learning, forgetting, and task adaptation",10,continual / forgetting / continual learning / task,medium,needs_review,Deep Learning,Deep Learning->Large Language Models,false,,10,3,https://github.com/roychowdhuryresearch/gsw-memory,roychowdhuryresearch/gsw-memory,22,github_url_with_stars,,Benchmark / evaluation,Reasoning / test-time compute,language/llm,,,memory,medium,5,3,https://icml.cc/virtual/2026/poster/65670,https://www.alphaxiv.org/abs/2602.15156,35
64490,FeRA: Frequency-Energy Constrained Routing for Effective Diffusion Adaptation Fine-Tuning,Generative Modeling,"Diffusion sampling, transport, and inverse problems",8,diffusion / sampling / diffusion models / generative,high,stable_seed,Deep Learning,Deep Learning->Generative Models and Autoencoders,false,,6,0,https://github.com/YinBo0927/FeRA.git,YinBo0927/FeRA.git,29,github_url_with_stars,,Method / algorithm,LLM post-training; Diffusion / flow,,,,,low,10,7,https://icml.cc/virtual/2026/poster/64490,https://www.alphaxiv.org/abs/2511.17979,35
68831,Riemannian Generative Decoder,"Graphs, Geometry, and Representation Learning",Geometric representation learning and manifolds,18,geometric / representation / geometry / representations,high,needs_review,Deep Learning,Deep Learning->Other Representation Learning,false,,9,3,https://github.com/yhsure/riemannian-generative-decoder,yhsure/riemannian-generative-decoder,23,github_url_with_stars,,Method / algorithm,Diffusion / flow; Graphs / geometry,theory/synthetic,,,,medium,3,2,https://icml.cc/virtual/2026/poster/68831,https://www.alphaxiv.org/abs/2506.19133,35
62312,ReJump: A Tree-Jump Representation for Analyzing and Improving LLM Reasoning,"LLM Reasoning, Post-Training, and RLVR",Reasoning models and chain-of-thought behavior,11,reasoning / language / large language / language models,high,needs_review,Deep Learning,Deep Learning->Large Language Models,false,,12,3,https://github.com/UW-Madison-Lee-Lab/ReJump,UW-Madison-Lee-Lab/ReJump,20,github_url_with_stars,,Method / algorithm,RL / policy optimization; Reasoning / test-time compute; Agents / tool use,math/code/verifiable; language/llm,,,accuracy,medium,12,8,https://icml.cc/virtual/2026/poster/62312,https://www.alphaxiv.org/abs/2512.00831,35
62006,ResRL: Boosting LLM Reasoning via Negative Sample Projection Residual Reinforcement Learning,"LLM Reasoning, Post-Training, and RLVR",RL for reasoning models and verifiable rewards,35,reasoning / rl / reinforcement / reinforcement learning,high,stable_seed,Reinforcement Learning,Reinforcement Learning->Deep RL,false,,20,0,https://github.com/1229095296/ResRL,1229095296/ResRL,15,github_url_with_stars,,Benchmark / evaluation,RL / policy optimization; LLM post-training; Reasoning / test-time compute; Agents / tool use,math/code/verifiable; language/llm,,,,medium,9,5,https://icml.cc/virtual/2026/poster/62006,https://www.alphaxiv.org/abs/2605.00380,35
65737,Reward and Guidance through Rubrics: Promoting Exploration to Improve Multi-Domain Reasoning,"LLM Reasoning, Post-Training, and RLVR",RL for reasoning models and verifiable rewards,35,reasoning / rl / reinforcement / reinforcement learning,high,stable_seed,Reinforcement Learning,Reinforcement Learning->Batch/Offline,false,,17,18,,,0,no_github_url,,Benchmark / evaluation,RL / policy optimization; LLM post-training; Reasoning / test-time compute,math/code/verifiable; language/llm; science/domain,,,pass@k; reward,medium,9,6,https://icml.cc/virtual/2026/poster/65737,https://www.alphaxiv.org/abs/2511.12344,35
66295,SPA: A Simple but Tough-to-Beat Baseline for Knowledge Injection,"LLM Reasoning, Post-Training, and RLVR","General LLM training, evaluation, and alignment",24,language / language models / llms / large language,medium,needs_review,Deep Learning,Deep Learning->Large Language Models,false,,9,18,https://github.com/Tangkexian/SPA,Tangkexian/SPA,8,github_url_with_stars,,Dataset / data resource,RL / policy optimization,language/llm; theory/synthetic,,,,medium,4,1,https://icml.cc/virtual/2026/poster/66295,https://www.alphaxiv.org/abs/2603.22213,35
63344,Artemis: Structured Visual Reasoning for Perception Policy Learning,"Multimodal, Vision, and Perception",Vision-language reasoning and video understanding,22,visual / vision / reasoning / video,high,stable_seed,Applications,Applications->Computer Vision,false,,19,1,https://github.com/WayneTomas/Artemis,WayneTomas/Artemis,15,github_url_with_stars,,Position / conceptual,RL / policy optimization; Reasoning / test-time compute; Graphs / geometry,math/code/verifiable; vision/video; language/llm,,,,medium,9,6,https://icml.cc/virtual/2026/poster/63344,https://www.alphaxiv.org/abs/2512.01988,35
65589,FasterVAR: Plug-and-Play Acceleration for Visual Autoregressive Models,"Multimodal, Vision, and Perception",Vision-language reasoning and video understanding,22,visual / vision / reasoning / video,high,stable_seed,Deep Learning,Deep Learning->Generative Models and Autoencoders,false,,7,3,https://github.com/sen-mao/StageVAR,sen-mao/StageVAR,25,github_url_with_stars,,Benchmark / evaluation,Compression / efficiency,vision/video,GenEval,,,medium,6,5,https://icml.cc/virtual/2026/poster/65589,https://www.alphaxiv.org/abs/2512.16483,35
63946,TextME: Bridging Unseen Modalities Through Text Descriptions,"Multimodal, Vision, and Perception",Multimodal representation and cross-modal alignment,0,multimodal / visual / modal / modality,high,stable_seed,General Machine Learning,General Machine Learning->Representation Learning,false,,9,24,https://github.com/SoyeonHH/TextME,SoyeonHH/TextME,2,github_url_with_stars,,Dataset / data resource,Graphs / geometry,vision/video; language/llm; science/domain,,,,medium,6,3,https://icml.cc/virtual/2026/poster/63946,https://www.alphaxiv.org/abs/2602.03098,35
66287,REALISTA: Realistic Latent Adversarial Attacks that Elicit LLM Hallucinations,"Safety, Governance, Privacy, and Society","Adversarial safety, attacks, and security",12,safety / attacks / attack / social aspects,high,stable_seed,Social Aspects,Social Aspects->Safety,false,,3,3,https://github.com/Buyun-Liang/REALISTA,Buyun-Liang/REALISTA,29,github_url_with_stars,,Method / algorithm,Reasoning / test-time compute,language/llm; security/safety,,,,medium,9,4,https://icml.cc/virtual/2026/poster/66287,https://www.alphaxiv.org/abs/2605.12813,35
64242,When Benign Inputs Lead to Severe Harms: Eliciting Unsafe Unintended Behaviors of Computer-Use Agents,"Safety, Governance, Privacy, and Society","Adversarial safety, attacks, and security",12,safety / attacks / attack / social aspects,high,stable_seed,Social Aspects,Social Aspects->Safety,false,,17,9,https://github.com/OSU-NLP-Group/AutoElicit,OSU-NLP-Group/AutoElicit,9,github_url_with_stars,,Method / algorithm,Reasoning / test-time compute; Agents / tool use,security/safety,,,,medium,9,6,https://icml.cc/virtual/2026/poster/64242,https://www.alphaxiv.org/abs/2602.08235,35
65476,Least-Loaded Expert Parallelism: Load Balancing An Imbalanced Mixture-of-Experts,Systems and Efficient Foundation Models,"Serving, GPU memory, MoE, and throughput",29,llm / memory / gpu / throughput,high,stable_seed,Deep Learning,Deep Learning->Large Language Models,false,,17,0,https://github.com/SalesforceAIResearch/LeastLoadedEP,SalesforceAIResearch/LeastLoadedEP,18,github_url_with_stars,,Theory / proof,LLM post-training; Compression / efficiency,language/llm; theory/synthetic,,,latency; throughput; memory,medium,5,4,https://icml.cc/virtual/2026/poster/65476,https://www.alphaxiv.org/abs/2601.17111,35
61392,NanoQuant: Efficient Sub-1-bit Quantization of Large Language Models,Systems and Efficient Foundation Models,Quantization and low-precision training/inference,19,quantization / bit / precision / low,high,stable_seed,Deep Learning,Deep Learning->Large Language Models,false,,21,14,,,0,no_github_url,,System / infrastructure,LLM post-training; Compression / efficiency,language/llm,,,accuracy; memory,medium,4,2,https://icml.cc/virtual/2026/poster/61392,https://www.alphaxiv.org/abs/2602.06694,35
65647,Token Sparse Attention: Efficient Long-Context Inference with Interleaved Token Selection,Systems and Efficient Foundation Models,Long-context attention and KV-cache compression,3,attention / kv / context / cache,high,stable_seed,Deep Learning,Deep Learning->Large Language Models,false,,23,3,https://github.com/dongwonjo/Token-Sparse-Attention,dongwonjo/Token-Sparse-Attention,9,github_url_with_stars,,Theory / proof,Transformer / attention; Compression / efficiency,language/llm,,,accuracy; latency,medium,4,1,https://icml.cc/virtual/2026/poster/65647,https://www.alphaxiv.org/abs/2602.03216,35
60890,Conditional Coverage Diagnostics for Conformal Prediction,"Theory, Optimization, and Algorithms",Statistical learning theory and regression,7,theory / regression / bounds / risk,high,needs_review,Probabilistic Methods,Probabilistic Methods->Everything Else,false,,12,1,https://github.com/ElSacho/covmetrics,ElSacho/covmetrics,22,github_url_with_stars,,Benchmark / evaluation,Bayesian / probabilistic,,,,,low,4,4,https://icml.cc/virtual/2026/poster/60890,https://www.alphaxiv.org/abs/2512.11779,35
62694,Signature-Informed Transformer for Asset Allocation,"AI for Science, Health, and Neuro",Time series and forecasting applications,39,time series / series / forecasting / time,medium,needs_review,Applications,Applications->Time Series,false,,9,1,https://github.com/Yoontae6719/Signature-Informed-Transformer-For-Asset-Allocation,Yoontae6719/Signature-Informed-Transformer-For-Asset-Allocation,24,github_url_with_stars,,Position / conceptual,RL / policy optimization; Agents / tool use; Transformer / attention; Graphs / geometry,math/code/verifiable,,,,medium,2,2,https://icml.cc/virtual/2026/poster/62694,https://www.alphaxiv.org/abs/2510.03129,34
63271,Agent-Omit: Training Efficient LLM Agents for Adaptive Thought and Observation Omission via Agentic Reinforcement Learning,"Agents, Code, and Tool Use","Multi-agent search, planning, and coordination",30,agent / multi / search / agents,high,needs_review,Deep Learning,Deep Learning->Large Language Models,false,,16,18,https://github.com/yasNing/Agent-Omit,yasNing/Agent-Omit,0,github_url_no_stars,,Benchmark / evaluation,RL / policy optimization; LLM post-training; Agents / tool use; Diffusion / flow,math/code/verifiable; language/llm,,,reward,medium,4,3,https://icml.cc/virtual/2026/poster/63271,https://www.alphaxiv.org/abs/2602.04284,34
63358,Multi-Agent Teams Hold Experts Back,"Agents, Code, and Tool Use","Agent evaluation, tool use, and agentic workflows",40,agents / agent / evaluation / agentic,high,stable_seed,Deep Learning,Deep Learning->Large Language Models,false,,20,10,https://github.com/apappu97/multi-agent-teams-hold-experts-back,apappu97/multi-agent-teams-hold-experts-back,4,github_url_with_stars,,Benchmark / evaluation,LLM post-training; Agents / tool use,language/llm,,,,medium,7,6,https://icml.cc/virtual/2026/poster/63358,https://www.alphaxiv.org/abs/2602.01011,34
64136,TodoEvolve: Learning to Architect Agent Planning Systems,"Agents, Code, and Tool Use","Multi-agent search, planning, and coordination",30,agent / multi / search / agents,high,needs_review,Deep Learning,Deep Learning->Large Language Models,false,,8,6,https://github.com/EcthelionLiu/TodoEvolve,EcthelionLiu/TodoEvolve,20,github_url_with_stars,,Benchmark / evaluation,RL / policy optimization; LLM post-training; Agents / tool use,language/llm,,,,medium,8,6,https://icml.cc/virtual/2026/poster/64136,https://www.alphaxiv.org/abs/2602.07839,34
60518,VeRO: An Evaluation Harness for Agents to Optimize Agents,"Agents, Code, and Tool Use","Agent evaluation, tool use, and agentic workflows",40,agents / agent / evaluation / agentic,high,stable_seed,Deep Learning,Deep Learning->Large Language Models,false,,10,12,https://github.com/scaleapi/vero,scaleapi/vero,12,github_url_with_stars,,Benchmark / evaluation,Reasoning / test-time compute; Agents / tool use,math/code/verifiable; language/llm,,,,medium,5,2,https://icml.cc/virtual/2026/poster/60518,https://www.alphaxiv.org/abs/2602.22480,34
66686,DirectEdit: Step-Level Accurate Inversion for Flow-Based Image Editing,Generative Modeling,Image/video diffusion and flow generation,34,diffusion / generative / image / generative models,high,stable_seed,Deep Learning,Deep Learning->Generative Models and Autoencoders,false,,6,2,https://github.com/Tr1stesse/DirectEdit,Tr1stesse/DirectEdit,26,github_url_with_stars,,Method / algorithm,Agents / tool use; Diffusion / flow; Transformer / attention,math/code/verifiable; vision/video; language/llm,,,,medium,2,1,https://icml.cc/virtual/2026/poster/66686,https://www.alphaxiv.org/abs/2605.02417,34
63247,Flow Sampling : Learning to Sample from Unnormalized Densities via Denoising Conditional Processes,Generative Modeling,"Diffusion sampling, transport, and inverse problems",8,diffusion / sampling / diffusion models / generative,high,stable_seed,Probabilistic Methods,Probabilistic Methods->Monte Carlo and Sampling Methods,false,,9,25,,,0,no_github_url,,Benchmark / evaluation,Diffusion / flow; Bayesian / probabilistic,theory/synthetic,,,,medium,3,3,https://icml.cc/virtual/2026/poster/63247,https://www.alphaxiv.org/abs/2605.03984,34
66665,Generation is Required for Data-Efficient Perception,Generative Modeling,Image/video diffusion and flow generation,34,diffusion / generative / image / generative models,high,stable_seed,General Machine Learning,General Machine Learning->Representation Learning,false,,17,17,,,0,no_github_url,,Dataset / data resource,,vision/video; theory/synthetic,,,,low,5,4,https://icml.cc/virtual/2026/poster/66665,https://www.alphaxiv.org/abs/2512.08854,34
62700,Q-DiT4SR: Exploration of Detail-Preserving Diffusion Transformer Quantization for Real-World Image Super-Resolution,Generative Modeling,Image/video diffusion and flow generation,34,diffusion / generative / image / generative models,high,stable_seed,Applications,Applications->Computer Vision,false,,6,9,https://github.com/xunzhang1128/Q-DiT4SR,xunzhang1128/Q-DiT4SR,19,github_url_with_stars,,Dataset / data resource,LLM post-training; Agents / tool use; Diffusion / flow; Transformer / attention; Compression / efficiency,math/code/verifiable; vision/video; language/llm; theory/synthetic,,,,medium,6,3,https://icml.cc/virtual/2026/poster/62700,https://www.alphaxiv.org/abs/2602.01273,34
66200,Rethinking generative image pretraining: How far are we from scaling up next-pixel prediction?,Generative Modeling,Image/video diffusion and flow generation,34,diffusion / generative / image / generative models,high,stable_seed,Deep Learning,Deep Learning->Generative Models and Autoencoders,false,,24,10,,,0,no_github_url,,Method / algorithm,Transformer / attention,vision/video,,,accuracy; flops,medium,6,3,https://icml.cc/virtual/2026/poster/66200,https://www.alphaxiv.org/abs/2511.08704,34
63757,From Directions to Regions: Decomposing Activations in Language Models via Local Geometry,"Graphs, Geometry, and Representation Learning",Geometric representation learning and manifolds,18,geometric / representation / geometry / representations,high,needs_review,Social Aspects,"Social Aspects->Accountability, Transparency, and Interpretability",false,,29,5,,,0,no_github_url,,Benchmark / evaluation,Compression / efficiency; Graphs / geometry,robotics/embodied; language/llm,,,,medium,6,3,https://icml.cc/virtual/2026/poster/63757,https://www.alphaxiv.org/abs/2602.02464,34
61143,Biases in the Blind Spot: Detecting What LLMs Fail to Mention,"LLM Reasoning, Post-Training, and RLVR","General LLM training, evaluation, and alignment",24,language / language models / llms / large language,medium,needs_review,Social Aspects,"Social Aspects->Accountability, Transparency, and Interpretability",false,,14,0,https://github.com/FlyingPumba/biases-in-the-blind-spot,FlyingPumba/biases-in-the-blind-spot,20,github_url_with_stars,,Dataset / data resource,Reasoning / test-time compute,language/llm; security/safety,,,,medium,4,4,https://icml.cc/virtual/2026/poster/61143,https://www.alphaxiv.org/abs/2602.10117,34
64528,Blending Supervised and Reinforcement Fine-Tuning with Prefix Sampling,"LLM Reasoning, Post-Training, and RLVR",RL for reasoning models and verifiable rewards,35,reasoning / rl / reinforcement / reinforcement learning,high,stable_seed,Deep Learning,Deep Learning->Large Language Models,false,,33,1,,,0,no_github_url,,Method / algorithm,RL / policy optimization; LLM post-training; Reasoning / test-time compute; Diffusion / flow,language/llm,,,,medium,7,5,https://icml.cc/virtual/2026/poster/64528,https://www.alphaxiv.org/abs/2507.01679,34
61895,RePro: Training Language Models to Faithfully Recycle the Web for Pretraining,"LLM Reasoning, Post-Training, and RLVR",Diffusion language models and decoding,14,decoding / diffusion / language / language models,high,needs_review,Deep Learning,Deep Learning->Large Language Models,false,,20,3,https://github.com/cxcscmu/RePro,cxcscmu/RePro,11,github_url_with_stars,,Application / domain study,RL / policy optimization; Agents / tool use,math/code/verifiable; language/llm,,,accuracy; reward,medium,2,2,https://icml.cc/virtual/2026/poster/61895,https://www.alphaxiv.org/abs/2510.10681,34
62685,Weight Updates as Activation Shifts: A Principled Framework for Steering,"LLM Reasoning, Post-Training, and RLVR","General LLM training, evaluation, and alignment",24,language / language models / llms / large language,medium,needs_review,Deep Learning,Deep Learning->Large Language Models,false,,16,14,https://github.com/SprocketLab/steerling.git,SprocketLab/steerling.git,4,github_url_with_stars,,Method / algorithm,LLM post-training; Compression / efficiency,language/llm,,,accuracy,medium,5,3,https://icml.cc/virtual/2026/poster/62685,https://www.alphaxiv.org/abs/2603.00425,34
