path,kind,extension,size_bytes,row_count,column_count,columns,json_type,top_level_count,image_width,image_height,description
data/processed/icml2026_semantic_cluster_summary.csv,processed_data,csv,79469,42,18,semantic_cluster_id; semantic_cluster_label; paper_count; share; oral_count; oral_rate; oral_enrichment; award_count; total_public_votes; votes_per_paper; public_vote_share; recent_visits_7d; top_terms; top_topic_groups; top_themes; top_lexical_clusters; central_papers; high_signal_papers,,,,,
data/processed/icml2026_semantic_embeddings.npy,processed_data,npy,10180736,,,,,,,,
data/processed/icml2026_semantic_embeddings_metadata.json,processed_data,json,413,,,,dict,9,,,
data/processed/icml2026_semantic_vs_lexical_cluster_overlap.csv,processed_data,csv,23128,210,6,semantic_cluster_id; semantic_cluster_label; lexical_cluster_id; lexical_cluster_label; overlap_count; semantic_cluster_share,,,,,
data/processed/icml2026_sprint_02_overlay_bridge.csv,processed_data,csv,14818,35,13,target_type; target_file; overlay_key; target_present; event_id; sprint_rank; title; target_claims; claim_id; note_status; blocking_gap; source_fields_to_read; overlay_fields_to_update,,,,,Transfer checklist from sprint 02 paper notes into claim and area review overlay rows.
data/processed/icml2026_sprint_02_prereview_suggestions.csv,processed_data,csv,22709,16,12,sprint_rank; event_id; title; target_claims; area; subarea; contribution_check; evidence_to_verify; taxonomy_question; artifact_check_prompt; suggested_note_seed; abstract_basis,,,,,Machine-generated paper-reading prompts for the uncovered-claim sprint.
data/processed/icml2026_sprint_prereview_suggestions.csv,processed_data,csv,100074,40,15,sprint_rank; event_id; title; area; subarea; claim_ids; contribution_hypothesis; method_hypothesis; evidence_to_verify; taxonomy_question; claim_implication_prompt; artifact_check_prompt; reviewer_warning; suggested_note_seed; abstract_basis,,,,,"Machine-generated first-sprint paper-reading prompts from abstracts, evidence tags, and linked claims."
data/processed/icml2026_sprint_reading_briefs.csv,processed_data,csv,159161,56,32,sprint; sprint_rank; global_review_rank; event_id; title; area; subarea; target_claims; review_phase; note_status; claim_overlay_keys; area_overlay_keys; contribution_prompt; method_prompt; evidence_prompt; taxonomy_prompt; claim_prompt; artifact_prompt; reviewer_warning; suggested_note_seed; signals; method_families; evaluation_settings; abstract_excerpt; claim_packet_links; claim_dossier_links; area_packet_link; area_briefing_link; icml_url; alphaxiv_url; github_url; brief_path,,,,,Consolidated per-paper reading briefs for sprint 01 and sprint 02 manual review.
data/processed/icml2026_taxonomy_adjudication_queue.csv,processed_data,csv,54264,21,24,adjudication_rank; priority_score; semantic_cluster_id; current_area; current_subarea; taxonomy_confidence; review_status; review_notes; paper_count; oral_count; award_count; votes_per_paper; queued_papers; semantic_cluster_label; top_terms; top_topic_groups; top_themes; top_lexical_clusters; central_papers; high_signal_papers; queued_papers_to_read; decision_prompt; allowed_decisions; manual_decision_destination,,,,,Cluster-level queue for adjudicating unstable semantic cluster area/subarea mappings.
data/processed/icml2026_theme_counts.csv,processed_data,csv,799,15,4,theme; count; share; oral_count,,,,,
data/processed/icml2026_theme_matrix.csv,processed_data,csv,2542545,6628,14,event_id; title; themes; official_topic; topic_group; decision; is_oral; award; public_total_votes; visits_last_7_days; github_stars; score; url; alphaxiv_url,,,,,
data/processed/icml2026_theme_reading_map.csv,processed_data,csv,45406,180,12,theme; rank; title; award; is_oral; public_total_votes; visits_last_7_days; github_stars; score; official_topic; url; alphaxiv_url,,,,,
data/processed/icml2026_top_github_artifacts.csv,processed_data,csv,27387,50,20,event_id; title; topic_group; topic; themes; cluster_id; cluster_label; audience_paths; is_oral; award; public_total_votes; visits_last_7_days; github_url; github_repo; github_stars; has_github_url; artifact_confidence; needs_manual_check_reason; alphaxiv_url; icml_url,,,,,
data/processed/icml2026_topic_counts.csv,processed_data,csv,399,10,3,topic; count; share,,,,,
data/processed/icml2026_topic_examples.json,processed_data,json,4942,,,,dict,10,,,
data/processed/manual_review_progress.csv,processed_data,csv,1341,20,9,queue_type; group; review_rows; reviewed_rows; remaining_rows; completion_rate; program_or_award_rows; taxonomy_review_rows; github_rows,,,,,Manual review completion summary by claim and by area.
data/processed/project_artifact_inventory.csv,processed_data,csv,63752,379,12,path; kind; extension; size_bytes; row_count; column_count; columns; json_type; top_level_count; image_width; image_height; description,,,,,"Machine-readable inventory of generated data, reports, figures, scripts, and docs."
data/processed/workspace_validation_checks.csv,processed_data,csv,46321,316,6,check_id; status; severity; expected; actual; message,,,,,Machine-readable workspace validation results.
data/manual/area_review_overrides.csv,manual_data,csv,41626,192,20,area; event_id; global_review_rank; area_review_rank; title; subarea; selection_reason; reviewer; review_date; review_source; manual_validated; manual_primary_contribution_type; manual_method_family; manual_benchmarks; manual_datasets; manual_metrics; manual_artifact_status; manual_result_character; manual_fault_line_relevance; manual_notes,,,,,Human-editable area-review overlay file.
data/manual/claim_review_overrides.csv,manual_data,csv,29269,118,15,claim_id; event_id; global_review_rank; claim_review_rank; title; area; selection_reason; review_focus; reviewer; review_date; review_source; manual_claim_support; manual_taxonomy_judgment; manual_artifact_judgment; manual_notes,,,,,Human-editable claim-review overlay file.
data/manual/icml2026_review_sprint_01_paper_notes.csv,manual_data,csv,29495,40,38,event_id; sprint_rank; review_phase; title; area; subarea; claim_ids; why_first; signals; method_families; evaluation_settings; benchmark_mentions; dataset_mentions; metric_mentions; claim_overlay_keys; area_overlay_keys; icml_url; alphaxiv_url; github_url; reviewer; review_date; review_source; paper_read_status; contribution_summary; novelty_judgment; method_summary; evidence_strength; baselines_checked; datasets_checked; metrics_checked; limitations; artifact_status_checked; reproducibility_notes; claim_implications; taxonomy_correction; representative_quote_or_result; final_report_use; paper_note,,,,,"Human-editable first-sprint paper notes for novelty, method, evidence, limitations, and report use."
data/manual/icml2026_review_sprint_02_paper_notes.csv,manual_data,csv,11862,16,40,event_id; sprint_rank; global_review_rank; target_claims; review_phase; title; area; subarea; claim_ids; why_in_sprint; signals; method_families; evaluation_settings; benchmark_mentions; dataset_mentions; metric_mentions; claim_overlay_keys; area_overlay_keys; icml_url; alphaxiv_url; github_url; reviewer; review_date; review_source; paper_read_status; contribution_summary; novelty_judgment; method_summary; evidence_strength; baselines_checked; datasets_checked; metrics_checked; limitations; artifact_status_checked; reproducibility_notes; claim_implications; taxonomy_correction; representative_quote_or_result; final_report_use; paper_note,,,,,Human-editable sprint 02 paper notes for claims missing first-sprint coverage.
reports/alphaxiv_icml2026_eda.md,report,md,8045,,,,,,,,
reports/area_briefing_cards/agents-code-and-tool-use.md,report,md,5123,,,,,,,,
reports/area_briefing_cards/ai-for-science-health-and-neuro.md,report,md,5574,,,,,,,,
reports/area_briefing_cards/data-centric-causal-and-federated-ml.md,report,md,5308,,,,,,,,
reports/area_briefing_cards/generative-modeling.md,report,md,4438,,,,,,,,
reports/area_briefing_cards/graphs-geometry-and-representation-learning.md,report,md,5248,,,,,,,,
reports/area_briefing_cards/llm-reasoning-post-training-and-rlvr.md,report,md,5588,,,,,,,,
reports/area_briefing_cards/multimodal-vision-and-perception.md,report,md,5358,,,,,,,,
reports/area_briefing_cards/reinforcement-learning-and-control.md,report,md,4238,,,,,,,,
reports/area_briefing_cards/robotics-embodiment-and-world-models.md,report,md,4625,,,,,,,,
reports/area_briefing_cards/safety-governance-privacy-and-society.md,report,md,4580,,,,,,,,
reports/area_briefing_cards/systems-and-efficient-foundation-models.md,report,md,5128,,,,,,,,
reports/area_briefing_cards/theory-optimization-and-algorithms.md,report,md,5101,,,,,,,,
reports/arxiv_taxonomy_trends.md,report,md,2442,,,,,,,,
reports/claim_evidence_dossiers/c01-llm-reasoning-center-of-gravity.md,report,md,18336,,,,,,,,
reports/claim_evidence_dossiers/c02-infrastructure-and-agentic-workloads.md,report,md,17519,,,,,,,,
reports/claim_evidence_dossiers/c03-program-committee-attention.md,report,md,16965,,,,,,,,
reports/claim_evidence_dossiers/c04-public-attention-mismatch.md,report,md,15271,,,,,,,,
reports/claim_evidence_dossiers/c05-neighboring-venue-contrast.md,report,md,16382,,,,,,,,
reports/claim_evidence_dossiers/c06-external-trend-context.md,report,md,18226,,,,,,,,
reports/claim_evidence_dossiers/c07-artifact-visibility.md,report,md,19404,,,,,,,,
reports/claim_evidence_dossiers/c08-validation-priority.md,report,md,19816,,,,,,,,
reports/claim_validation_packets/c01-llm-reasoning-center-of-gravity.md,report,md,35933,,,,,,,,
reports/claim_validation_packets/c02-infrastructure-and-agentic-workloads.md,report,md,35600,,,,,,,,
reports/claim_validation_packets/c03-program-committee-attention.md,report,md,32346,,,,,,,,
reports/claim_validation_packets/c04-public-attention-mismatch.md,report,md,30276,,,,,,,,
reports/claim_validation_packets/c05-neighboring-venue-contrast.md,report,md,33840,,,,,,,,
reports/claim_validation_packets/c06-external-trend-context.md,report,md,39433,,,,,,,,
reports/claim_validation_packets/c07-artifact-visibility.md,report,md,39667,,,,,,,,
reports/claim_validation_packets/c08-validation-priority.md,report,md,44028,,,,,,,,
reports/historical_accepted_paper_baseline.md,report,md,3696,,,,,,,,
reports/icml2026_area_briefing_card_index.md,report,md,3000,,,,,,,,
reports/icml2026_area_fault_lines.md,report,md,52752,,,,,,,,
reports/icml2026_area_risk_register.md,report,md,16715,,,,,,,,
reports/icml2026_artifact_audit_queue.md,report,md,10132,,,,,,,,
reports/icml2026_audience_reading_paths.md,report,md,98736,,,,,,,,
reports/icml2026_awards_seed.md,report,md,2041,,,,,,,,
reports/icml2026_baseline_sensitivity_queue.md,report,md,5476,,,,,,,,
reports/icml2026_claim_acceptance_criteria.md,report,md,5435,,,,,,,,
reports/icml2026_claim_decision_board.md,report,md,7773,,,,,,,,
reports/icml2026_claim_evidence_dossier_index.md,report,md,2257,,,,,,,,
reports/icml2026_claim_risk_register.md,report,md,18214,,,,,,,,
reports/icml2026_claim_validation_packet_index.md,report,md,1540,,,,,,,,
reports/icml2026_claim_validation_queue.md,report,md,1582,,,,,,,,
reports/icml2026_cluster_landscape.md,report,md,48914,,,,,,,,
reports/icml2026_collaboration_landscape.md,report,md,32220,,,,,,,,
reports/icml2026_fault_lines_seed.md,report,md,6306,,,,,,,,
reports/icml2026_github_artifact_live_check.md,report,md,3633,,,,,,,,
reports/icml2026_landscape_synthesis.md,report,md,8793,,,,,,,,
reports/icml2026_manual_review_codebook.md,report,md,15384,,,,,,,,
reports/icml2026_manual_review_value_lint.md,report,md,1043,,,,,,,,
reports/icml2026_manual_taxonomy_seed.md,report,md,17479,,,,,,,,
reports/icml2026_manual_validation_queue.md,report,md,16570,,,,,,,,
reports/icml2026_newcomer_area_tour.md,report,md,13677,,,,,,,,Friendly guide to the 12 broad ICML 2026 research areas.
reports/icml2026_newcomer_briefing_template.md,report,md,1167,,,,,,,,Guided template for a balanced five-minute conference briefing.
reports/icml2026_newcomer_course_audit.md,report,md,4747,,,,,,,,"Coverage, clarity, navigation, and evidence-safety audit for the newcomer course."
reports/icml2026_newcomer_final_quiz.md,report,md,7080,,,,,,,,Open-book assessment of broad ICML 2026 landscape understanding.
reports/icml2026_newcomer_paper_course.md,report,md,15401,,,,,,,,Twelve-paper course linking conference trends to representative research examples.
reports/icml2026_newcomer_quiz_answer_key.md,report,md,11768,,,,,,,,"Quiz model answers, scoring rubric, and targeted review routes."
reports/icml2026_newcomer_trend_lessons.md,report,md,7612,,,,,,,,Six evidence-based lessons on the main conference patterns.
reports/icml2026_overview_report_seed.md,report,md,15229,,,,,,,,
reports/icml2026_paper_evidence_codes.md,report,md,13011,,,,,,,,
reports/icml2026_paper_note_overlay_bridge.md,report,md,9561,,,,,,,,
reports/icml2026_paper_note_workspace.md,report,md,2470,,,,,,,,
reports/icml2026_paper_source_access_map.md,report,md,7811,,,,,,,,
reports/icml2026_pdf_extraction_probe.md,report,md,2791,,,,,,,,
reports/icml2026_pdf_review_cards.md,report,md,2109,,,,,,,,
reports/icml2026_pdf_review_seed_judgments.md,report,md,5378,,,,,,,,
reports/icml2026_pdf_review_transfer_checklist.md,report,md,7126,,,,,,,,
reports/icml2026_pdf_review_worksheet.md,report,md,3138,,,,,,,,
reports/icml2026_program_signal_calibration.md,report,md,24806,,,,,,,,
reports/icml2026_public_program_divergence_set.md,report,md,11646,,,,,,,,
reports/icml2026_reproducibility_lens.md,report,md,13340,,,,,,,,
reports/icml2026_research_questions_agenda.md,report,md,18751,,,,,,,,
reports/icml2026_researcher_action_plan.md,report,md,6453,,,,,,,,
reports/icml2026_researcher_audit.md,report,md,8062,,,,,,,,
reports/icml2026_researcher_gap_audit.md,report,md,5202,,,,,,,,
reports/icml2026_researcher_landscape.md,report,md,39901,,,,,,,,
reports/icml2026_researcher_readiness_audit.md,report,md,8745,,,,,,,,
reports/icml2026_researcher_review_plan.md,report,md,15836,,,,,,,,
reports/icml2026_researcher_thesis_map.md,report,md,13218,,,,,,,,
reports/icml2026_review_decision_tasks.md,report,md,16273,,,,,,,,
reports/icml2026_review_execution_dashboard.md,report,md,3628,,,,,,,,
reports/icml2026_review_sprint_01.md,report,md,95438,,,,,,,,
reports/icml2026_review_sprint_02.md,report,md,21143,,,,,,,,
reports/icml2026_safe_statement_register.md,report,md,21582,,,,,,,,
reports/icml2026_semantic_cluster_landscape.md,report,md,29341,,,,,,,,
reports/icml2026_sprint_02_overlay_bridge.md,report,md,300,,,,,,,,
reports/icml2026_sprint_02_paper_note_workspace.md,report,md,641,,,,,,,,
reports/icml2026_sprint_02_prereview_suggestions.md,report,md,3780,,,,,,,,
reports/icml2026_sprint_prereview_suggestions.md,report,md,7967,,,,,,,,
reports/icml2026_sprint_reading_brief_index.md,report,md,14220,,,,,,,,
reports/icml2026_story_outline_seed.md,report,md,7148,,,,,,,,
reports/icml2026_taxonomy_adjudication_queue.md,report,md,41343,,,,,,,,
reports/icml2026_theme_reading_map.md,report,md,32370,,,,,,,,
reports/icml2026_title_eda.md,report,md,7558,,,,,,,,
reports/icml2026_validation_packet_index.md,report,md,2008,,,,,,,,
reports/icml2026_visual_eda_index.md,report,md,4348,,,,,,,,
reports/manual_review_progress.md,report,md,3129,,,,,,,,
reports/manual_review_workspace.md,report,md,1807,,,,,,,,
reports/pdf_review_cards/60766.md,report,md,2182,,,,,,,,
reports/pdf_review_cards/61998.md,report,md,1671,,,,,,,,
reports/pdf_review_cards/62989.md,report,md,1679,,,,,,,,
reports/pdf_review_cards/65206.md,report,md,2721,,,,,,,,
reports/pdf_review_cards/65332.md,report,md,2623,,,,,,,,
reports/pdf_review_cards/65886.md,report,md,3093,,,,,,,,
reports/pdf_review_cards/65901.md,report,md,2151,,,,,,,,
reports/pdf_review_cards/66206.md,report,md,1796,,,,,,,,
reports/review_reading_briefs/60542-motion-attribution-for-video-generation.md,report,md,2855,,,,,,,,
reports/review_reading_briefs/60765-learning-to-theorize-the-world-from-observation.md,report,md,3588,,,,,,,,
reports/review_reading_briefs/60766-the-obfuscation-atlas-mapping-where-honesty-emerges-in-rlvr-with-decep.md,report,md,3305,,,,,,,,
reports/review_reading_briefs/61180-latent-collaboration-in-multi-agent-systems.md,report,md,3835,,,,,,,,
reports/review_reading_briefs/61382-vision-aligned-latent-reasoning-for-multi-modal-large-language-model.md,report,md,3712,,,,,,,,
reports/review_reading_briefs/61757-world-guidance-world-modeling-in-condition-space-for-action-generation.md,report,md,2944,,,,,,,,
reports/review_reading_briefs/61870-mhc-manifold-constrained-hyper-connections.md,report,md,4746,,,,,,,,
reports/review_reading_briefs/61998-the-flexibility-trap-rethinking-the-value-of-arbitrary-order-in-diffus.md,report,md,4152,,,,,,,,
reports/review_reading_briefs/62726-bad-seeing-or-bad-thinking-rewarding-perception-for-multimodal-reasoni.md,report,md,2899,,,,,,,,
reports/review_reading_briefs/62732-strategic-navigation-or-stochastic-search-how-agents-and-humans-reason.md,report,md,3537,,,,,,,,
reports/review_reading_briefs/62794-toolorchestra-elevating-intelligence-via-efficient-model-and-tool-orch.md,report,md,3652,,,,,,,,
reports/review_reading_briefs/62813-vision-language-action-pretraining-from-large-scale-human-videos.md,report,md,2940,,,,,,,,
reports/review_reading_briefs/62943-evolution-strategies-at-the-hyperscale.md,report,md,4424,,,,,,,,
reports/review_reading_briefs/62989-how-much-can-language-models-memorize.md,report,md,4053,,,,,,,,
reports/review_reading_briefs/62992-monitoring-monitorability.md,report,md,3386,,,,,,,,
reports/review_reading_briefs/63048-equivalence-of-context-and-parameter-updates-in-modern-transformer-blo.md,report,md,3427,,,,,,,,
reports/review_reading_briefs/63095-agent0-vl-exploring-self-evolving-agent-for-tool-integrated-vision-lan.md,report,md,3779,,,,,,,,
reports/review_reading_briefs/63099-davinci-dev-agent-native-mid-training-for-software-engineering.md,report,md,3676,,,,,,,,
reports/review_reading_briefs/63195-babyvision-visual-reasoning-beyond-language.md,report,md,3199,,,,,,,,
reports/review_reading_briefs/63330-mind-your-margin-and-boundary-are-your-distilled-datasets-truly-robust.md,report,md,2767,,,,,,,,
reports/review_reading_briefs/63333-gdpo-group-reward-decoupled-normalization-policy-optimization-for-mult.md,report,md,4468,,,,,,,,
reports/review_reading_briefs/63436-xkv-cross-layer-kv-cache-compression-via-aligned-singular-vector-extra.md,report,md,4008,,,,,,,,
reports/review_reading_briefs/63621-from-pixels-to-tokens-a-systematic-study-of-latent-action-supervision-.md,report,md,2940,,,,,,,,
reports/review_reading_briefs/63623-causal-jepa-learning-world-models-through-object-level-latent-interven.md,report,md,3254,,,,,,,,
reports/review_reading_briefs/63638-optimal-decision-making-based-on-prediction-sets.md,report,md,3747,,,,,,,,
reports/review_reading_briefs/64095-wedlm-reconciling-diffusion-language-models-with-standard-causal-atten.md,report,md,3704,,,,,,,,
reports/review_reading_briefs/64121-reinforcement-learning-via-self-distillation.md,report,md,4504,,,,,,,,
reports/review_reading_briefs/64128-autagent-a-reinforcement-learning-framework-for-tool-augmented-audio-r.md,report,md,3613,,,,,,,,
reports/review_reading_briefs/64301-dflash-block-diffusion-for-flash-speculative-decoding.md,report,md,3363,,,,,,,,
reports/review_reading_briefs/64377-tau-2-bench-evaluating-conversational-agents-in-a-dual-control-environ.md,report,md,3494,,,,,,,,
reports/review_reading_briefs/64488-agent-learning-via-early-experience.md,report,md,4478,,,,,,,,
reports/review_reading_briefs/64826-xr-1-towards-versatile-vision-language-action-models-via-learning-unif.md,report,md,2904,,,,,,,,
reports/review_reading_briefs/64904-temporal-straightening-for-latent-planning.md,report,md,2948,,,,,,,,
reports/review_reading_briefs/65056-learning-latent-action-world-models-in-the-wild.md,report,md,2872,,,,,,,,
reports/review_reading_briefs/65206-paperbanana-automating-academic-illustration-for-ai-scientists.md,report,md,3708,,,,,,,,
reports/review_reading_briefs/65332-maximum-likelihood-reinforcement-learning.md,report,md,4104,,,,,,,,
reports/review_reading_briefs/65423-autoregressive-direct-preference-optimization.md,report,md,3510,,,,,,,,
reports/review_reading_briefs/65446-activation-oracles-training-and-evaluating-llms-as-general-purpose-act.md,report,md,3709,,,,,,,,
reports/review_reading_briefs/65457-langforce-bayesian-decomposition-of-vision-language-action-models-via-.md,report,md,2947,,,,,,,,
reports/review_reading_briefs/65622-cve-factory-scaling-expert-level-agentic-tasks-for-code-security-vulne.md,report,md,3738,,,,,,,,
reports/review_reading_briefs/65657-jailbreak-foundry-from-papers-to-runnable-attacks-for-reproducible-ben.md,report,md,3582,,,,,,,,
reports/review_reading_briefs/65709-a-very-big-video-reasoning-suite.md,report,md,3216,,,,,,,,
reports/review_reading_briefs/65729-exskill-continual-learning-from-experience-and-skills-in-multimodal-ag.md,report,md,3231,,,,,,,,
reports/review_reading_briefs/65886-reinforcement-learning-with-evolving-rubrics-for-deep-research.md,report,md,4141,,,,,,,,
reports/review_reading_briefs/65888-learning-to-discover-at-test-time.md,report,md,4156,,,,,,,,
reports/review_reading_briefs/65901-neural-thickets-diverse-task-experts-are-dense-around-pretrained-weigh.md,report,md,4280,,,,,,,,
reports/review_reading_briefs/65933-robomme-benchmarking-and-understanding-memory-for-robotic-generalist-p.md,report,md,2890,,,,,,,,
reports/review_reading_briefs/65954-multimodal-nested-learning-for-decoupled-and-coordinated-optimization.md,report,md,2834,,,,,,,,
reports/review_reading_briefs/66206-to-grok-grokking-provable-grokking-in-ridge-regression.md,report,md,3803,,,,,,,,
reports/review_reading_briefs/66212-controlled-llm-training-on-spectral-sphere.md,report,md,4058,,,,,,,,
reports/review_reading_briefs/66596-from-abstraction-to-instantiation-learning-behavioral-representation-f.md,report,md,3615,,,,,,,,
reports/review_reading_briefs/67084-position-ai-ml-deepfake-research-is-misaligned-with-ai-generated-non-c.md,report,md,3475,,,,,,,,
reports/review_reading_briefs/67118-position-the-alignment-community-is-unintentionally-building-a-censors.md,report,md,3514,,,,,,,,
reports/review_reading_briefs/67238-position-anthropomorphic-misalignment-research-needs-stronger-evidence.md,report,md,3650,,,,,,,,
reports/review_reading_briefs/67247-position-stop-automating-peer-review-without-rigorous-evaluation.md,report,md,3215,,,,,,,,
reports/review_reading_briefs/68817-process-reward-models-that-think.md,report,md,3834,,,,,,,,
reports/reviewed_validation_tables.md,report,md,702,,,,,,,,
reports/validation_packets/agents-code-and-tool-use.md,report,md,42284,,,,,,,,
reports/validation_packets/ai-for-science-health-and-neuro.md,report,md,40572,,,,,,,,
reports/validation_packets/data-centric-causal-and-federated-ml.md,report,md,41065,,,,,,,,
reports/validation_packets/generative-modeling.md,report,md,39757,,,,,,,,
reports/validation_packets/graphs-geometry-and-representation-learning.md,report,md,39741,,,,,,,,
reports/validation_packets/llm-reasoning-post-training-and-rlvr.md,report,md,42914,,,,,,,,
reports/validation_packets/multimodal-vision-and-perception.md,report,md,43106,,,,,,,,
reports/validation_packets/reinforcement-learning-and-control.md,report,md,38909,,,,,,,,
reports/validation_packets/robotics-embodiment-and-world-models.md,report,md,40938,,,,,,,,
reports/validation_packets/safety-governance-privacy-and-society.md,report,md,38081,,,,,,,,
reports/validation_packets/systems-and-efficient-foundation-models.md,report,md,40969,,,,,,,,
reports/validation_packets/theory-optimization-and-algorithms.md,report,md,38098,,,,,,,,
reports/workspace_validation.md,report,md,27819,,,,,,,,
figures/alphaxiv_attention_distributions.png,figure,png,59892,,,,,,2141,882,
figures/arxiv_taxonomy_trends.png,figure,png,194878,,,,,,1967,1242,
figures/cluster_public_vs_program_signal.png,figure,png,101477,,,,,,1780,1242,
figures/cluster_vote_density_oral_enrichment.png,figure,png,243105,,,,,,1960,1422,
figures/evidence_contribution_mix.png,figure,png,145460,,,,,,2140,1220,
figures/historical_venue_area_deltas.png,figure,png,145117,,,,,,1967,1242,
figures/institution_collaboration_hubs.png,figure,png,126528,,,,,,1780,1242,
figures/manual_taxonomy_area_sizes.png,figure,png,173557,,,,,,1966,1242,
figures/program_signal_calibration.png,figure,png,135174,,,,,,1960,1242,
figures/sector_mix_papers.png,figure,png,77178,,,,,,1780,972,
figures/semantic_cluster_map.png,figure,png,858812,,,,,,1960,1422,
figures/semantic_cluster_vote_density.png,figure,png,238108,,,,,,1959,1422,
figures/team_size_distribution.png,figure,png,42692,,,,,,1781,972,
figures/theme_counts_orals.png,figure,png,138425,,,,,,1960,1242,
figures/top_canonical_institutions.png,figure,png,176822,,,,,,1780,1782,
figures/topic_group_distribution.png,figure,png,65088,,,,,,1779,882,
scripts/__pycache__/build_newcomer_slides.cpython-39.pyc,script,pyc,52740,,,,,,,,
scripts/__pycache__/build_pdf_review_seed_judgments.cpython-39.pyc,script,pyc,20609,,,,,,,,
scripts/__pycache__/build_project_index.cpython-39.pyc,script,pyc,27182,,,,,,,,
scripts/__pycache__/build_static_dashboard.cpython-39.pyc,script,pyc,28682,,,,,,,,
scripts/__pycache__/validate_workspace.cpython-39.pyc,script,pyc,62318,,,,,,,,
scripts/analyze_alphaxiv_icml.py,script,py,4885,,,,,,,,
scripts/analyze_icml_titles.py,script,py,7562,,,,,,,,
scripts/build_area_briefing_cards.py,script,py,14491,,,,,,,,
scripts/build_area_risk_register.py,script,py,12885,,,,,,,,
scripts/build_artifact_audit_queue.py,script,py,8449,,,,,,,,
scripts/build_audience_reading_paths.py,script,py,17384,,,,,,,,
scripts/build_baseline_sensitivity_queue.py,script,py,10888,,,,,,,,
scripts/build_claim_acceptance_criteria.py,script,py,13550,,,,,,,,
scripts/build_claim_decision_board.py,script,py,11654,,,,,,,,
scripts/build_claim_evidence_dossiers.py,script,py,16461,,,,,,,,
scripts/build_claim_risk_register.py,script,py,14444,,,,,,,,
scripts/build_claim_validation_queue.py,script,py,23417,,,,,,,,
scripts/build_cluster_landscape.py,script,py,14815,,,,,,,,
scripts/build_collaboration_landscape.py,script,py,19333,,,,,,,,
scripts/build_figures.py,script,py,23137,,,,,,,,
scripts/build_historical_venue_baselines.py,script,py,22646,,,,,,,,
scripts/build_landscape_synthesis.py,script,py,19261,,,,,,,,
scripts/build_manual_review_codebook.py,script,py,33714,,,,,,,,
scripts/build_manual_review_workspace.py,script,py,8098,,,,,,,,
scripts/build_manual_taxonomy_seed.py,script,py,16126,,,,,,,,
scripts/build_manual_validation_queue.py,script,py,11302,,,,,,,,
scripts/build_newcomer_slides.py,script,py,55681,,,,,,,,
scripts/build_overview_report_seed.py,script,py,14624,,,,,,,,
scripts/build_paper_evidence_codes.py,script,py,17844,,,,,,,,
scripts/build_paper_explorer.py,script,py,4858,,,,,,,,
scripts/build_paper_note_overlay_bridge.py,script,py,10616,,,,,,,,
scripts/build_paper_note_workspace.py,script,py,7892,,,,,,,,
scripts/build_paper_source_access_map.py,script,py,9890,,,,,,,,
scripts/build_pdf_extraction_probe.py,script,py,9650,,,,,,,,
scripts/build_pdf_review_cards.py,script,py,13346,,,,,,,,
scripts/build_pdf_review_seed_judgments.py,script,py,28857,,,,,,,,
scripts/build_pdf_review_transfer_checklist.py,script,py,6273,,,,,,,,
scripts/build_pdf_review_worksheet.py,script,py,8301,,,,,,,,
scripts/build_program_calibration.py,script,py,10158,,,,,,,,
scripts/build_project_index.py,script,py,32492,,,,,,,,
scripts/build_public_program_divergence_set.py,script,py,9601,,,,,,,,
scripts/build_reproducibility_lens.py,script,py,12899,,,,,,,,
scripts/build_research_questions_agenda.py,script,py,14200,,,,,,,,
scripts/build_researcher_action_plan.py,script,py,10287,,,,,,,,
scripts/build_researcher_gap_audit.py,script,py,15060,,,,,,,,
scripts/build_researcher_landscape.py,script,py,25480,,,,,,,,
scripts/build_researcher_readiness_audit.py,script,py,18298,,,,,,,,
scripts/build_researcher_review_plan.py,script,py,15145,,,,,,,,
scripts/build_researcher_thesis_map.py,script,py,12455,,,,,,,,
scripts/build_review_decision_tasks.py,script,py,12969,,,,,,,,
scripts/build_review_execution_dashboard.py,script,py,12772,,,,,,,,
scripts/build_review_progress.py,script,py,9732,,,,,,,,
scripts/build_review_sprint_02_uncovered_claims.py,script,py,20184,,,,,,,,
scripts/build_review_sprint_packet.py,script,py,9121,,,,,,,,
scripts/build_reviewed_validation_tables.py,script,py,5642,,,,,,,,
scripts/build_safe_statement_register.py,script,py,9523,,,,,,,,
scripts/build_semantic_landscape.py,script,py,21945,,,,,,,,
scripts/build_sprint_prereview_suggestions.py,script,py,10456,,,,,,,,
scripts/build_sprint_reading_briefs.py,script,py,14177,,,,,,,,
scripts/build_static_dashboard.py,script,py,29380,,,,,,,,
scripts/build_taxonomy_adjudication_queue.py,script,py,9674,,,,,,,,
scripts/build_taxonomy_fault_lines.py,script,py,22128,,,,,,,,
scripts/build_validation_packets.py,script,py,7147,,,,,,,,
scripts/fetch_alphaxiv_icml.py,script,py,6965,,,,,,,,
scripts/fetch_arxiv_trends.py,script,py,10992,,,,,,,,
scripts/fetch_icml_virtual.py,script,py,13364,,,,,,,,
scripts/lint_manual_review_values.py,script,py,6633,,,,,,,,
scripts/validate_github_artifacts.py,script,py,12302,,,,,,,,
scripts/validate_workspace.py,script,py,68314,,,,,,,,
docs/dashboard.html,doc,html,4341841,,,,,,,,"Self-contained static dashboard for scanning area signals, paper search, claims, figures, and validation examples."
