event_id,cluster_id,cluster_label,title,topic,topic_group,themes,is_oral,award,public_total_votes,visits_last_7_days,github_stars,composite_score,cluster_distance,cluster_centrality,attention_score,url,alphaxiv_url
62667,0,video / video generation / videos / temporal,VideoKR: Towards Knowledge- and Reasoning-Intensive Video Understanding,Applications->Computer Vision,Applications,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards",false,,21,19,19,0.6546,0.79923,0.55579,0.02773,https://icml.cc/virtual/2026/poster/62667,https://www.alphaxiv.org/abs/2606.05259
62264,26,privacy / private / dp / aspects privacy,Efficient Public Verification of Private ML via Regularization,Social Aspects->Privacy,Social Aspects,"Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,4,0,0,0.0044,0.59563,0.62671,0.0022,https://icml.cc/virtual/2026/poster/62264,https://www.alphaxiv.org/abs/2512.04008
60699,9,theory / algorithm / optimal / regret,The Cost of Learning under Multiple Change Points,Theory->Online Learning and Bandits,Theory,"Causality and data-centric ML; Theory, optimization, and sampling",false,,3,0,148,1.0041,0.78667,0.5597,0.00165,https://icml.cc/virtual/2026/poster/60699,https://www.alphaxiv.org/abs/2602.11406
60703,18,time series / series / time / forecasting,Baguan-TS: dual in-context learning model for time series forecasting with covariates,Applications->Time Series,Applications,"Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Safety, alignment, governance, and risk",false,,0,0,0,0.0,0.69686,0.58932,0.0,https://icml.cc/virtual/2026/poster/60703,
60677,17,representation / machine learning / machine / general,Statistical Consistency and Generalization of Contrastive Representation Learning,Theory->Learning Theory,Theory,"Interpretability and mechanistic analysis; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,1,0,0,0.0011,0.89786,0.52691,0.00055,https://icml.cc/virtual/2026/poster/60677,https://www.alphaxiv.org/abs/2605.02116
66768,9,theory / algorithm / optimal / regret,A Geometry-Aware Efficient Algorithm for Compositional Entropic Risk Minimization,Optimization->Convex,Optimization,"Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,1,2,0,0.0045,0.83544,0.54483,0.00225,https://icml.cc/virtual/2026/poster/66768,https://www.alphaxiv.org/abs/2602.02877
60707,17,representation / machine learning / machine / general,gp2Scale: A Class of Compactly Supported Non-Stationary Kernels and Distributed Computing for Exact Gaussian Processes on 10 Million Data Points,Probabilistic Methods->Gaussian Processes,Probabilistic Methods,"RL for LLMs and verifiable rewards; Theory, optimization, and sampling",false,,2,1,0,0.0039,0.89633,0.52733,0.00195,https://icml.cc/virtual/2026/poster/60707,https://www.alphaxiv.org/abs/2512.06143
60728,3,diffusion / generative / diffusion models / generative models,Geometry-Correct Diffusion Posterior Sampling with Denoiser-Pullback Curvature Guidance and Manifold-Aligned Damping,Deep Learning->Generative Models and Autoencoders,Deep Learning,"Agents, tools, and computer use; Diffusion, flow, and generative modeling; LLM reasoning and test-time compute; Multimodal, vision-language, and video; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,2,7,2,0.2338,0.80718,0.55335,0.00705,https://icml.cc/virtual/2026/poster/60728,https://www.alphaxiv.org/abs/2605.27990
66234,17,representation / machine learning / machine / general,ProMiSE: Protein Multi-state Structure Evaluation Benchmark in Biological Contexts,Applications->Health / Medicine,Applications,"AI for science, health, and biology; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk",false,,0,0,0,0.0,0.90796,0.52412,0.0,https://icml.cc/virtual/2026/poster/66234,
60733,6,reasoning / reinforcement / rl / reinforcement learning,Learning Structured Reasoning via Tractable Trajectory Control,Reinforcement Learning->Deep RL,Reinforcement Learning,"Agents, tools, and computer use; Diffusion, flow, and generative modeling; LLM reasoning and test-time compute; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,6,0,0,0.0066,0.77167,0.56444,0.00331,https://icml.cc/virtual/2026/poster/60733,https://www.alphaxiv.org/abs/2603.01641
60736,11,agent / agents / multi agent / multi,Think Twice Before You Act: Enhancing Agent Behavioral Safety with Thought Correction,Social Aspects->Security,Social Aspects,"Agents, tools, and computer use; Causality and data-centric ML; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk",false,,43,6,0,0.0576,0.82996,0.54646,0.02879,https://icml.cc/virtual/2026/poster/60736,https://www.alphaxiv.org/abs/2505.11063
62980,20,code / anonymous / 4open science / 4open,Faults in Our Formal Benchmarking: Dataset Defects and Evaluation Failures in Lean Theorem Proving,Applications->Everything Else,Applications,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization",false,,0,0,0,0.0,0.96237,0.50959,0.0,https://icml.cc/virtual/2026/poster/62980,
63651,4,visual / multimodal / reasoning / vision,iVGR: Internalizing Visually Grounded Reasoning for MLLMs with Reinforcement Learning,Applications->Computer Vision,Applications,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards",false,,17,32,13,0.601,0.76029,0.56809,0.03658,https://icml.cc/virtual/2026/poster/63651,https://www.alphaxiv.org/abs/2605.31096
60740,26,privacy / private / dp / aspects privacy,"Forget to Know, Remember to Use: Context-Aware Unlearning for Large Language Models",Social Aspects->Privacy,Social Aspects,"Memorization, evaluation, and generalization; Safety, alignment, governance, and risk",false,,4,4,0,0.0112,0.85536,0.53898,0.00561,https://icml.cc/virtual/2026/poster/60740,https://www.alphaxiv.org/abs/2510.17620
62221,10,3d / vision / applications computer / computer vision,Alterbute: Editing Intrinsic Attributes of Objects in Images,Applications->Computer Vision,Applications,"Diffusion language models; Diffusion, flow, and generative modeling; Multimodal, vision-language, and video; Systems, efficiency, and compression",false,,23,1,1969,1.5442,0.8129,0.5516,0.01352,https://icml.cc/virtual/2026/poster/62221,https://www.alphaxiv.org/abs/2601.10714
62741,6,reasoning / reinforcement / rl / reinforcement learning,Confidence and Difficulty-Adaptive Policy Optimization for LLM Reasoning,Deep Learning->Large Language Models,Deep Learning,"Diffusion, flow, and generative modeling; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Theory, optimization, and sampling",false,,0,0,0,0.0,0.75113,0.57106,0.0,https://icml.cc/virtual/2026/poster/62741,
63513,12,tuning / fine tuning / fine / lora,When Shared Knowledge Hurts: Spectral Over-Accumulation in Model Merging,"General Machine Learning->Transfer, Multitask and Meta-learning",General Machine Learning,"Memorization, evaluation, and generalization; Safety, alignment, governance, and risk",false,,8,10,33,0.7311,0.96348,0.5093,0.01291,https://icml.cc/virtual/2026/poster/63513,https://www.alphaxiv.org/abs/2602.05536
64701,7,reinforcement learning / reinforcement / policy / rl,Recovering Hidden Reward in Diffusion-Based Policies,Applications->Robotics,Applications,"Diffusion, flow, and generative modeling; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Robotics and world models; Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,14,2,1,0.1575,0.87226,0.53411,0.00941,https://icml.cc/virtual/2026/poster/64701,https://www.alphaxiv.org/abs/2605.00623
65171,28,position / ai / position paper / argues,FLARE-AI: Flaw Reporting for AI,Social Aspects->Security,Social Aspects,"Agents, tools, and computer use; Safety, alignment, governance, and risk",false,,0,0,0,0.0,0.74956,0.57157,0.0,https://icml.cc/virtual/2026/poster/65171,
60762,10,3d / vision / applications computer / computer vision,PointCHR: Point Cloud Analysis via Curvature-Aware Hyperbolic Rectification,Deep Learning->Everything Else,Deep Learning,"Agents, tools, and computer use; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Theory, optimization, and sampling",false,,0,0,0,0.0,0.89324,0.52819,0.0,https://icml.cc/virtual/2026/poster/60762,
61988,10,3d / vision / applications computer / computer vision,TexEditor: Structure-Preserving Text-Driven texture Editing,Applications->Computer Vision,Applications,"Agents, tools, and computer use; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Systems, efficiency, and compression",false,,7,4,7,0.4304,0.86613,0.53587,0.00726,https://icml.cc/virtual/2026/poster/61988,https://www.alphaxiv.org/abs/2603.18488
66146,10,3d / vision / applications computer / computer vision,Learning Global Representation from Queries for Vectorized HD Map Construction,Applications->Computer Vision,Applications,"Agents, tools, and computer use; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Theory, optimization, and sampling",false,,6,2,0,0.01,0.8798,0.53197,0.00501,https://icml.cc/virtual/2026/poster/66146,https://www.alphaxiv.org/abs/2510.06969
62723,28,position / ai / position paper / argues,Who Evaluates AI's Social Impacts? Mapping Coverage and Gaps in First and Third Party Evaluations,,Unknown,"Interpretability and mechanistic analysis; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk",false,,9,0,0,0.0099,0.75152,0.57093,0.00496,https://icml.cc/virtual/2026/poster/62723,https://www.alphaxiv.org/abs/2511.05613
60773,17,representation / machine learning / machine / general,Explaining Concept Shift with Interpretable Feature Attribution,,Unknown,"AI for science, health, and biology; Agents, tools, and computer use; Interpretability and mechanistic analysis",false,,8,0,0,0.0088,0.90017,0.52627,0.00441,https://icml.cc/virtual/2026/poster/60773,https://www.alphaxiv.org/abs/2505.20634
61135,21,quantization / kv / memory / cache,Set Diffusion: Interpolating Token Orderings between Autoregression and Diffusion for Fast and Flexible Decoding,,Unknown,"Causality and data-centric ML; Diffusion language models; Diffusion, flow, and generative modeling; LLM reasoning and test-time compute; Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,0,0,0,0.0,0.89958,0.52643,0.0,https://icml.cc/virtual/2026/poster/61135,
64815,8,causal / causality / learning causality / treatment,Tailoring Strictly Proper Scoring Rules for Downstream Tasks: An Application to Causal Inference,Probabilistic Methods->Everything Else,Probabilistic Methods,"Causality and data-centric ML; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,1,1,0,0.0028,0.81575,0.55074,0.0014,https://icml.cc/virtual/2026/poster/64815,https://www.alphaxiv.org/abs/2606.03332
61023,4,visual / multimodal / reasoning / vision,EARL: Towards a Unified Analysis-Guided Reinforcement Learning Framework for Egocentric Interaction Reasoning and Pixel Grounding,Applications->Computer Vision,Applications,"Agents, tools, and computer use; Diffusion language models; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Robotics and world models; Theory, optimization, and sampling",false,,9,0,3,0.2872,0.80257,0.55476,0.00496,https://icml.cc/virtual/2026/poster/61023,https://www.alphaxiv.org/abs/2605.14742
60774,17,representation / machine learning / machine / general,Depth over Fidelity in Fixed-Budget Noisy Evolution Strategies,Optimization->Zero-order and Black-box Optimization,Optimization,"Agents, tools, and computer use; Diffusion, flow, and generative modeling; Interpretability and mechanistic analysis; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,0,0,0,0.0,0.91029,0.52348,0.0,https://icml.cc/virtual/2026/poster/60774,https://www.alphaxiv.org/abs/2606.06555
67133,28,position / ai / position paper / argues,Position: Stop Using Culturally Biased Human Cognitive Benchmarks to Evaluate LLMs,Deep Learning->Large Language Models,Deep Learning,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk",false,,0,0,0,0.0,0.73532,0.57626,0.0,https://icml.cc/virtual/2026/poster/67133,
60724,0,video / video generation / videos / temporal,EgoTactile: Learning Grasp Pressure for Everyday Objects from Egocentric Video,Applications->Computer Vision,Applications,"Agents, tools, and computer use; Diffusion, flow, and generative modeling; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Robotics and world models; Systems, efficiency, and compression",false,,3,3,0,0.0084,0.75863,0.56862,0.0042,https://icml.cc/virtual/2026/poster/60724,https://www.alphaxiv.org/abs/2606.09243
60783,1,language / language models / llms / large language,Assistive Prompt Mediation: Evaluating Language Models Under Accessibility Constraints,General Machine Learning->Evaluation,General Machine Learning,"Diffusion language models; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,0,0,0,0.0,0.83504,0.54495,0.0,https://icml.cc/virtual/2026/poster/60783,
61653,20,code / anonymous / 4open science / 4open,OPIC: Enhancing Language Model Merging via Optimizing In-Context Capability,Deep Learning->Large Language Models,Deep Learning,"Interpretability and mechanistic analysis; LLM reasoning and test-time compute; Theory, optimization, and sampling",false,,0,0,0,0.0,0.82186,0.54889,0.0,https://icml.cc/virtual/2026/poster/61653,
60786,25,cross / semantic / label / extensive,From Zero to Hero: Advancing Zero-Shot Foundation Models for Tabular Outlier Detection,Deep Learning->Foundation Models,Deep Learning,"Memorization, evaluation, and generalization",false,,2,2,0,0.0056,0.95123,0.5125,0.0028,https://icml.cc/virtual/2026/poster/60786,https://www.alphaxiv.org/abs/2602.03018
63658,20,code / anonymous / 4open science / 4open,ProOPF: Benchmarking and Improving LLMs for Professional-Grade Power Systems Optimization Modeling,Applications->Energy,Applications,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Theory, optimization, and sampling",false,,1,0,0,0.0011,0.86775,0.5354,0.00055,https://icml.cc/virtual/2026/poster/63658,https://www.alphaxiv.org/abs/2602.03070
65521,22,gradient / networks / optimization / neural networks,Statistically Undetectable Backdoors in Deep Neural Networks,Theory->Probabilistic Methods,Theory,"Theory, optimization, and sampling",false,,0,0,0,0.0,0.88028,0.53184,0.0,https://icml.cc/virtual/2026/poster/65521,
64314,23,interpretability / accountability / transparency / transparency interpretability,A Behavioural and Representational Evaluation of Goal-Directedness in Language Model Agents,"Social Aspects->Accountability, Transparency, and Interpretability",Social Aspects,"Agents, tools, and computer use; Interpretability and mechanistic analysis; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk; Systems, efficiency, and compression",false,,10,0,0,0.011,0.79387,0.55745,0.00551,https://icml.cc/virtual/2026/poster/64314,https://www.alphaxiv.org/abs/2602.08964
60794,5,graph / graph neural / networks / neural networks,VDW-GNNs: Vector diffusion wavelets for geometric graph neural networks,Deep Learning->Graph Neural Networks,Deep Learning,"Diffusion, flow, and generative modeling",false,,3,0,0,0.0033,0.69446,0.59016,0.00165,https://icml.cc/virtual/2026/poster/60794,https://www.alphaxiv.org/abs/2510.01022
61477,9,theory / algorithm / optimal / regret,Towards Parameter-Free Temporal Difference Learning,Reinforcement Learning->Planning,Reinforcement Learning,"Agents, tools, and computer use; Diffusion, flow, and generative modeling; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,3,1,0,0.005,0.82927,0.54667,0.0025,https://icml.cc/virtual/2026/poster/61477,https://www.alphaxiv.org/abs/2603.02577
60797,13,scaling / test time / test / time,What If We Allocate Test-Time Compute Adaptively?,Deep Learning->Large Language Models,Deep Learning,"Agents, tools, and computer use; Diffusion, flow, and generative modeling; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,3,0,0,0.0033,0.71474,0.58318,0.00165,https://icml.cc/virtual/2026/poster/60797,https://www.alphaxiv.org/abs/2602.01070
60801,19,action / vla / language action / vision language,LAGEA: Language Guided Embodied Agents for Robotic Manipulation,Applications->Robotics,Applications,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Robotics and world models; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,4,2,6,0.397,0.76222,0.56746,0.0039,https://icml.cc/virtual/2026/poster/60801,https://www.alphaxiv.org/abs/2509.23155
60812,17,representation / machine learning / machine / general,Any-dimensional invariant universality,Theory->Deep Learning,Theory,"Theory, optimization, and sampling",false,,3,0,0,0.0033,0.91143,0.52317,0.00165,https://icml.cc/virtual/2026/poster/60812,https://www.alphaxiv.org/abs/2605.23156
60845,18,time series / series / time / forecasting,DualTimesField: Rethinking Time Series as Continuous-Time Trends and Events,"General Machine Learning->Sequential, Network, and Time Series Modeling",General Machine Learning,"Diffusion, flow, and generative modeling; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,0,0,0,0.0,0.70214,0.58749,0.0,https://icml.cc/virtual/2026/poster/60845,
60853,12,tuning / fine tuning / fine / lora,L-SR1: Learned Symmetric-Rank-One Preconditioning,Optimization->Everything Else,Optimization,"Memorization, evaluation, and generalization; Theory, optimization, and sampling",false,,2,0,0,0.0022,0.8574,0.53839,0.0011,https://icml.cc/virtual/2026/poster/60853,https://www.alphaxiv.org/abs/2508.12270
60858,13,scaling / test time / test / time,Understanding Dynamic Compute Allocation in Recurrent Transformers,Deep Learning->Large Language Models,Deep Learning,"Causality and data-centric ML; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk",false,,4,2,0,0.0078,0.8806,0.53175,0.0039,https://icml.cc/virtual/2026/poster/60858,https://www.alphaxiv.org/abs/2602.08864
60859,0,video / video generation / videos / temporal,AAD-1: Asymmetric Adversarial Distillation for One-Step Autoregressive Video Generation,Deep Learning->Generative Models and Autoencoders,Deep Learning,"Causality and data-centric ML; Diffusion, flow, and generative modeling; Multimodal, vision-language, and video; Theory, optimization, and sampling",false,,29,2,71,0.8907,0.77281,0.56407,0.01768,https://icml.cc/virtual/2026/poster/60859,https://www.alphaxiv.org/abs/2606.03972
60868,9,theory / algorithm / optimal / regret,Allocating Variance to Maximize Expectation,Theory->Game Theory,Theory,"LLM reasoning and test-time compute; Theory, optimization, and sampling",false,,5,0,0,0.0055,0.8383,0.54398,0.00275,https://icml.cc/virtual/2026/poster/60868,https://www.alphaxiv.org/abs/2502.18463
60472,19,action / vla / language action / vision language,Any3D-VLA: Enhancing VLA Robustness via Diverse Point Clouds,Applications->Robotics,Applications,"Multimodal, vision-language, and video; Robotics and world models; Safety, alignment, governance, and risk",false,,16,7,60,0.8517,0.7779,0.56246,0.01477,https://icml.cc/virtual/2026/poster/60472,https://www.alphaxiv.org/abs/2602.00807
60870,14,attention / transformers / transformer / context,ToaSt: Token Channel Selection and Structured Pruning for Efficient ViT,Deep Learning->Attention Mechanisms,Deep Learning,"Memorization, evaluation, and generalization; Safety, alignment, governance, and risk; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,4,0,0,0.0044,0.82759,0.54717,0.0022,https://icml.cc/virtual/2026/poster/60870,https://www.alphaxiv.org/abs/2602.15720
63307,25,cross / semantic / label / extensive,MM-Spectrum: Multimodal Multi-spectral Molecular Structural Elucidation with a Stable MoE Framework,General Machine Learning->Representation Learning,General Machine Learning,"Interpretability and mechanistic analysis; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Systems, efficiency, and compression",false,,0,0,0,0.0,0.92611,0.51918,0.0,https://icml.cc/virtual/2026/poster/63307,
67095,29,speech / audio / applications language / speech dialog,Position: Towards Responsible Evaluation for Text-to-Speech,"Applications->Language, Speech and Dialog",Applications,"Agents, tools, and computer use; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk",false,,10,1,0,0.0127,0.7419,0.57409,0.00636,https://icml.cc/virtual/2026/poster/67095,https://www.alphaxiv.org/abs/2510.06927
65636,9,theory / algorithm / optimal / regret,ITSPACE: Monotone Gaussian Optimal Transport Updates,Theory->Optimization,Theory,"LLM reasoning and test-time compute; Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,0,0,0,0.0,0.94644,0.51376,0.0,https://icml.cc/virtual/2026/poster/65636,
60905,11,agent / agents / multi agent / multi,Representational Similarity and Model Behavior in Multi-Agent Interaction,"Applications->Neuroscience, Cognitive Science",Applications,"AI for science, health, and biology; Agents, tools, and computer use",false,,6,0,1,0.1452,0.8828,0.53112,0.00331,https://icml.cc/virtual/2026/poster/60905,https://www.alphaxiv.org/abs/2606.07818
60907,25,cross / semantic / label / extensive,DroneDINO: Towards Heterogeneous Routed Mixture of Experts for Drone-based Unified Object Detection,Applications->Computer Vision,Applications,"Interpretability and mechanistic analysis; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Systems, efficiency, and compression",true,,0,0,0,1.5,0.90728,0.52431,0.0,https://icml.cc/virtual/2026/poster/60907,
60912,21,quantization / kv / memory / cache,Rethinking Parameter Sharing as Graph Coloring for Structured Compression,General Machine Learning->Everything Else,General Machine Learning,"Agents, tools, and computer use; LLM reasoning and test-time compute; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,0,0,0,0.0,0.90668,0.52447,0.0,https://icml.cc/virtual/2026/poster/60912,https://www.alphaxiv.org/abs/2511.06786
60928,3,diffusion / generative / diffusion models / generative models,Factored Classifier-Free Guidance,Deep Learning->Generative Models and Autoencoders,Deep Learning,"AI for science, health, and biology; Agents, tools, and computer use; Causality and data-centric ML; Diffusion, flow, and generative modeling; Multimodal, vision-language, and video",false,,5,3,0,0.0106,0.84671,0.5415,0.00531,https://icml.cc/virtual/2026/poster/60928,https://www.alphaxiv.org/abs/2506.14399
60931,4,visual / multimodal / reasoning / vision,Symbal: Detecting Systematic Misalignments in Model-Generated Captions,General Machine Learning->Evaluation,General Machine Learning,"AI for science, health, and biology; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Safety, alignment, governance, and risk",false,,0,0,0,0.0,0.77356,0.56384,0.0,https://icml.cc/virtual/2026/poster/60931,
64329,16,physics / pde / equations / pdes,Discontinuous Galerkin Neural Operator for Pathology Defocus Deblurring,Applications->Health / Medicine,Applications,"AI for science, health, and biology; Interpretability and mechanistic analysis; Multimodal, vision-language, and video; Systems, efficiency, and compression",false,,6,0,0,0.0066,0.76868,0.56539,0.00331,https://icml.cc/virtual/2026/poster/64329,https://www.alphaxiv.org/abs/2605.23282
60933,13,scaling / test time / test / time,SoftMoE: Soft Differentiable Routing for Mixture-of-Experts in LLMs,Deep Learning->Large Language Models,Deep Learning,"Causality and data-centric ML; LLM reasoning and test-time compute; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,0,0,0,0.0,0.92945,0.51828,0.0,https://icml.cc/virtual/2026/poster/60933,
62695,7,reinforcement learning / reinforcement / policy / rl,Policy-Driven World Model Adaptation for Robust Offline Model-based Reinforcement Learning,Reinforcement Learning->Batch/Offline,Reinforcement Learning,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Robotics and world models; Safety, alignment, governance, and risk; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,6,4,0,0.0134,0.6939,0.59035,0.00671,https://icml.cc/virtual/2026/poster/62695,https://www.alphaxiv.org/abs/2505.13709
60954,15,physics / chemistry / earth / applications chemistry,LDARNet: DNA Adaptive Representation Network with Learnable Tokenization for Genomic Modeling,"Applications->Chemistry, Physics, and Earth Sciences",Applications,"AI for science, health, and biology; Diffusion language models; Memorization, evaluation, and generalization; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,7,5,4,0.3381,0.85037,0.54043,0.00811,https://icml.cc/virtual/2026/poster/60954,https://www.alphaxiv.org/abs/2606.04552
63726,17,representation / machine learning / machine / general,Adaptive Protein Tokenization,Applications->Health / Medicine,Applications,"AI for science, health, and biology; Diffusion, flow, and generative modeling; Interpretability and mechanistic analysis; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards",false,,18,2,19,0.6224,0.90675,0.52445,0.01162,https://icml.cc/virtual/2026/poster/63726,https://www.alphaxiv.org/abs/2602.06418
61254,25,cross / semantic / label / extensive,Structure-Aware Riemannian Flow Matching for Registration and Fusion of Hyperspectral and Multispectral Images,Applications->Computer Vision,Applications,"Diffusion, flow, and generative modeling; Multimodal, vision-language, and video; Safety, alignment, governance, and risk",false,,0,0,0,0.0,0.9383,0.51592,0.0,https://icml.cc/virtual/2026/poster/61254,
60959,11,agent / agents / multi agent / multi,Hierarchical Procedural Meta-Reasoning for Generalizable Multimodal Agents,Deep Learning->Foundation Models,Deep Learning,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video",false,,0,0,0,0.0,0.81139,0.55206,0.0,https://icml.cc/virtual/2026/poster/60959,
60966,27,neuroscience / cognitive / neuroscience cognitive / applications neuroscience,TEFormer: Structured Bidirectional Temporal Enhancement Modeling in Spiking Transformers,"Applications->Neuroscience, Cognitive Science",Applications,"AI for science, health, and biology; Memorization, evaluation, and generalization; Multimodal, vision-language, and video",false,,2,0,0,0.0022,0.6972,0.58921,0.0011,https://icml.cc/virtual/2026/poster/60966,https://www.alphaxiv.org/abs/2601.18274
65102,14,attention / transformers / transformer / context,MuonSSM: Orthogonalizing State Space Models for Sequence Modeling,"Deep Learning->Sequential Models, Time series",Deep Learning,"Memorization, evaluation, and generalization; Safety, alignment, governance, and risk; Systems, efficiency, and compression",true,,0,0,0,1.5,0.89603,0.52742,0.0,https://icml.cc/virtual/2026/poster/65102,
62841,25,cross / semantic / label / extensive,Physiology as Language: Translating Nocturnal Breathing to EEG,Applications->Health / Medicine,Applications,"AI for science, health, and biology; RL for LLMs and verifiable rewards",false,,0,0,0,0.0,0.92023,0.52077,0.0,https://icml.cc/virtual/2026/poster/62841,
60969,2,attacks / attack / safety / adversarial,SORA: Free Second Order Attacks in Fast Adversarial Training,Deep Learning->Robustness,Deep Learning,"Memorization, evaluation, and generalization; Safety, alignment, governance, and risk; Systems, efficiency, and compression",false,,1,1,0,0.0028,0.83833,0.54397,0.0014,https://icml.cc/virtual/2026/poster/60969,https://www.alphaxiv.org/abs/2606.00738
60925,1,language / language models / llms / large language,TokSuite: Measuring the Impact of Tokenizer Choice on Language Model Behavior,Deep Learning->Large Language Models,Deep Learning,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk",true,,10,16,12,2.0512,0.87412,0.53358,0.01912,https://icml.cc/virtual/2026/poster/60925,https://www.alphaxiv.org/abs/2512.20757
61613,3,diffusion / generative / diffusion models / generative models,Normalizing Flows with Iterative Denoising,General Machine Learning->Methodology,General Machine Learning,"Diffusion, flow, and generative modeling; Multimodal, vision-language, and video; Theory, optimization, and sampling",false,,9,1,7,0.4275,0.76663,0.56605,0.00581,https://icml.cc/virtual/2026/poster/61613,https://www.alphaxiv.org/abs/2604.20041
64647,18,time series / series / time / forecasting,Parameter Decorrelation via Transition-Variance Alignment for Multivariate Time-series Forecasting,Applications->Time Series,Applications,"Causality and data-centric ML; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,0,0,0,0.0,0.64378,0.60835,0.0,https://icml.cc/virtual/2026/poster/64647,
61122,17,representation / machine learning / machine / general,"Toward Structural Multimodal Representations: Specialization, Selection, and Sparsification via Mixture-of-Experts",General Machine Learning->Representation Learning,General Machine Learning,"Memorization, evaluation, and generalization; Multimodal, vision-language, and video",false,,7,3,0,0.0128,0.9116,0.52312,0.00641,https://icml.cc/virtual/2026/poster/61122,https://www.alphaxiv.org/abs/2605.03348
62761,4,visual / multimodal / reasoning / vision,ECG-R1: Protocol-Guided and Modality-Agnostic MLLM for Reliable ECG Interpretation,Applications->Health / Medicine,Applications,"AI for science, health, and biology; Agents, tools, and computer use; LLM reasoning and test-time compute; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk",false,,7,5,56,0.8248,0.84195,0.5429,0.00811,https://icml.cc/virtual/2026/poster/62761,https://www.alphaxiv.org/abs/2602.04279
