event_id,semantic_cluster_id,semantic_cluster_label,lexical_cluster_id,lexical_cluster_label,title,topic,topic_group,themes,is_oral,award,public_total_votes,visits_last_7_days,github_stars,composite_score,semantic_distance,semantic_centrality,semantic_x,semantic_y,attention_score,url,alphaxiv_url
64842,40,agents / agent / evaluation / agentic,11,agent / agents / multi agent / multi,Benchmarking Agent Memory in Interdependent Multi-Session Agentic Tasks,,Unknown,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards",false,,103,37,0,0.1764,0.64409,0.60824,-0.347112,-0.065667,0.08821,https://icml.cc/virtual/2026/poster/64842,https://www.alphaxiv.org/abs/2602.16313
63235,12,safety / attacks / attack / social aspects,2,attacks / attack / safety / adversarial,OSCS: Online Selection with Provable FAR Control for LLM Safety,Social Aspects->Safety,Social Aspects,"Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,0,0,0,0.0,0.60994,0.62114,-0.28133,0.145648,0.0,https://icml.cc/virtual/2026/poster/63235,
64678,40,agents / agent / evaluation / agentic,11,agent / agents / multi agent / multi,$R^3$DAO: Reactive Recovery and Reconstruction for Long-horizon Data Agent Orchestration,Deep Learning->Large Language Models,Deep Learning,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,0,0,0,0.0,0.70697,0.58583,-0.234596,-0.05909,0.0,https://icml.cc/virtual/2026/poster/64678,
63236,6,code / language / llms / verification,20,code / anonymous / 4open science / 4open,Can LLMs Reason Like Automated Theorem Provers for Rust Verification? VCoT-Bench: Evaluating via Verification Chain of Thought,General Machine Learning->Hardware and Software,General Machine Learning,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk; Systems, efficiency, and compression",false,,1,0,0,0.0011,0.60982,0.62119,-0.291913,-0.026014,0.00055,https://icml.cc/virtual/2026/poster/63236,https://www.alphaxiv.org/abs/2603.18334
63237,25,3d / video / motion / applications computer,10,3d / vision / applications computer / computer vision,LaRI: Layered Ray Intersections for Single-view 3D Geometric Reasoning,Applications->Computer Vision,Applications,"Causality and data-centric ML; LLM reasoning and test-time compute; Multimodal, vision-language, and video",false,,15,13,0,0.0386,0.71622,0.58268,0.106274,-0.256667,0.01932,https://icml.cc/virtual/2026/poster/63237,https://www.alphaxiv.org/abs/2504.18424
63244,4,reinforcement learning / reinforcement / policy / rl,7,reinforcement learning / reinforcement / policy / rl,Dream-MPC: Gradient-Based Model Predictive Control with Latent Imagination,Reinforcement Learning->Planning,Reinforcement Learning,"Agents, tools, and computer use; RL for LLMs and verifiable rewards; Robotics and world models; Theory, optimization, and sampling",false,,20,16,13,0.5771,0.59384,0.62741,-0.04183,0.150617,0.02462,https://icml.cc/virtual/2026/poster/63244,https://www.alphaxiv.org/abs/2605.04568
63260,22,visual / vision / reasoning / video,4,visual / multimodal / reasoning / vision,DocVAL: Validated Chain-of-Thought Distillation for Grounded Document VQA,Deep Learning->Large Language Models,Deep Learning,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video",false,,2,1,3,0.2812,0.64676,0.60725,-0.084255,-0.346515,0.00195,https://icml.cc/virtual/2026/poster/63260,https://www.alphaxiv.org/abs/2511.22521
65244,40,agents / agent / evaluation / agentic,11,agent / agents / multi agent / multi,Investigating Component Contributions in Multi-Agent ML Systems,Reinforcement Learning->Multi-agent,Reinforcement Learning,"Agents, tools, and computer use; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards",false,,0,0,0,0.0,0.6678,0.59959,-0.287917,0.12676,0.0,https://icml.cc/virtual/2026/poster/65244,
64272,21,language / large language / language models / large,6,reasoning / reinforcement / rl / reinforcement learning,Smaller Models are Natural Explorers for Policy-Level Diversity in GRPO,Deep Learning->Large Language Models,Deep Learning,"Agents, tools, and computer use; Diffusion, flow, and generative modeling; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,12,12,18,0.6225,0.56414,0.63933,-0.123433,0.015475,0.01682,https://icml.cc/virtual/2026/poster/64272,https://www.alphaxiv.org/abs/2605.30789
61704,16,action / robotics / vla / applications robotics,7,reinforcement learning / reinforcement / policy / rl,Unsupervised Mode Discovery for Fine-tuning Multimodal Generative Policies,Reinforcement Learning->Online,Reinforcement Learning,"Diffusion, flow, and generative modeling; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Robotics and world models; Systems, efficiency, and compression",false,,0,0,0,0.0,0.67342,0.59758,-0.009095,-0.012052,0.0,https://icml.cc/virtual/2026/poster/61704,
61958,19,quantization / bit / precision / low,21,quantization / kv / memory / cache,STAR-KV: Low-Rank KV Cache Compression via Soft Thresholding for Adaptive Rank Control,Deep Learning->Large Language Models,Deep Learning,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Systems, efficiency, and compression",false,,5,5,1,0.1526,0.66328,0.60122,0.041444,-0.102034,0.00701,https://icml.cc/virtual/2026/poster/61958,https://www.alphaxiv.org/abs/2606.08382
67093,15,graph / graph neural / graphs / networks,28,position / ai / position paper / argues,Position: Neural Approximation Is Rarely Justified for Hard Combinatorial Problems,Optimization->Discrete and Combinatorial Optimization,Optimization,"Agents, tools, and computer use; Memorization, evaluation, and generalization; Theory, optimization, and sampling",false,,0,0,0,0.0,0.83763,0.54418,0.000453,0.179183,0.0,https://icml.cc/virtual/2026/poster/67093,
63274,16,action / robotics / vla / applications robotics,11,agent / agents / multi agent / multi,ProAct: A Benchmark and Multimodal Framework for Structure-Aware Proactive Response,Applications->Robotics,Applications,"Agents, tools, and computer use; Causality and data-centric ML; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Robotics and world models; Safety, alignment, governance, and risk",false,,4,3,9,0.47,0.6663,0.60013,-0.286094,-0.186756,0.00475,https://icml.cc/virtual/2026/poster/63274,https://www.alphaxiv.org/abs/2602.03430
66219,12,safety / attacks / attack / social aspects,2,attacks / attack / safety / adversarial,Linear Ensembles Wash Away Watermarks: On the Fragility of Distributional Perturbations in LLMs,Social Aspects->Robustness,Social Aspects,"Safety, alignment, governance, and risk",false,,1,0,0,0.0011,0.79037,0.55854,-0.024418,0.11425,0.00055,https://icml.cc/virtual/2026/poster/66219,https://www.alphaxiv.org/abs/2605.30501
64223,3,attention / kv / context / cache,21,quantization / kv / memory / cache,Training–Inference Consistent Segmented Execution for Long-Context LLMs,Deep Learning->Large Language Models,Deep Learning,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,11,0,0,0.0121,0.57974,0.63302,-0.079449,-0.264574,0.00606,https://icml.cc/virtual/2026/poster/64223,https://www.alphaxiv.org/abs/2605.11744
63276,5,causal / causality / learning causality / treatment,8,causal / causality / learning causality / treatment,Causal Preference Elicitation,General Machine Learning->Causality,General Machine Learning,"AI for science, health, and biology; Causality and data-centric ML; Memorization, evaluation, and generalization; Theory, optimization, and sampling",false,,5,0,0,0.0055,0.73809,0.57534,-0.017905,0.190216,0.00275,https://icml.cc/virtual/2026/poster/63276,https://www.alphaxiv.org/abs/2602.01483
64238,0,multimodal / visual / modal / modality,25,cross / semantic / label / extensive,AOEPT: Breaking the Implicit Modality-Reduction Bottleneck in Modality Missing Prompt Tuning,Applications->Computer Vision,Applications,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Systems, efficiency, and compression",false,,2,4,2,0.2287,0.67636,0.59653,0.022219,-0.314776,0.0045,https://icml.cc/virtual/2026/poster/64238,https://www.alphaxiv.org/abs/2605.24816
60970,20,transformers / attention / transformer / softmax,14,attention / transformers / transformer / context,Optimal Attention Temperature Improves the Robustness of In-Context Learning under Distribution Shift in High Dimensions,Theory->Deep Learning,Theory,"Agents, tools, and computer use; Interpretability and mechanistic analysis; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,1,0,0,0.0011,0.6747,0.59712,-0.026109,-0.046574,0.00055,https://icml.cc/virtual/2026/poster/60970,https://www.alphaxiv.org/abs/2511.01292
62417,18,geometric / representation / geometry / representations,17,representation / machine learning / machine / general,Multi-Way Representation Alignment,Deep Learning->Other Representation Learning,Deep Learning,"Safety, alignment, governance, and risk",false,,3,4,3,0.2874,0.62499,0.61539,0.172128,-0.196197,0.00505,https://icml.cc/virtual/2026/poster/62417,https://www.alphaxiv.org/abs/2602.06205
63286,8,diffusion / sampling / diffusion models / generative,16,physics / pde / equations / pdes,Lottery Prior: Randomized Neural Compression for Zero-Shot Inverse Problems,Applications->Computer Vision,Applications,"Diffusion, flow, and generative modeling; Multimodal, vision-language, and video; Systems, efficiency, and compression; Theory, optimization, and sampling",true,,0,0,0,1.5,0.74837,0.57196,0.337124,0.072783,0.0,https://icml.cc/virtual/2026/poster/63286,
62902,16,action / robotics / vla / applications robotics,19,action / vla / language action / vision language,Discrete Diffusion VLA: Bringing Discrete Diffusion to Action Decoding in Vision-Language-Action Policies,Applications->Robotics,Applications,"Diffusion language models; Diffusion, flow, and generative modeling; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Robotics and world models; Systems, efficiency, and compression",false,,204,35,69,1.134,0.66078,0.60213,0.118911,-0.163932,0.14216,https://icml.cc/virtual/2026/poster/62902,https://www.alphaxiv.org/abs/2508.20072
64116,20,transformers / attention / transformer / softmax,14,attention / transformers / transformer / context,Chiral Symmetry Breaking in Transformers: A Group-Equivariant Framework for Solving the Reversal Curse via Adjoint Manifold Mappings,Deep Learning->Large Language Models,Deep Learning,"Causality and data-centric ML; Diffusion language models; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk",false,,0,0,0,0.0,0.77038,0.56485,0.136744,-0.11817,0.0,https://icml.cc/virtual/2026/poster/64116,
64757,40,agents / agent / evaluation / agentic,11,agent / agents / multi agent / multi,TreeCUA: Efficiently Scaling GUI Automation with Tree-Structured Verifiable Evolution,Applications->Computer Vision,Applications,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Systems, efficiency, and compression",false,,6,0,6,0.3958,0.77323,0.56394,-0.160219,-0.078241,0.00331,https://icml.cc/virtual/2026/poster/64757,https://www.alphaxiv.org/abs/2602.09662
63314,8,diffusion / sampling / diffusion models / generative,3,diffusion / generative / diffusion models / generative models,High-accuracy and dimension-free sampling with diffusions,Deep Learning->Generative Models and Autoencoders,Deep Learning,"Diffusion, flow, and generative modeling; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Theory, optimization, and sampling",true,,21,4,0,1.5299,0.62271,0.61625,0.324735,0.135405,0.01497,https://icml.cc/virtual/2026/poster/63314,https://www.alphaxiv.org/abs/2601.10708
65799,36,detection / vision / image / robustness,2,attacks / attack / safety / adversarial,DDIM Inversion as a Perturbation Amplifier: Breaking Mimicry Protection via Reconstruction Error Minimization,Social Aspects->Robustness,Social Aspects,"Diffusion, flow, and generative modeling; Multimodal, vision-language, and video; Safety, alignment, governance, and risk; Systems, efficiency, and compression",false,,0,0,0,0.0,0.82492,0.54797,0.216197,-0.054404,0.0,https://icml.cc/virtual/2026/poster/65799,
65473,36,detection / vision / image / robustness,25,cross / semantic / label / extensive,Geometry-Aware Contrastive Learning for Few-Shot Automatic Modulation Recognition,Applications->Time Series,Applications,"Memorization, evaluation, and generalization; Systems, efficiency, and compression",false,,2,0,0,0.0022,0.72431,0.57994,0.285603,-0.18549,0.0011,https://icml.cc/virtual/2026/poster/65473,https://www.alphaxiv.org/abs/2605.26600
63785,2,reward / reinforcement learning / reinforcement / rewards,1,language / language models / llms / large language,TruthRL: Incentivizing Truthful LLMs via Reinforcement Learning,Deep Learning->Large Language Models,Deep Learning,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Theory, optimization, and sampling",false,,51,4,1,0.2016,0.65731,0.60339,-0.324922,-0.035972,0.0315,https://icml.cc/virtual/2026/poster/63785,https://www.alphaxiv.org/abs/2509.25760
63652,40,agents / agent / evaluation / agentic,24,preference / reward / preferences / preference optimization,Closing the Expression Gap in LLM Instructions via Socratic Questioning,Deep Learning->Large Language Models,Deep Learning,"AI for science, health, and biology; Agents, tools, and computer use; Causality and data-centric ML; Interpretability and mechanistic analysis; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,5,3,0,0.0106,0.65885,0.60283,-0.363709,-0.076195,0.00531,https://icml.cc/virtual/2026/poster/63652,https://www.alphaxiv.org/abs/2510.27410
63345,15,graph / graph neural / graphs / networks,9,theory / algorithm / optimal / regret,Fully Dynamic Coreset Spectral Clustering,General Machine Learning->Clustering,General Machine Learning,"Diffusion, flow, and generative modeling; RL for LLMs and verifiable rewards; Theory, optimization, and sampling",false,,0,0,0,0.0,0.86359,0.5366,0.223289,0.297452,0.0,https://icml.cc/virtual/2026/poster/63345,
63352,33,regret / online / bandits / algorithm,9,theory / algorithm / optimal / regret,Learning in Structured Stackelberg Games,Theory->Game Theory,Theory,"Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,2,2,0,0.0056,0.69659,0.58942,-0.134343,0.459802,0.0028,https://icml.cc/virtual/2026/poster/63352,https://www.alphaxiv.org/abs/2504.09006
63637,21,language / large language / language models / large,1,language / language models / llms / large language,Dependence-Aware Label Aggregation for LLM-as-a-Judge via Ising Models,Deep Learning->Large Language Models,Deep Learning,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk",false,,5,3,0,0.0106,0.70596,0.58618,-0.171806,0.032552,0.00531,https://icml.cc/virtual/2026/poster/63637,https://www.alphaxiv.org/abs/2601.22336
64745,40,agents / agent / evaluation / agentic,1,language / language models / llms / large language,How2Everything: Mining the Web for How-to Procedures to Evaluate and Improve LLMs,Deep Learning->Large Language Models,Deep Learning,"Agents, tools, and computer use; Interpretability and mechanistic analysis; LLM reasoning and test-time compute; Memorization, evaluation, and generalization",false,,26,1,24,0.6741,0.61713,0.61838,-0.416242,-0.162996,0.01518,https://icml.cc/virtual/2026/poster/64745,https://www.alphaxiv.org/abs/2602.08808
62612,23,privacy / private / dp / aspects privacy,26,privacy / private / dp / aspects privacy,Privacy-Aware Data Integration for Enhanced Quantile Inference under Heterogeneity,Social Aspects->Privacy,Social Aspects,"AI for science, health, and biology; Safety, alignment, governance, and risk",false,,0,0,0,0.0,0.73419,0.57664,0.080534,0.318186,0.0,https://icml.cc/virtual/2026/poster/62612,
63362,12,safety / attacks / attack / social aspects,11,agent / agents / multi agent / multi,AutoControl Arena: Synthesizing Executable Test Environments for Frontier AI Risk Evaluation,Social Aspects->Safety,Social Aspects,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk",false,,12,0,114,0.9622,0.7124,0.58398,-0.370865,-0.057665,0.00661,https://icml.cc/virtual/2026/poster/63362,https://www.alphaxiv.org/abs/2603.07427
63369,13,dynamics / networks / latent / dynamical,27,neuroscience / cognitive / neuroscience cognitive / applications neuroscience,Functional building blocks of neural networks: from network motifs to collective dynamics,Deep Learning->Theory,Deep Learning,"AI for science, health, and biology; Interpretability and mechanistic analysis; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,0,0,0,0.0,0.71044,0.58464,0.209027,-0.023541,0.0,https://icml.cc/virtual/2026/poster/63369,
63372,25,3d / video / motion / applications computer,10,3d / vision / applications computer / computer vision,GSFixer: Improving 3D Gaussian Splatting with Reference-Guided Video Diffusion Priors,Applications->Computer Vision,Applications,"Agents, tools, and computer use; Diffusion, flow, and generative modeling; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Theory, optimization, and sampling",false,,22,4,170,1.0594,0.6974,0.58914,0.355084,-0.172728,0.01552,https://icml.cc/virtual/2026/poster/63372,https://www.alphaxiv.org/abs/2508.09667
65926,24,language / language models / llms / large language,1,language / language models / llms / large language,Olmix: A Framework for Data Mixing Throughout LM Development,Deep Learning->Large Language Models,Deep Learning,LLM reasoning and test-time compute,false,,48,5,40,0.8041,0.73393,0.57672,-0.066912,-0.135158,0.0307,https://icml.cc/virtual/2026/poster/65926,https://www.alphaxiv.org/abs/2602.12237
64070,34,diffusion / generative / image / generative models,3,diffusion / generative / diffusion models / generative models,T-Edit: Triple-Branch Diffusion Anchoring for Consistent Editing,,Unknown,"Diffusion, flow, and generative modeling; Multimodal, vision-language, and video; Safety, alignment, governance, and risk",false,,0,0,0,0.0,0.71628,0.58265,0.310927,-0.203076,0.0,https://icml.cc/virtual/2026/poster/64070,
63033,10,continual / forgetting / continual learning / task,7,reinforcement learning / reinforcement / policy / rl,HTAC: Hierarchical Task-Aware Composition for Continual Offline Reinforcement Learning,Reinforcement Learning->Batch/Offline,Reinforcement Learning,"Agents, tools, and computer use; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Systems, efficiency, and compression",false,,0,0,0,0.0,0.74313,0.57368,-0.232453,-0.032134,0.0,https://icml.cc/virtual/2026/poster/63033,
60825,40,agents / agent / evaluation / agentic,21,quantization / kv / memory / cache,CoMem: Context Management with A Decoupled Long-Context Model,"Applications->Language, Speech and Dialog",Applications,"Agents, tools, and computer use; Diffusion language models; LLM reasoning and test-time compute; Safety, alignment, governance, and risk; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,5,4,0,0.0123,0.68342,0.59403,-0.276695,-0.183345,0.00616,https://icml.cc/virtual/2026/poster/60825,https://www.alphaxiv.org/abs/2605.30842
61412,40,agents / agent / evaluation / agentic,11,agent / agents / multi agent / multi,UltraHorizon: Benchmarking LLM-Agent Capabilities in Ultra Long-Horizon Scenarios,,Unknown,"AI for science, health, and biology; Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Systems, efficiency, and compression",false,,22,5,27,0.6992,0.61181,0.62042,-0.312467,0.024733,0.01637,https://icml.cc/virtual/2026/poster/61412,https://www.alphaxiv.org/abs/2509.21766
63434,39,time series / series / forecasting / time,15,physics / chemistry / earth / applications chemistry,U-Cast: A Surprisingly Simple Frontier Probabilistic AI Weather Forecaster,"Applications->Chemistry, Physics, and Earth Sciences",Applications,"AI for science, health, and biology; Theory, optimization, and sampling",false,,2,7,35,0.7308,0.76317,0.56716,0.030011,0.117951,0.00705,https://icml.cc/virtual/2026/poster/63434,https://www.alphaxiv.org/abs/2604.09041
63382,7,theory / regression / bounds / risk,17,representation / machine learning / machine / general,Semi-knockoffs: a model-agnostic conditional independence testing method with finite-sample guarantees,Theory->Everything Else,Theory,"AI for science, health, and biology; Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,2,0,0,0.0022,0.76291,0.56725,0.056206,0.284203,0.0011,https://icml.cc/virtual/2026/poster/63382,https://www.alphaxiv.org/abs/2601.23124
63385,23,privacy / private / dp / aspects privacy,26,privacy / private / dp / aspects privacy,Unlearning’s Blind Spots: Over‑Unlearning and Prototypical Relearning Attack,Social Aspects->Privacy,Social Aspects,"Diffusion language models; Multimodal, vision-language, and video; Safety, alignment, governance, and risk",false,,3,0,7,0.4192,0.74181,0.57412,-0.101794,0.23953,0.00165,https://icml.cc/virtual/2026/poster/63385,https://www.alphaxiv.org/abs/2506.01318
63388,33,regret / online / bandits / algorithm,9,theory / algorithm / optimal / regret,Near-Optimal Regret for KL-Regularized Multi-Armed Bandits,Theory->Online Learning and Bandits,Theory,"RL for LLMs and verifiable rewards; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,6,0,0,0.0066,0.64517,0.60784,-0.056747,0.566732,0.00331,https://icml.cc/virtual/2026/poster/63388,https://www.alphaxiv.org/abs/2603.02155
63391,16,action / robotics / vla / applications robotics,19,action / vla / language action / vision language,DLO-Lab: Benchmarking Deformable Linear Object Manipulations with Differentiable Physics,Applications->Robotics,Applications,"AI for science, health, and biology; Agents, tools, and computer use; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Robotics and world models",false,,6,4,0,0.0134,0.82737,0.54724,0.039282,0.031381,0.00671,https://icml.cc/virtual/2026/poster/63391,https://www.alphaxiv.org/abs/2606.04206
67101,10,continual / forgetting / continual learning / task,13,scaling / test time / test / time,Position: Modular Memory is the Key to Continual Learning Agents,Deep Learning->Foundation Models,Deep Learning,"Agents, tools, and computer use; LLM reasoning and test-time compute",false,,35,19,0,0.0709,0.58085,0.63257,-0.088541,-0.039458,0.03544,https://icml.cc/virtual/2026/poster/67101,https://www.alphaxiv.org/abs/2603.01761
62735,29,llm / memory / gpu / throughput,21,quantization / kv / memory / cache,AugServe: Adaptive Request Scheduling for Augmented Large Language Model Inference Serving,Deep Learning->Large Language Models,Deep Learning,"LLM reasoning and test-time compute; Systems, efficiency, and compression",false,,11,6,0,0.0223,0.6516,0.60547,-0.208323,-0.065163,0.01116,https://icml.cc/virtual/2026/poster/62735,https://www.alphaxiv.org/abs/2512.04013
63404,19,quantization / bit / precision / low,21,quantization / kv / memory / cache,SINQ: Sinkhorn-Normalized Quantization for Calibration-Free Low-Precision LLM Weights,Deep Learning->Large Language Models,Deep Learning,"Interpretability and mechanistic analysis; LLM reasoning and test-time compute; RL for LLMs and verifiable rewards; Systems, efficiency, and compression",false,,14,7,626,1.3155,0.48762,0.67222,0.118065,-0.10306,0.01367,https://icml.cc/virtual/2026/poster/63404,https://www.alphaxiv.org/abs/2509.22944
63411,20,transformers / attention / transformer / softmax,14,attention / transformers / transformer / context,Length Generalization Bounds for Transformers,Deep Learning->Theory,Deep Learning,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Theory, optimization, and sampling",false,,3,7,2,0.2349,0.74006,0.57469,0.098687,0.199119,0.00761,https://icml.cc/virtual/2026/poster/63411,https://www.alphaxiv.org/abs/2603.02238
63416,16,action / robotics / vla / applications robotics,19,action / vla / language action / vision language,ManiSoft: Towards Vision-Language Manipulation for Soft Robotics,Applications->Robotics,Applications,"Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Robotics and world models",false,,7,1,0,0.0094,0.68116,0.59483,-0.051288,-0.108564,0.00471,https://icml.cc/virtual/2026/poster/63416,https://www.alphaxiv.org/abs/2605.18617
61873,27,protein / molecular / chemistry / applications,15,physics / chemistry / earth / applications chemistry,Cross-Chirality Generalization by Axial Vectors for Hetero-Chiral Protein-Peptide Interaction Design,"Applications->Chemistry, Physics, and Earth Sciences",Applications,"AI for science, health, and biology; Agents, tools, and computer use; Diffusion, flow, and generative modeling; Memorization, evaluation, and generalization",false,,1,0,0,0.0011,0.77719,0.56269,0.226827,0.065739,0.00055,https://icml.cc/virtual/2026/poster/61873,https://www.alphaxiv.org/abs/2602.20176
63418,36,detection / vision / image / robustness,25,cross / semantic / label / extensive,SS‑TPT: Stability and Suitability-Guided Test-Time Prompt Tuning for Adversarially Robust Vision-Language Models,Deep Learning->Robustness,Deep Learning,"Agents, tools, and computer use; LLM reasoning and test-time compute; Multimodal, vision-language, and video; Safety, alignment, governance, and risk",false,,6,12,0,0.027,0.67471,0.59712,-0.004922,-0.203492,0.01351,https://icml.cc/virtual/2026/poster/63418,https://www.alphaxiv.org/abs/2606.06943
63419,8,diffusion / sampling / diffusion models / generative,16,physics / pde / equations / pdes,History-Bootstrapped Flow Matching for Inverse Boiling Reconstruction,"Applications->Chemistry, Physics, and Earth Sciences",Applications,"AI for science, health, and biology; Agents, tools, and computer use; Diffusion, flow, and generative modeling",false,,1,2,0,0.0045,0.84508,0.54198,0.273211,0.077611,0.00225,https://icml.cc/virtual/2026/poster/63419,https://www.alphaxiv.org/abs/2606.00349
63435,4,reinforcement learning / reinforcement / policy / rl,8,causal / causality / learning causality / treatment,Estimation of Treatment Effects Under Nonstationarity via the Truncated Policy Gradient Estimator,,Unknown,"AI for science, health, and biology; Causality and data-centric ML; Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,1,0,0,0.0011,0.83181,0.54591,0.031671,0.386002,0.00055,https://icml.cc/virtual/2026/poster/63435,https://www.alphaxiv.org/abs/2506.05308
63445,4,reinforcement learning / reinforcement / policy / rl,7,reinforcement learning / reinforcement / policy / rl,VIPO: Value Function Inconsistency Penalized Offline Reinforcement Learning,Reinforcement Learning->Batch/Offline,Reinforcement Learning,"Agents, tools, and computer use; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk; Systems, efficiency, and compression",false,,12,2,0,0.0166,0.67395,0.59739,-0.161205,0.179084,0.00831,https://icml.cc/virtual/2026/poster/63445,https://www.alphaxiv.org/abs/2504.11944
62383,14,decoding / diffusion / language / language models,12,tuning / fine tuning / fine / lora,Efficient Parallel Samplers for Recurrent-Depth Models,Deep Learning->Large Language Models,Deep Learning,"Diffusion language models; Diffusion, flow, and generative modeling; LLM reasoning and test-time compute; Systems, efficiency, and compression",false,,0,0,0,0.0,0.52046,0.6577,0.039443,-0.217832,0.0,https://icml.cc/virtual/2026/poster/62383,
61710,20,transformers / attention / transformer / softmax,17,representation / machine learning / machine / general,Language as a Wave Phenomenon: Semantic Phase Locking and Interference in Neural Networks,General Machine Learning->Representation Learning,General Machine Learning,"Agents, tools, and computer use; Interpretability and mechanistic analysis; LLM reasoning and test-time compute; Systems, efficiency, and compression",false,,0,0,0,0.0,0.73493,0.57639,0.124996,-0.181278,0.0,https://icml.cc/virtual/2026/poster/61710,
63446,30,agent / multi / search / agents,22,gradient / networks / optimization / neural networks,Bridging Spherical Black-Box Optimizers,Optimization->Zero-order and Black-box Optimization,Optimization,"Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Robotics and world models; Safety, alignment, governance, and risk; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,0,0,0,0.0,0.7978,0.55624,0.041064,0.151052,0.0,https://icml.cc/virtual/2026/poster/63446,
63452,8,diffusion / sampling / diffusion models / generative,3,diffusion / generative / diffusion models / generative models,GEPC: Group-Equivariant Posterior Consistency for Out-of-Distribution Detection in Diffusion Models,Deep Learning->Generative Models and Autoencoders,Deep Learning,"Diffusion, flow, and generative modeling; Interpretability and mechanistic analysis; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Theory, optimization, and sampling",false,,2,0,0,0.0022,0.73684,0.57576,0.256444,-0.038112,0.0011,https://icml.cc/virtual/2026/poster/63452,https://www.alphaxiv.org/abs/2602.00191
65386,6,code / language / llms / verification,20,code / anonymous / 4open science / 4open,From Intent to Solver Code: Semantic Alignment in Optimization Modeling,Deep Learning->Large Language Models,Deep Learning,"Agents, tools, and computer use; LLM reasoning and test-time compute; Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,0,0,0,0.0,0.67103,0.59843,-0.229849,-0.162739,0.0,https://icml.cc/virtual/2026/poster/65386,
63456,34,diffusion / generative / image / generative models,3,diffusion / generative / diffusion models / generative models,Test-Time Reinforcement Learning for Flow Matching,Deep Learning->Generative Models and Autoencoders,Deep Learning,"Diffusion, flow, and generative modeling; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,0,0,0,0.0,0.69298,0.59067,0.049485,-0.149709,0.0,https://icml.cc/virtual/2026/poster/63456,
