event_id,sprint,sprint_rank,title,page_number,text_chars,section_hits,section_introduction,section_related_work,section_method,section_experiment,section_result,section_ablation,section_limitation,section_conclusion,cue_baseline,cue_ablation,cue_dataset,cue_metric,cue_limitation,cue_theorem,cue_artifact,method_score,evidence_score,limitation_score,artifact_score
65206,sprint_01,6,PaperBanana: Automating Academic Illustration for AI Scientists,27,2235,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65206,sprint_01,6,PaperBanana: Automating Academic Illustration for AI Scientists,28,2156,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65206,sprint_01,6,PaperBanana: Automating Academic Illustration for AI Scientists,29,2244,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65206,sprint_01,6,PaperBanana: Automating Academic Illustration for AI Scientists,30,2414,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
65206,sprint_01,6,PaperBanana: Automating Academic Illustration for AI Scientists,31,2744,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65206,sprint_01,6,PaperBanana: Automating Academic Illustration for AI Scientists,32,2287,method,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0
65206,sprint_01,6,PaperBanana: Automating Academic Illustration for AI Scientists,33,2265,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
65206,sprint_01,6,PaperBanana: Automating Academic Illustration for AI Scientists,34,2132,method,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
65206,sprint_01,6,PaperBanana: Automating Academic Illustration for AI Scientists,35,2121,method,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,6,2,0,0
65206,sprint_01,6,PaperBanana: Automating Academic Illustration for AI Scientists,36,1718,method,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
65206,sprint_01,6,PaperBanana: Automating Academic Illustration for AI Scientists,37,2368,method,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
65206,sprint_01,6,PaperBanana: Automating Academic Illustration for AI Scientists,38,2720,method,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
65206,sprint_01,6,PaperBanana: Automating Academic Illustration for AI Scientists,39,1853,method,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
65206,sprint_01,6,PaperBanana: Automating Academic Illustration for AI Scientists,40,2079,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65206,sprint_01,6,PaperBanana: Automating Academic Illustration for AI Scientists,41,2039,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
65206,sprint_01,6,PaperBanana: Automating Academic Illustration for AI Scientists,42,2203,result,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
65206,sprint_01,6,PaperBanana: Automating Academic Illustration for AI Scientists,43,2406,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
65206,sprint_01,6,PaperBanana: Automating Academic Illustration for AI Scientists,44,2544,method; experiment,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0
65206,sprint_01,6,PaperBanana: Automating Academic Illustration for AI Scientists,45,2213,method; experiment; conclusion,0,0,4,1,0,0,0,2,0,0,0,1,0,0,0,5,2,0,0
65206,sprint_01,6,PaperBanana: Automating Academic Illustration for AI Scientists,46,2219,method; experiment; conclusion,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0
65206,sprint_01,6,PaperBanana: Automating Academic Illustration for AI Scientists,47,2977,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
65206,sprint_01,6,PaperBanana: Automating Academic Illustration for AI Scientists,48,2154,experiment; conclusion,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0
65206,sprint_01,6,PaperBanana: Automating Academic Illustration for AI Scientists,49,2372,conclusion,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
60766,sprint_01,7,The Obfuscation Atlas: Mapping Where Honesty Emerges in RLVR with Deception Probes,1,4471,introduction; method,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60766,sprint_01,7,The Obfuscation Atlas: Mapping Where Honesty Emerges in RLVR with Deception Probes,2,4336,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,3
60766,sprint_01,7,The Obfuscation Atlas: Mapping Where Honesty Emerges in RLVR with Deception Probes,3,5010,method,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60766,sprint_01,7,The Obfuscation Atlas: Mapping Where Honesty Emerges in RLVR with Deception Probes,4,5289,related_work; method; experiment; result,0,1,2,1,2,0,0,0,0,0,5,1,0,0,5,3,9,0,5
60766,sprint_01,7,The Obfuscation Atlas: Mapping Where Honesty Emerges in RLVR with Deception Probes,5,5288,method; experiment; result; ablation,0,0,1,3,2,1,0,0,1,1,6,8,0,0,3,4,21,0,3
60766,sprint_01,7,The Obfuscation Atlas: Mapping Where Honesty Emerges in RLVR with Deception Probes,6,4675,experiment; result,0,0,0,2,1,0,0,0,0,0,2,0,0,0,3,2,5,0,3
60766,sprint_01,7,The Obfuscation Atlas: Mapping Where Honesty Emerges in RLVR with Deception Probes,7,5798,method,0,0,1,0,0,0,0,0,0,0,4,4,0,0,4,1,8,0,4
60766,sprint_01,7,The Obfuscation Atlas: Mapping Where Honesty Emerges in RLVR with Deception Probes,8,4572,method,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,1
60766,sprint_01,7,The Obfuscation Atlas: Mapping Where Honesty Emerges in RLVR with Deception Probes,9,4824,method; result; limitation; conclusion,0,0,2,0,2,0,1,1,0,0,1,0,2,0,3,2,3,3,3
60766,sprint_01,7,The Obfuscation Atlas: Mapping Where Honesty Emerges in RLVR with Deception Probes,10,4609,method; experiment; result; conclusion,0,0,1,3,2,0,0,1,0,0,0,0,0,0,2,4,5,0,2
60766,sprint_01,7,The Obfuscation Atlas: Mapping Where Honesty Emerges in RLVR with Deception Probes,11,4721,,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0
60766,sprint_01,7,The Obfuscation Atlas: Mapping Where Honesty Emerges in RLVR with Deception Probes,12,1217,method,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60766,sprint_01,7,The Obfuscation Atlas: Mapping Where Honesty Emerges in RLVR with Deception Probes,13,3610,result,0,0,0,0,1,0,0,0,0,0,0,3,0,0,10,0,4,0,10
60766,sprint_01,7,The Obfuscation Atlas: Mapping Where Honesty Emerges in RLVR with Deception Probes,14,3294,experiment; result,0,0,0,1,1,0,0,0,0,0,4,2,0,0,0,1,8,0,0
60766,sprint_01,7,The Obfuscation Atlas: Mapping Where Honesty Emerges in RLVR with Deception Probes,15,2259,method; experiment,0,0,2,1,0,0,0,0,0,0,1,0,0,2,0,5,2,0,0
60766,sprint_01,7,The Obfuscation Atlas: Mapping Where Honesty Emerges in RLVR with Deception Probes,16,3015,method; experiment; result,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,3,4,0,0
60766,sprint_01,7,The Obfuscation Atlas: Mapping Where Honesty Emerges in RLVR with Deception Probes,17,4537,experiment; result,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,1,3,0,3
60766,sprint_01,7,The Obfuscation Atlas: Mapping Where Honesty Emerges in RLVR with Deception Probes,18,4936,method; experiment; result,0,0,1,3,3,0,0,0,0,0,0,0,0,0,7,4,6,0,7
60766,sprint_01,7,The Obfuscation Atlas: Mapping Where Honesty Emerges in RLVR with Deception Probes,19,4147,result,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,4
60766,sprint_01,7,The Obfuscation Atlas: Mapping Where Honesty Emerges in RLVR with Deception Probes,20,2473,result,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,2,0,3
60766,sprint_01,7,The Obfuscation Atlas: Mapping Where Honesty Emerges in RLVR with Deception Probes,21,2621,method; experiment; ablation,0,0,3,1,0,1,0,0,0,1,1,0,0,0,4,4,3,0,4
60766,sprint_01,7,The Obfuscation Atlas: Mapping Where Honesty Emerges in RLVR with Deception Probes,22,3127,method,0,0,2,0,0,0,0,0,0,0,2,3,0,0,1,2,5,0,1
60766,sprint_01,7,The Obfuscation Atlas: Mapping Where Honesty Emerges in RLVR with Deception Probes,23,3354,method; experiment,0,0,3,1,0,0,0,0,0,0,2,2,0,0,2,4,5,0,2
60766,sprint_01,7,The Obfuscation Atlas: Mapping Where Honesty Emerges in RLVR with Deception Probes,24,4355,experiment; result,0,0,0,3,1,0,0,0,0,0,1,0,0,0,1,3,5,0,1
60766,sprint_01,7,The Obfuscation Atlas: Mapping Where Honesty Emerges in RLVR with Deception Probes,25,3329,experiment; result,0,0,0,1,2,0,0,0,0,0,1,1,0,0,2,1,5,0,2
60766,sprint_01,7,The Obfuscation Atlas: Mapping Where Honesty Emerges in RLVR with Deception Probes,26,3468,method; experiment; result,0,0,3,2,2,0,0,0,0,0,0,5,0,0,1,5,9,0,1
60766,sprint_01,7,The Obfuscation Atlas: Mapping Where Honesty Emerges in RLVR with Deception Probes,27,3152,result,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,2
60766,sprint_01,7,The Obfuscation Atlas: Mapping Where Honesty Emerges in RLVR with Deception Probes,28,1806,result,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,1
60766,sprint_01,7,The Obfuscation Atlas: Mapping Where Honesty Emerges in RLVR with Deception Probes,29,5065,experiment; result,0,0,0,2,3,0,0,0,0,0,0,0,0,0,15,2,5,0,15
60766,sprint_01,7,The Obfuscation Atlas: Mapping Where Honesty Emerges in RLVR with Deception Probes,30,1024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,1,3677,introduction; experiment,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,3,0,1
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,2,5552,method; experiment; limitation,0,0,1,4,0,0,1,0,0,0,2,0,0,0,4,5,6,1,4
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,3,4236,method; experiment; result,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,4,5330,experiment; result; ablation,0,0,0,2,1,1,0,0,1,1,7,1,0,0,1,2,13,0,1
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,5,4290,method; experiment; result,0,0,1,2,2,0,0,0,1,0,3,1,0,0,1,3,9,0,1
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,6,5523,experiment; result,0,0,0,1,4,0,0,0,3,0,6,1,0,0,0,1,15,0,0
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,7,4677,experiment; result; ablation,0,0,0,2,3,1,0,0,1,1,6,2,0,0,0,2,15,0,0
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,8,4188,experiment; result; ablation,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,1,5,0,0
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,9,5047,related_work; method; experiment; result; ablation; limitation; conclusion,0,1,2,2,1,1,1,3,2,1,0,0,2,0,3,4,6,3,3
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,10,5026,method; experiment,0,0,1,4,0,0,0,0,0,0,4,0,0,0,0,5,8,0,0
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,11,4928,method; experiment; result; limitation,0,0,1,2,3,0,1,0,0,0,0,0,1,0,0,3,5,2,0
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,12,4901,method; experiment,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,13,708,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,14,3799,method; experiment; conclusion,0,0,2,1,0,0,0,1,1,0,1,1,3,0,0,3,4,3,0
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,15,5414,related_work; method; experiment; limitation; conclusion,0,2,3,6,0,0,1,1,0,0,4,0,1,0,4,9,10,2,4
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,16,3905,method; experiment,0,0,2,1,0,0,0,0,0,0,1,0,0,0,3,3,2,0,3
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,17,2414,method,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,18,3751,method; experiment,0,0,1,2,0,0,0,0,0,0,2,0,0,0,3,3,4,0,3
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,19,2367,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,20,1557,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,21,2320,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,22,2798,experiment,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,1,6,0,0
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,23,2714,result,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,24,4260,result; limitation,0,0,0,0,2,0,1,0,0,0,0,1,1,0,1,0,3,2,1
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,25,2188,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,3
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,26,3111,,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,27,2920,result; ablation; limitation,0,0,0,0,2,1,1,0,0,1,2,1,1,0,0,0,6,2,0
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,28,3102,experiment; result,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,5,0,0
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,29,2046,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,30,3291,result; ablation,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,3,0,1
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,31,2977,experiment,0,0,0,1,0,0,0,0,3,0,0,0,0,0,5,1,4,0,5
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,32,3643,method; experiment; conclusion,0,0,2,3,0,0,0,2,4,0,0,1,0,0,5,5,8,0,5
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,33,2818,experiment; result,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,8,0,0
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,34,2373,result,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,4,0,0
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,35,3904,method; experiment; result,0,0,1,3,4,0,0,0,5,0,1,0,0,0,1,4,13,0,1
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,36,4533,experiment; result,0,0,0,3,3,0,0,0,0,0,1,0,1,0,0,3,7,1,0
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,37,1711,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,38,4013,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,39,3951,method,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,40,3897,method,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,41,1973,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,42,2987,result,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,4,0,0
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,43,3865,result; ablation,0,0,0,0,1,4,0,0,0,4,2,0,0,0,0,0,7,0,0
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,44,3236,experiment; result; ablation,0,0,0,2,4,1,0,0,0,1,2,3,0,0,0,2,12,0,0
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,45,2503,result,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,46,3129,experiment; result; ablation,0,0,0,3,1,1,0,0,1,1,3,0,0,0,0,3,9,0,0
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,47,3199,experiment; result,0,0,0,4,1,0,0,0,0,0,0,1,1,0,0,4,6,1,0
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,48,1809,experiment; result,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3,1,3,0,3
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,49,2736,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,50,2886,method; result,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,51,3039,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,52,3947,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,53,2674,method,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,54,3098,method; result,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,55,3685,method; result,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,7,1,0,0
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,56,3985,method,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
