global_review_rank,review_priority_score,review_phase,priority_reason,event_id,title,area,subarea,claim_ids,claim_themes,in_claim_queue,in_area_queue,claim_selection_reasons,area_selection_reasons,review_focus,is_oral,award,public_total_votes,github_url,github_stars,needs_manual_check_reason,taxonomy_review_status,evidence_confidence,primary_contribution_type,method_families,evaluation_settings,manual_fields_to_fill,claim_packet_links,claim_dossier_links,area_packet_link,area_briefing_link,icml_url,alphaxiv_url
34,58.786,main_thesis_claims,in claim-validation queue; supports priority claim(s) C02; in area-validation queue; priority report area; oral/program signal; artifact-visible,62992,Monitoring Monitorability,"Agents, Code, and Tool Use","Agent evaluation, tool use, and agentic workflows",C02,Infrastructure and agentic workloads,true,true,systems_agents_program_signal,fault_line_representative,Check whether program-selected papers substantiate systems/agents emphasis.,true,,28,https://github.com/nightscout/cgm-remote-monitor,2786,,stable_seed,medium,Benchmark / evaluation,Reasoning / test-time compute; Agents / tool use,robotics/embodied,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment; area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,reports/claim_validation_packets/c02-infrastructure-and-agentic-workloads.md,reports/claim_evidence_dossiers/c02-infrastructure-and-agentic-workloads.md,reports/validation_packets/agents-code-and-tool-use.md,reports/area_briefing_cards/agents-code-and-tool-use.md,https://icml.cc/virtual/2026/poster/62992,https://www.alphaxiv.org/abs/2512.18311
35,56.451,artifact_and_reproducibility,in claim-validation queue; supports priority claim(s) C07; priority report area; taxonomy boundary needs review; artifact-visible; moderate AlphaXiv attention,64301,DFlash: Block Diffusion for Flash Speculative Decoding,"LLM Reasoning, Post-Training, and RLVR",Diffusion language models and decoding,C07,Artifact visibility,true,false,artifact_high_star,,"Check artifact type, license/readme quality, and whether reproduction assets are present.",false,,153,https://github.com/z-lab/dflash,5451,,needs_review,medium,System / infrastructure,Reasoning / test-time compute; Diffusion / flow,language/llm,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment,reports/claim_validation_packets/c07-artifact-visibility.md,reports/claim_evidence_dossiers/c07-artifact-visibility.md,,reports/area_briefing_cards/llm-reasoning-post-training-and-rlvr.md,https://icml.cc/virtual/2026/poster/64301,https://www.alphaxiv.org/abs/2602.06036
36,56.158,main_thesis_claims,in claim-validation queue; supports priority claim(s) C03; in area-validation queue; priority report area; oral/program signal; artifact-visible,65657,Jailbreak Foundry: From Papers to Runnable Attacks for Reproducible Benchmarking,"Safety, Governance, Privacy, and Society","Adversarial safety, attacks, and security",C03,Program committee attention,true,true,program_high_public_lower,fault_line_representative,Identify the technical reason for high program signal and whether public attention misses it.,true,,9,https://github.com/OpenSQZ/Jailbreak-Foundry,158,,stable_seed,medium,Benchmark / evaluation,Agents / tool use,math/code/verifiable; language/llm; security/safety,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment; area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,reports/claim_validation_packets/c03-program-committee-attention.md,reports/claim_evidence_dossiers/c03-program-committee-attention.md,reports/validation_packets/safety-governance-privacy-and-society.md,reports/area_briefing_cards/safety-governance-privacy-and-society.md,https://icml.cc/virtual/2026/poster/65657,https://www.alphaxiv.org/abs/2602.24009
37,56.139,main_thesis_claims,in claim-validation queue; supports priority claim(s) C02; in area-validation queue; priority report area; oral/program signal; artifact-visible,65622,CVE-Factory: Scaling Expert-Level Agentic Tasks for Code Security Vulnerability,"Agents, Code, and Tool Use","Agent evaluation, tool use, and agentic workflows",C02,Infrastructure and agentic workloads,true,true,systems_agents_program_signal,fault_line_representative,Check whether program-selected papers substantiate systems/agents emphasis.,true,,21,https://github.com/livecvebench/CVE-Factory,139,,stable_seed,medium,Benchmark / evaluation,LLM post-training; Reasoning / test-time compute; Agents / tool use; Compression / efficiency,math/code/verifiable; security/safety,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment; area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,reports/claim_validation_packets/c02-infrastructure-and-agentic-workloads.md,reports/claim_evidence_dossiers/c02-infrastructure-and-agentic-workloads.md,reports/validation_packets/agents-code-and-tool-use.md,reports/area_briefing_cards/agents-code-and-tool-use.md,https://icml.cc/virtual/2026/poster/65622,https://www.alphaxiv.org/abs/2602.03012
38,56.009,main_thesis_claims,in claim-validation queue; supports priority claim(s) C02; in area-validation queue; priority report area; oral/program signal; artifact-visible,63099,daVinci-Dev: Agent-native Mid-training for Software Engineering,"Agents, Code, and Tool Use","Agent evaluation, tool use, and agentic workflows",C02,Infrastructure and agentic workloads,true,true,systems_agents_program_signal,fault_line_representative,Check whether program-selected papers substantiate systems/agents emphasis.,true,,52,https://github.com/sii-research/GAIR,9,,stable_seed,medium,Benchmark / evaluation,RL / policy optimization; LLM post-training; Reasoning / test-time compute; Agents / tool use; Diffusion / flow,math/code/verifiable; language/llm,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment; area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,reports/claim_validation_packets/c02-infrastructure-and-agentic-workloads.md,reports/claim_evidence_dossiers/c02-infrastructure-and-agentic-workloads.md,reports/validation_packets/agents-code-and-tool-use.md,reports/area_briefing_cards/agents-code-and-tool-use.md,https://icml.cc/virtual/2026/poster/63099,https://www.alphaxiv.org/abs/2601.18418
39,56.001,main_thesis_claims,in claim-validation queue; supports priority claim(s) C02; in area-validation queue; priority report area; oral/program signal; artifact-visible,62732,Strategic Navigation or Stochastic Search? How Agents and Humans Reason Over Document Collections,"Agents, Code, and Tool Use","Agent evaluation, tool use, and agentic workflows",C02,Infrastructure and agentic workloads,true,true,systems_agents_program_signal,fault_line_representative,Check whether program-selected papers substantiate systems/agents emphasis.,true,,26,https://github.com/Snowflake-Labs/MADQA,1,,stable_seed,medium,Benchmark / evaluation,Reasoning / test-time compute; Agents / tool use,language/llm; theory/synthetic,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment; area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,reports/claim_validation_packets/c02-infrastructure-and-agentic-workloads.md,reports/claim_evidence_dossiers/c02-infrastructure-and-agentic-workloads.md,reports/validation_packets/agents-code-and-tool-use.md,reports/area_briefing_cards/agents-code-and-tool-use.md,https://icml.cc/virtual/2026/poster/62732,https://www.alphaxiv.org/abs/2603.12180
40,56.0,main_thesis_claims,in claim-validation queue; supports priority claim(s) C03; in area-validation queue; priority report area; oral/program signal,67238,Position: Anthropomorphic Misalignment Research Needs Stronger Evidence,"Safety, Governance, Privacy, and Society","Position papers, policy, and social impacts",C03,Program committee attention,true,true,program_high_public_lower,fault_line_representative,Identify the technical reason for high program signal and whether public attention misses it.,true,,13,,0,,stable_seed,medium,Position / conceptual,LLM post-training; Causal / data-centric,robotics/embodied; security/safety,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment; area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,reports/claim_validation_packets/c03-program-committee-attention.md,reports/claim_evidence_dossiers/c03-program-committee-attention.md,reports/validation_packets/safety-governance-privacy-and-society.md,reports/area_briefing_cards/safety-governance-privacy-and-society.md,https://icml.cc/virtual/2026/poster/67238,https://www.alphaxiv.org/abs/2606.07612
41,56.0,main_thesis_claims,in claim-validation queue; supports priority claim(s) C03; in area-validation queue; priority report area; oral/program signal,62793,Markov Chain Monte Carlo without Evaluating the Target: an Auxiliary Variable Approach,"Theory, Optimization, and Algorithms",Bayesian and probabilistic methods,C03,Program committee attention,true,true,program_high_public_lower,fault_line_representative,Identify the technical reason for high program signal and whether public attention misses it.,true,,6,,0,,stable_seed,medium,Dataset / data resource,Diffusion / flow; Bayesian / probabilistic,theory/synthetic,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment; area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,reports/claim_validation_packets/c03-program-committee-attention.md,reports/claim_evidence_dossiers/c03-program-committee-attention.md,reports/validation_packets/theory-optimization-and-algorithms.md,reports/area_briefing_cards/theory-optimization-and-algorithms.md,https://icml.cc/virtual/2026/poster/62793,https://www.alphaxiv.org/abs/2406.05242
42,56.0,main_thesis_claims,in claim-validation queue; supports priority claim(s) C03; in area-validation queue; priority report area; oral/program signal,61486,Non-Euclidean Gradient Descent Operates at the Edge of Stability,"Theory, Optimization, and Algorithms","Convex, stochastic, and nonconvex optimization",C03,Program committee attention,true,true,program_high_public_lower,fault_line_representative,Identify the technical reason for high program signal and whether public attention misses it.,true,,15,,0,,stable_seed,medium,Method / algorithm,Graphs / geometry,theory/synthetic,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment; area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,reports/claim_validation_packets/c03-program-committee-attention.md,reports/claim_evidence_dossiers/c03-program-committee-attention.md,reports/validation_packets/theory-optimization-and-algorithms.md,reports/area_briefing_cards/theory-optimization-and-algorithms.md,https://icml.cc/virtual/2026/poster/61486,https://www.alphaxiv.org/abs/2603.05002
43,55.0,main_thesis_claims,in claim-validation queue; supports priority claim(s) C01; priority report area; oral/program signal; taxonomy boundary needs review,61926,OPUS: Towards Efficient and Principled Data Selection in Large Language Model Pre-training in Every Iteration,"LLM Reasoning, Post-Training, and RLVR",Diffusion language models and decoding,C01,LLM reasoning center of gravity,true,false,llm_boundary_cluster,,Check whether this is genuinely LLM reasoning/post-training or a broader LLM/system/safety paper.,true,,57,,0,,needs_review,medium,Method / algorithm,Diffusion / flow; Causal / data-centric,language/llm,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment,reports/claim_validation_packets/c01-llm-reasoning-center-of-gravity.md,reports/claim_evidence_dossiers/c01-llm-reasoning-center-of-gravity.md,,reports/area_briefing_cards/llm-reasoning-post-training-and-rlvr.md,https://icml.cc/virtual/2026/poster/61926,https://www.alphaxiv.org/abs/2602.05400
44,53.063,artifact_and_reproducibility,in claim-validation queue; supports priority claim(s) C07; priority report area; GitHub artifact needs manual check; artifact-visible,66763,"AudioChat: Unified Audio Storytelling, Editing, and Understanding with Transfusion Forcing","Multimodal, Vision, and Perception",Multimodal representation and cross-modal alignment,C07,Artifact visibility,true,false,artifact_high_star,,"Check artifact type, license/readme quality, and whether reproduction assets are present.",false,,14,https://github.com/eliahuhorwitz/Academic-project-page-template,5063,template_or_index_like_url,stable_seed,medium,Theory / proof,Reasoning / test-time compute; Agents / tool use,language/llm,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment,reports/claim_validation_packets/c07-artifact-visibility.md,reports/claim_evidence_dossiers/c07-artifact-visibility.md,,reports/area_briefing_cards/multimodal-vision-and-perception.md,https://icml.cc/virtual/2026/poster/66763,https://www.alphaxiv.org/abs/2602.17097
45,53.063,artifact_and_reproducibility,in claim-validation queue; supports priority claim(s) C07; priority report area; GitHub artifact needs manual check; artifact-visible,65700,Boosting Monocular Metric Depth Estimation via Bokeh Rendering,"Multimodal, Vision, and Perception","3D, video, motion, and spatial understanding",C07,Artifact visibility,true,false,artifact_high_star,,"Check artifact type, license/readme quality, and whether reproduction assets are present.",false,,4,https://github.com/eliahuhorwitz/Academic-project-page-template,5063,template_or_index_like_url,stable_seed,medium,Method / algorithm,Diffusion / flow; Graphs / geometry,vision/video; theory/synthetic,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment,reports/claim_validation_packets/c07-artifact-visibility.md,reports/claim_evidence_dossiers/c07-artifact-visibility.md,,reports/area_briefing_cards/multimodal-vision-and-perception.md,https://icml.cc/virtual/2026/poster/65700,https://www.alphaxiv.org/abs/2512.12425
46,53.063,artifact_and_reproducibility,in claim-validation queue; supports priority claim(s) C07; priority report area; GitHub artifact needs manual check; artifact-visible,60836,From Correspondence to Actions: Human-Like Multi-Image Spatial Reasoning in Multi-modal Large Language Models,"Multimodal, Vision, and Perception",Vision-language reasoning and video understanding,C07,Artifact visibility,true,false,artifact_high_star,,"Check artifact type, license/readme quality, and whether reproduction assets are present.",false,,12,https://github.com/eliahuhorwitz/Academic-project-page-template,5063,template_or_index_like_url,stable_seed,medium,Benchmark / evaluation,LLM post-training; Reasoning / test-time compute,vision/video; robotics/embodied; language/llm,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment,reports/claim_validation_packets/c07-artifact-visibility.md,reports/claim_evidence_dossiers/c07-artifact-visibility.md,,reports/area_briefing_cards/multimodal-vision-and-perception.md,https://icml.cc/virtual/2026/poster/60836,https://www.alphaxiv.org/abs/2602.08735
47,53.063,artifact_and_reproducibility,in claim-validation queue; supports priority claim(s) C07; priority report area; GitHub artifact needs manual check; artifact-visible,60719,PanoWorld-X: Generating Explorable Panoramic Worlds via Sphere-Aware Video Diffusion,"Multimodal, Vision, and Perception","3D, video, motion, and spatial understanding",C07,Artifact visibility,true,false,artifact_manual_check,,Determine whether the GitHub link is a real paper artifact or a template/index/project page.,false,,12,https://github.com/eliahuhorwitz/Academic-project-page-template,5063,template_or_index_like_url,stable_seed,medium,Method / algorithm,Diffusion / flow; Transformer / attention; Graphs / geometry,vision/video; robotics/embodied,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment,reports/claim_validation_packets/c07-artifact-visibility.md,reports/claim_evidence_dossiers/c07-artifact-visibility.md,,reports/area_briefing_cards/multimodal-vision-and-perception.md,https://icml.cc/virtual/2026/poster/60719,https://www.alphaxiv.org/abs/2509.24997
48,53.005,main_thesis_claims,in claim-validation queue; supports priority claim(s) C03; priority report area; oral/program signal; low-confidence evidence code; artifact-visible,63083,"Is Your LLM Overcharging You? Tokenization, Transparency, and Incentives","Safety, Governance, Privacy, and Society","Privacy, differential privacy, and unlearning",C03,Program committee attention,true,false,program_high_public_lower,,Identify the technical reason for high program signal and whether public attention misses it.,true,,6,https://github.com/Networks-Learning/token-pricing,5,,stable_seed,low,Benchmark / evaluation,,language/llm; theory/synthetic,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment,reports/claim_validation_packets/c03-program-committee-attention.md,reports/claim_evidence_dossiers/c03-program-committee-attention.md,,reports/area_briefing_cards/safety-governance-privacy-and-society.md,https://icml.cc/virtual/2026/poster/63083,https://www.alphaxiv.org/abs/2505.21627
49,48.355,artifact_and_reproducibility,in claim-validation queue; supports priority claim(s) C07; priority report area; artifact-visible; moderate AlphaXiv attention,61106,DeepAnalyze: Agentic Large Language Models for Autonomous Data Science,"Agents, Code, and Tool Use","Agent evaluation, tool use, and agentic workflows",C07,Artifact visibility,true,false,artifact_high_star,,"Check artifact type, license/readme quality, and whether reproduction assets are present.",false,,146,https://github.com/ruc-datalab/DeepAnalyze,4355,,stable_seed,medium,Benchmark / evaluation,Agents / tool use,language/llm,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment,reports/claim_validation_packets/c07-artifact-visibility.md,reports/claim_evidence_dossiers/c07-artifact-visibility.md,,reports/area_briefing_cards/agents-code-and-tool-use.md,https://icml.cc/virtual/2026/poster/61106,https://www.alphaxiv.org/abs/2510.16872
50,48.025,main_thesis_claims,in claim-validation queue; supports priority claim(s) C03; priority report area; oral/program signal; artifact-visible,60813,When the Prompt Becomes Visual: Vision-Centric Jailbreak Attacks for Large Image Editing Models,"Safety, Governance, Privacy, and Society","Adversarial safety, attacks, and security",C03,Program committee attention,true,false,program_high_public_lower,,Identify the technical reason for high program signal and whether public attention misses it.,true,,8,https://github.com/CSU-JPG/VJA,25,,stable_seed,medium,Benchmark / evaluation,Reasoning / test-time compute,vision/video; language/llm; security/safety,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment,reports/claim_validation_packets/c03-program-committee-attention.md,reports/claim_evidence_dossiers/c03-program-committee-attention.md,,reports/area_briefing_cards/safety-governance-privacy-and-society.md,https://icml.cc/virtual/2026/poster/60813,https://www.alphaxiv.org/abs/2602.10179
51,48.0,main_thesis_claims,in claim-validation queue; supports priority claim(s) C03; priority report area; oral/program signal,66709,Quantifying Frontier LLM Capabilities for Container Sandbox Escape,"Safety, Governance, Privacy, and Society","Adversarial safety, attacks, and security",C03,Program committee attention,true,false,program_high_public_lower,,Identify the technical reason for high program signal and whether public attention misses it.,true,,8,,0,,stable_seed,medium,Benchmark / evaluation,Agents / tool use,math/code/verifiable; language/llm; security/safety,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment,reports/claim_validation_packets/c03-program-committee-attention.md,reports/claim_evidence_dossiers/c03-program-committee-attention.md,,reports/area_briefing_cards/safety-governance-privacy-and-society.md,https://icml.cc/virtual/2026/poster/66709,https://www.alphaxiv.org/abs/2603.02277
52,48.0,artifact_and_reproducibility,in claim-validation queue; supports priority claim(s) C07; GitHub artifact needs manual check; artifact-visible,60982,From geometry to dynamics: Learning overdamped Langevin dynamics from sparse observations with geometric constraints,"AI for Science, Health, and Neuro","Physical sciences, chemistry, and climate",C07,Artifact visibility,true,false,artifact_manual_check,,Determine whether the GitHub link is a real paper artifact or a template/index/project page.,false,,2,https://github.com/academicpages/academicpages.github.io,17294,template_or_index_like_url,stable_seed,medium,Benchmark / evaluation,Compression / efficiency; Graphs / geometry,robotics/embodied; science/domain; theory/synthetic,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment,reports/claim_validation_packets/c07-artifact-visibility.md,reports/claim_evidence_dossiers/c07-artifact-visibility.md,,reports/area_briefing_cards/ai-for-science-health-and-neuro.md,https://icml.cc/virtual/2026/poster/60982,https://www.alphaxiv.org/abs/2512.23566
53,47.16,main_thesis_claims,in claim-validation queue; supports priority claim(s) C01; priority report area; artifact-visible; high AlphaXiv attention,63850,"On the Interplay of Pre-Training, Mid-Training, and RL on Reasoning Language Models","LLM Reasoning, Post-Training, and RLVR",RL for reasoning models and verifiable rewards,C01,LLM reasoning center of gravity,true,false,llm_high_attention_core,,Check whether high attention supports the center-of-gravity claim.,false,,456,https://github.com/Interplay-LM-Reasoning/Interplay-LM-Reasoning,160,,stable_seed,medium,Theory / proof,RL / policy optimization; LLM post-training; Reasoning / test-time compute; Causal / data-centric,robotics/embodied; language/llm; theory/synthetic,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment,reports/claim_validation_packets/c01-llm-reasoning-center-of-gravity.md,reports/claim_evidence_dossiers/c01-llm-reasoning-center-of-gravity.md,,reports/area_briefing_cards/llm-reasoning-post-training-and-rlvr.md,https://icml.cc/virtual/2026/poster/63850,https://www.alphaxiv.org/abs/2512.07783
54,47.069,artifact_and_reproducibility,in claim-validation queue; supports priority claim(s) C07; GitHub artifact needs manual check; artifact-visible,60814,Self-Prompting Diffusion Transformer for Open-Vocabulary Scene Text Edit via In-Context Learning,Generative Modeling,Image/video diffusion and flow generation,C07,Artifact visibility,true,false,artifact_manual_check,,Determine whether the GitHub link is a real paper artifact or a template/index/project page.,false,,6,https://github.com/eliahuhorwitz/Academic-project-page-template,5069,template_or_index_like_url,stable_seed,medium,Dataset / data resource,Diffusion / flow; Transformer / attention,vision/video; language/llm,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment,reports/claim_validation_packets/c07-artifact-visibility.md,reports/claim_evidence_dossiers/c07-artifact-visibility.md,,reports/area_briefing_cards/generative-modeling.md,https://icml.cc/virtual/2026/poster/60814,https://www.alphaxiv.org/abs/2605.15523
55,47.063,artifact_and_reproducibility,in claim-validation queue; supports priority claim(s) C07; GitHub artifact needs manual check; artifact-visible,61357,Hydra-Nav: Object Navigation via Adaptive Dual-Process Reasoning,"Robotics, Embodiment, and World Models",Vision-language-action models and robotic manipulation,C07,Artifact visibility,true,false,artifact_high_star,,"Check artifact type, license/readme quality, and whether reproduction assets are present.",false,,15,https://github.com/eliahuhorwitz/Academic-project-page-template,5063,template_or_index_like_url,stable_seed,medium,Benchmark / evaluation,LLM post-training; Reasoning / test-time compute; Agents / tool use,vision/video; robotics/embodied; language/llm,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment,reports/claim_validation_packets/c07-artifact-visibility.md,reports/claim_evidence_dossiers/c07-artifact-visibility.md,,reports/area_briefing_cards/robotics-embodiment-and-world-models.md,https://icml.cc/virtual/2026/poster/61357,https://www.alphaxiv.org/abs/2602.09972
56,47.063,artifact_and_reproducibility,in claim-validation queue; supports priority claim(s) C07; GitHub artifact needs manual check; artifact-visible,61887,LaST$_{0}$: Latent Spatio-Temporal Chain-of-Thought for Robotic Vision-Language-Action Model,"Robotics, Embodiment, and World Models",Vision-language-action models and robotic manipulation,C07,Artifact visibility,true,false,artifact_high_star,,"Check artifact type, license/readme quality, and whether reproduction assets are present.",false,,73,https://github.com/eliahuhorwitz/Academic-project-page-template,5063,template_or_index_like_url,stable_seed,medium,System / infrastructure,Reasoning / test-time compute; Transformer / attention,vision/video; robotics/embodied; language/llm,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment,reports/claim_validation_packets/c07-artifact-visibility.md,reports/claim_evidence_dossiers/c07-artifact-visibility.md,,reports/area_briefing_cards/robotics-embodiment-and-world-models.md,https://icml.cc/virtual/2026/poster/61887,https://www.alphaxiv.org/abs/2601.05248
57,44.818,artifact_and_reproducibility,in claim-validation queue; supports priority claim(s) C07; priority report area; artifact-visible,62276,Turbo4DGen: Ultra-Fast Acceleration for 4D Generation,"Multimodal, Vision, and Perception","3D, video, motion, and spatial understanding",C07,Artifact visibility,true,false,artifact_high_star,,"Check artifact type, license/readme quality, and whether reproduction assets are present.",false,,0,https://github.com/ArthurBrussee/brush,4818,,stable_seed,medium,Dataset / data resource,Diffusion / flow; Transformer / attention; Compression / efficiency,vision/video,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment,reports/claim_validation_packets/c07-artifact-visibility.md,reports/claim_evidence_dossiers/c07-artifact-visibility.md,,reports/area_briefing_cards/multimodal-vision-and-perception.md,https://icml.cc/virtual/2026/poster/62276,https://www.alphaxiv.org/abs/2603.29572
58,44.0,priority_area_depth,in claim-validation queue; in area-validation queue; priority report area; award paper; oral/program signal,60542,Motion Attribution for Video Generation,"Multimodal, Vision, and Perception","3D, video, motion, and spatial understanding",C05,Neighboring-venue contrast,true,true,multimodal_subarea_anchor,fault_line_representative,Check whether each subarea behaves differently from the aggregate underweight claim.,true,Outstanding Paper Honorable Mention,67,,0,,stable_seed,medium,Benchmark / evaluation,LLM post-training; Causal / data-centric,vision/video; language/llm,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment; area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,reports/claim_validation_packets/c05-neighboring-venue-contrast.md,reports/claim_evidence_dossiers/c05-neighboring-venue-contrast.md,reports/validation_packets/multimodal-vision-and-perception.md,reports/area_briefing_cards/multimodal-vision-and-perception.md,https://icml.cc/virtual/2026/poster/60542,https://www.alphaxiv.org/abs/2601.08828
59,41.0,public_program_divergence,in claim-validation queue; in area-validation queue; priority report area; oral/program signal; low-confidence evidence code; program signal with low public attention,65954,Multimodal Nested Learning for Decoupled and Coordinated Optimization,"Multimodal, Vision, and Perception",Multimodal representation and cross-modal alignment,C05,Neighboring-venue contrast,true,true,multimodal_subarea_anchor,program_signal_low_public_attention,Check whether each subarea behaves differently from the aggregate underweight claim.,true,,0,,0,,stable_seed,low,Dataset / data resource,,,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment; area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,reports/claim_validation_packets/c05-neighboring-venue-contrast.md,reports/claim_evidence_dossiers/c05-neighboring-venue-contrast.md,reports/validation_packets/multimodal-vision-and-perception.md,reports/area_briefing_cards/multimodal-vision-and-perception.md,https://icml.cc/virtual/2026/poster/65954,
60,39.0,taxonomy_boundaries,in claim-validation queue; in area-validation queue; priority report area; taxonomy boundary needs review; moderate AlphaXiv attention; public attention without program signal,64760,Dimensional Collapse in Transformer Attention Outputs: A Challenge for Sparse Dictionary Learning,"Theory, Optimization, and Algorithms",Transformer theory and attention expressivity,C08,Validation priority,true,true,taxonomy_boundary_cluster_anchor,public_attention_not_program_signal,Decide whether this cluster should remain in the assigned area/subarea or be relabeled.,false,,160,,0,,needs_review,medium,Dataset / data resource,Agents / tool use; Transformer / attention; Compression / efficiency; Graphs / geometry,math/code/verifiable; language/llm,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment; area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,reports/claim_validation_packets/c08-validation-priority.md,reports/claim_evidence_dossiers/c08-validation-priority.md,reports/validation_packets/theory-optimization-and-algorithms.md,reports/area_briefing_cards/theory-optimization-and-algorithms.md,https://icml.cc/virtual/2026/poster/64760,https://www.alphaxiv.org/abs/2508.16929
61,38.0,taxonomy_boundaries,in area-validation queue; priority report area; oral/program signal; taxonomy boundary needs review; low-confidence evidence code; program signal with low public attention,66728,Unsupervised Partner Design Enables Robust Ad-hoc Teamwork,"Agents, Code, and Tool Use","Multi-agent search, planning, and coordination",,,false,true,,program_signal_low_public_attention,,true,,0,,0,,needs_review,low,Method / algorithm,RL / policy optimization; Agents / tool use,,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/agents-code-and-tool-use.md,reports/area_briefing_cards/agents-code-and-tool-use.md,https://icml.cc/virtual/2026/poster/66728,https://www.alphaxiv.org/abs/2508.06336
62,37.0,taxonomy_boundaries,in claim-validation queue; in area-validation queue; oral/program signal; taxonomy boundary needs review; moderate AlphaXiv attention,63561,Pretrained Vision-Language-Action Models are Surprisingly Resistant to Forgetting in Continual Learning,"Data-Centric, Causal, and Federated ML","Continual learning, forgetting, and task adaptation",C08,Validation priority,true,true,taxonomy_boundary_program_public_fill,fault_line_representative,Use high-signal papers to stress-test taxonomy boundaries.,true,,98,,0,,needs_review,medium,Application / domain study,RL / policy optimization,vision/video; robotics/embodied; language/llm,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment; area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,reports/claim_validation_packets/c08-validation-priority.md,reports/claim_evidence_dossiers/c08-validation-priority.md,reports/validation_packets/data-centric-causal-and-federated-ml.md,reports/area_briefing_cards/data-centric-causal-and-federated-ml.md,https://icml.cc/virtual/2026/poster/63561,https://www.alphaxiv.org/abs/2603.03818
63,36.653,taxonomy_boundaries,in claim-validation queue; in area-validation queue; taxonomy boundary needs review; artifact-visible; high AlphaXiv attention; public attention without program signal,61434,Self-Distillation Enables Continual Learning,"Data-Centric, Causal, and Federated ML","Continual learning, forgetting, and task adaptation",C08,Validation priority,true,true,taxonomy_boundary_cluster_anchor,public_attention_not_program_signal,Decide whether this cluster should remain in the assigned area/subarea or be relabeled.,false,,590,https://github.com/idanshen/Self-Distillation,653,,needs_review,medium,Method / algorithm,RL / policy optimization; LLM post-training,,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment; area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,reports/claim_validation_packets/c08-validation-priority.md,reports/claim_evidence_dossiers/c08-validation-priority.md,reports/validation_packets/data-centric-causal-and-federated-ml.md,reports/area_briefing_cards/data-centric-causal-and-federated-ml.md,https://icml.cc/virtual/2026/poster/61434,https://www.alphaxiv.org/abs/2601.19897
