claim_id,claim_theme,claim_strength,priority_claim,claim_review_rank,event_id,title,area,subarea,selection_reason,pre_review_bucket,pre_review_rationale,keyword_hits,is_oral,award,public_total_votes,github_url,github_stars,needs_manual_check_reason,taxonomy_review_status,evidence_confidence,abstract_excerpt,manual_claim_support,manual_taxonomy_judgment,manual_artifact_judgment,url,alphaxiv_url
C03,Program committee attention,strong_for_triage,true,6,61486,Non-Euclidean Gradient Descent Operates at the Edge of Stability,"Theory, Optimization, and Algorithms","Convex, stochastic, and nonconvex optimization",program_high_public_lower,likely_supports,Program-selected paper in theory or safety/governance area.,theory,true,,15,,0,,stable_seed,medium,"The Edge of Stability (EoS) is a phenomenon where the sharpness (largest eigenvalue) of the Hessian converges to $2/\eta$ during training with gradient descent (GD) with a step-size $\eta$. Despite violating classical smoothness assumptions, EoS has been widely observed in deep learning, but its theoretical foundations remain incomplete. We propose a framework for analyzing EoS of non-Euclidean GD using directional smoothness (Mishkin et al., 2024), which naturally extends to non-Euclidean norms. This approach...",,,,https://icml.cc/virtual/2026/poster/61486,https://www.alphaxiv.org/abs/2603.05002
C03,Program committee attention,strong_for_triage,true,7,67247,Position: Stop Automating Peer Review Without Rigorous Evaluation,"Safety, Governance, Privacy, and Society","Position papers, policy, and social impacts",program_high_public_lower,likely_supports,Program-selected paper in theory or safety/governance area.,position,true,,13,,0,,stable_seed,low,Large language models offer a tempting solution to address the peer review crisis. This position paper argues that **today's AI systems should not be used to produce paper reviews**. We ground this positing in an empirical comparison of human- versus AI-generated ICLR 2026 reviews and an evaluation of the effect of automated paper rewriting on different AI reviewers. We identify two critical issues: 1) AI reviewers exhibit a *hivemind effect* of excessive agreement within and across papers that reduces...,,,,https://icml.cc/virtual/2026/poster/67247,https://www.alphaxiv.org/abs/2605.03202
C03,Program committee attention,strong_for_triage,true,8,67238,Position: Anthropomorphic Misalignment Research Needs Stronger Evidence,"Safety, Governance, Privacy, and Society","Position papers, policy, and social impacts",program_high_public_lower,likely_supports,Program-selected paper in theory or safety/governance area.,safety; alignment; position; risk; deception,true,,13,,0,,stable_seed,medium,"We argue that many Anthropomorphized Misalignment Research (AMR) studies need stronger evidence to ensure that they can provide a robust foundation for critical safety decisions, such as model deployment and regulation. By evaluating failure modes across different misalignment concepts, such as deception, emergent misalignment, and sycophancy, we show how conceptual ambiguity, non-robust datasets and experimental design, and insufficient causal interventions can lead to overinterpretation of model behaviors....",,,,https://icml.cc/virtual/2026/poster/67238,https://www.alphaxiv.org/abs/2606.07612
C03,Program committee attention,strong_for_triage,true,9,65657,Jailbreak Foundry: From Papers to Runnable Attacks for Reproducible Benchmarking,"Safety, Governance, Privacy, and Society","Adversarial safety, attacks, and security",program_high_public_lower,likely_supports,Program-selected paper in theory or safety/governance area.,safety; jailbreak,true,,9,https://github.com/OpenSQZ/Jailbreak-Foundry,158,,stable_seed,medium,"Jailbreak techniques for large language models (LLMs) evolve faster than benchmarks, making robustness estimates stale and difficult to compare across papers due to drift in datasets, harnesses, and judging protocols. We introduce **JAILBREAK FOUNDRY (JBF)**, a system that addresses this gap via a multi-agent workflow to translate jailbreak papers into executable modules for immediate evaluation within a unified harness. JBF features three core components: (i) *JBF-LIB* for shared contracts and reusable...",,,,https://icml.cc/virtual/2026/poster/65657,https://www.alphaxiv.org/abs/2602.24009
C03,Program committee attention,strong_for_triage,true,10,60813,When the Prompt Becomes Visual: Vision-Centric Jailbreak Attacks for Large Image Editing Models,"Safety, Governance, Privacy, and Society","Adversarial safety, attacks, and security",program_high_public_lower,likely_supports,Program-selected paper in theory or safety/governance area.,safety; risk; jailbreak,true,,8,https://github.com/CSU-JPG/VJA,25,,stable_seed,medium,"Recent advances in large image editing models have shifted the paradigm from text-driven instructions to vision-prompt editing, where user intent is inferred directly from visual inputs such as marks, arrows, and visual–text prompts. While this paradigm greatly expands usability, it also introduces a critical and underexplored safety risk: the attack surface itself becomes visual. In this work, we propose Vision-Centric Jailbreak Attack (VJA), the first visual-to-visual jailbreak attack that conveys malicious...",,,,https://icml.cc/virtual/2026/poster/60813,https://www.alphaxiv.org/abs/2602.10179
C03,Program committee attention,strong_for_triage,true,11,66709,Quantifying Frontier LLM Capabilities for Container Sandbox Escape,"Safety, Governance, Privacy, and Society","Adversarial safety, attacks, and security",program_high_public_lower,likely_supports,Program-selected paper in theory or safety/governance area.,safety; risk,true,,8,,0,,stable_seed,medium,"Large Language Models (LLMs) increasingly act as autonomous agents with tool use, ability to execute code, file I/O, and network access. These capabilities create novel security risks. To mitigate these risks, agents are often deployed and evaluated in isolated environments commonly referred to as sandboxes, with Docker or OCI as one of the most popular container runtimes for sandbox implementations. We introduce SandboxEscapeBench, an open benchmark that safely measures an LLM's capacity to break out of these...",,,,https://icml.cc/virtual/2026/poster/66709,https://www.alphaxiv.org/abs/2603.02277
C03,Program committee attention,strong_for_triage,true,12,63638,Optimal Decision-Making Based on Prediction Sets,"Theory, Optimization, and Algorithms",Statistical learning theory and regression,program_high_public_lower,likely_supports,Program-selected paper in theory or safety/governance area.,theory; safety; risk,true,,6,https://github.com/salma123456789123456789-dotcom/Pneumonia-Detection-using-Chest-X-Ray-images,0,,needs_review,medium,"Prediction sets can wrap around any ML model to cover unknown test outcomes with a guaranteed probability. Yet, it remains unclear how to use them optimally for downstream decision-making. Here, we propose a decision-theoretic framework that seeks to minimize the expected loss (risk) against a worst-case distribution consistent with the prediction set's coverage guarantee. We first characterize the minimax optimal policy for a fixed prediction set, showing that it balances the worst-case loss inside the set...",,,,https://icml.cc/virtual/2026/poster/63638,https://www.alphaxiv.org/abs/2602.00989
C03,Program committee attention,strong_for_triage,true,13,62793,Markov Chain Monte Carlo without Evaluating the Target: an Auxiliary Variable Approach,"Theory, Optimization, and Algorithms",Bayesian and probabilistic methods,program_high_public_lower,likely_supports,Program-selected paper in theory or safety/governance area.,theory,true,,6,,0,,stable_seed,medium,"In sampling tasks, it is common for target distributions to be known up to a normalizing constant. However, in many situations, even evaluating the unnormalized distribution can be costly or infeasible. This issue arises in scenarios such as sampling from the Bayesian posterior for tall datasets and the 'doubly-intractable' distributions. In this paper, we begin by observing that seemingly different Markov chain Monte Carlo (MCMC) algorithms, such as the exchange algorithm, PoissonMH, and TunaMH, can be unified...",,,,https://icml.cc/virtual/2026/poster/62793,https://www.alphaxiv.org/abs/2406.05242
C03,Program committee attention,strong_for_triage,true,14,63083,"Is Your LLM Overcharging You? Tokenization, Transparency, and Incentives","Safety, Governance, Privacy, and Society","Privacy, differential privacy, and unlearning",program_high_public_lower,likely_supports,Program-selected paper in theory or safety/governance area.,theory; proof,true,,6,https://github.com/Networks-Learning/token-pricing,5,,stable_seed,low,"State-of-the-art large language models require specialized hardware and substantial energy to operate. Consequently, cloud-based services that provide access to these models have become very popular. In these services, the price users pay depends on the number of tokens a model uses to generate an output–they pay a fixed price per token. In this work, we show that this pricing mechanism creates a financial incentive for providers to strategize and misreport the (number of) tokens a model used to generate an...",,,,https://icml.cc/virtual/2026/poster/63083,https://www.alphaxiv.org/abs/2505.21627
C04,Public attention mismatch,moderate,false,1,65056,Learning Latent Action World Models In The Wild,"Robotics, Embodiment, and World Models",Vision-language-action models and robotic manipulation,robotics_public_not_program,possible_support,"Keyword overlap with the claim, but human reading is needed.",robot; embodied; world model; policy; simulation,false,,273,,0,,stable_seed,medium,"Agents that can reason and plan in the real world must be able to predict the consequences of their actions. World models possess this capability but require action annotations that can be complex to obtain at scale. Latent action models address this issue by learning an action space from videos alone. Our work studies the training of latent action world models on in-the-wild videos, expanding the scope of existing works that focus on simple robotics simulations, video games, or manipulation data. While diverse...",,,,https://icml.cc/virtual/2026/poster/65056,https://www.alphaxiv.org/abs/2601.05230
C04,Public attention mismatch,moderate,false,2,62902,Discrete Diffusion VLA: Bringing Discrete Diffusion to Action Decoding in Vision-Language-Action Policies,"Robotics, Embodiment, and World Models",Vision-language-action models and robotic manipulation,robotics_public_not_program,possible_support,"Keyword overlap with the claim, but human reading is needed.",robot; embodied; vision-language-action; vla; policy,false,,204,https://github.com/Liang-ZX/DiscreteDiffusionVLA,69,,stable_seed,medium,"Vision–Language–Action (VLA) models adapt large vision–language backbones to map images and instructions into robot actions. However, prevailing VLAs either generate actions autoregressively in a fixed left-to-right order or attach separate diffusion heads outside the backbone, fragmenting information pathways and hindering unified, scalable architectures. We present Discrete Diffusion VLA, a unified-transformer policy that models discretized action chunks with discrete diffusion retaining progressive...",,,,https://icml.cc/virtual/2026/poster/62902,https://www.alphaxiv.org/abs/2508.20072
C04,Public attention mismatch,moderate,false,3,64904,Temporal Straightening for Latent Planning,"Robotics, Embodiment, and World Models",Vision-language-action models and robotic manipulation,robotics_public_not_program,possible_support,"Keyword overlap with the claim, but human reading is needed.",world model,false,,202,https://github.com/agentic-learning-ai-lab/temporal-straightening,92,,stable_seed,very_low,"Learning good representations is essential for latent planning with world models. While pretrained visual encoders provide strong visual features, they are not tailored to planning and contain substantial information which is irrelevant to planning. Inspired by the perceptual straightening hypothesis in human visual processing, we introduce temporal straightening for representation learning in latent planning. We add a lightweight projector on top of a pretrained visual encoder to map to a lower-dimensional...",,,,https://icml.cc/virtual/2026/poster/64904,https://www.alphaxiv.org/abs/2603.12231
C04,Public attention mismatch,moderate,false,4,65457,LangForce: Bayesian Decomposition of Vision Language Action Models via Latent Action Queries,"Robotics, Embodiment, and World Models",Vision-language-action models and robotic manipulation,robotics_public_not_program,possible_support,"Keyword overlap with the claim, but human reading is needed.",robot; embodied; vision-language-action; vla; policy,false,,189,https://github.com/ZGC-EmbodyAI/LangForce,69,,stable_seed,medium,"Vision-Language-Action (VLA) models have shown promise in robot manipulation but often struggle to generalize to new instructions or complex multi-task scenarios. We identify a critical pathology in current training paradigms where goal-driven data collection creates a dataset bias. In such datasets, language instructions are highly predictable from visual observations alone, causing the conditional mutual information between instructions and actions to vanish, a phenomenon we term Information Collapse....",,,,https://icml.cc/virtual/2026/poster/65457,https://www.alphaxiv.org/abs/2601.15197
C04,Public attention mismatch,moderate,false,5,62813,Vision-Language-Action Pretraining from Large-Scale Human Videos,"Robotics, Embodiment, and World Models",Vision-language-action models and robotic manipulation,robotics_public_not_program,possible_support,"Keyword overlap with the claim, but human reading is needed.",robot; embodied; vision-language-action; vla,false,,144,https://github.com/BeingBeyond/Being-H0,52,,stable_seed,medium,"Existing Vision-Language-Action (VLA) models struggle with complex manipulation tasks requiring high dexterity and generalization, primarily due to their reliance on synthetic data with significant sim-to-real gaps or limited teleoperated demonstrations. To address this bottleneck, we propose leveraging human hands as a manipulator template, capitalizing on the rich dexterity and scalability present in web data of human manipulation. Our approach introduces physical instruction tuning, a novel training paradigm...",,,,https://icml.cc/virtual/2026/poster/62813,https://www.alphaxiv.org/abs/2507.15597
C04,Public attention mismatch,moderate,false,6,61757,World Guidance: World Modeling in Condition Space for Action Generation,"Robotics, Embodiment, and World Models",Vision-language-action models and robotic manipulation,robotics_public_not_program,possible_support,"Keyword overlap with the claim, but human reading is needed.",robot; embodied; world model; vision-language-action; vla; simulation,false,,108,https://github.com/Selen-Suyue/WoG,147,,stable_seed,low,"Leveraging future observation modeling to facilitate action generation presents a promising avenue for enhancing the capabilities of Vision-Language-Action (VLA) models. However, existing approaches struggle to strike a balance between maintaining efficient, predictable future representations and preserving sufficient fine-grained information to guide precise action generation. To address this limitation, we propose WoG (World Guidance), a framework that maps future observations into compact conditions by...",,,,https://icml.cc/virtual/2026/poster/61757,https://www.alphaxiv.org/abs/2602.22010
C04,Public attention mismatch,moderate,false,7,62192,RoboTwin 2.0: A Scalable Data Generator and Benchmark with Strong Domain Randomization for Robust Bimanual Robotic Manipulation,"Robotics, Embodiment, and World Models",Vision-language-action models and robotic manipulation,robotics_public_not_program,possible_support,"Keyword overlap with the claim, but human reading is needed.",robot; embodied; vision-language-action; vla; simulation,false,,91,https://github.com/RoboTwin-Platform/RoboTwin,2562,,stable_seed,medium,"Simulation-based data synthesis has emerged as a powerful paradigm for enhancing real-world robotic manipulation. However, existing synthetic datasets remain insufficient for robust bimanual manipulation due to two key challenges: (1) the lack of an autonomous self-correcting mechanism to resolve execution failures in complex coordination tasks, and (2) the scarcity of diverse visual and spatial variations required to bridge the sim-to-real gap. To this end, we present RoboTwin 2.0, a scalable simulation...",,,,https://icml.cc/virtual/2026/poster/62192,https://www.alphaxiv.org/abs/2506.18088
C04,Public attention mismatch,moderate,false,8,66369,CaP-X: A Framework for Benchmarking and Improving Coding Agents for Robot Manipulation,"Robotics, Embodiment, and World Models",Vision-language-action models and robotic manipulation,robotics_public_not_program,possible_support,"Keyword overlap with the claim, but human reading is needed.",robot; embodied; vla; policy; simulation,false,,86,,0,,stable_seed,medium,"“Code-as-Policy” considers how executable code can complement data-intensive Vision-LanguageAction (VLA) methods, yet their effectiveness as autonomous controllers for embodied manipulation remains underexplored. We present CaPX, an open-access framework for systematically studying Code-as-Policy agents in robot manipulation. At its core is CaP-Gym, an interactive environment in which agents control robots by synthesizing and executing programs that compose perception and control primitives. Building on this...",,,,https://icml.cc/virtual/2026/poster/66369,https://www.alphaxiv.org/abs/2603.22435
C04,Public attention mismatch,moderate,false,9,65782,RDT2: Exploring the Scaling Limit of UMI Data Towards Zero-Shot Cross-Embodiment Generalization,"Robotics, Embodiment, and World Models",Vision-language-action models and robotic manipulation,robotics_public_not_program,possible_support,"Keyword overlap with the claim, but human reading is needed.",robot; embodied; vision-language-action; vla,false,,86,https://github.com/thu-ml/RDT2,792,,stable_seed,medium,"Vision-Language-Action (VLA) models hold promise for generalist robotics but currently struggle with data scarcity, architectural inefficiencies, and the inability to generalize across different hardware platforms. We introduce RDT2, a robotic foundation model built upon a 7B parameter VLM designed to enable zero-shot deployment on novel embodiments for open-vocabulary tasks. To achieve this, we collected one of the largest open-source robotic datasets—over $10,000$ hours of demonstrations in diverse...",,,,https://icml.cc/virtual/2026/poster/65782,https://www.alphaxiv.org/abs/2602.03310
C04,Public attention mismatch,moderate,false,10,65933,RoboMME: Benchmarking and Understanding Memory for Robotic Generalist Policies,"Robotics, Embodiment, and World Models",Vision-language-action models and robotic manipulation,robotics_program_anchor,possible_support,"Keyword overlap with the claim, but human reading is needed.",robot; embodied; vision-language-action; vla,true,,66,https://github.com/sled-group/navchat,31,,stable_seed,medium,"Memory is critical for long-horizon and history-dependent robotic manipulation. Such tasks often involve counting repeated actions or manipulating objects that become temporarily occluded. Recent vision-language-action (VLA) models have begun to incorporate memory mechanisms; however, their evaluations remain confined to narrow, non-standardized settings. This limits their systematic understanding, comparison, and progress measurement. To address these challenges, we introduce **RoboMME**: a large-scale...",,,,https://icml.cc/virtual/2026/poster/65933,https://www.alphaxiv.org/abs/2603.04639
C04,Public attention mismatch,moderate,false,11,63621,From Pixels to Tokens: A Systematic Study of Latent Action Supervision for Vision-Language-Action Models,"Robotics, Embodiment, and World Models",Vision-language-action models and robotic manipulation,robotics_program_anchor,possible_support,"Keyword overlap with the claim, but human reading is needed.",robot; embodied; vision-language-action; vla,true,,30,https://github.com/RUCKBReasoning/From_Pixels_to_Tokens,35,,stable_seed,medium,"Latent actions serve as an intermediate representation that enables consistent modeling of vision-language-action (VLA) models across heterogeneous datasets. However, approaches to supervising VLAs with latent actions are fragmented and lack a systematic comparison. This work structures the study of latent action supervision from two perspectives: (i) regularizing the trajectory via image-based latent actions, and (ii) unifying the target space with action-based latent actions. Under a unified VLA baseline, we...",,,,https://icml.cc/virtual/2026/poster/63621,https://www.alphaxiv.org/abs/2605.04678
C04,Public attention mismatch,moderate,false,12,64826,XR-1: Towards Versatile Vision-Language-Action Models via Learning Unified Vision-Motion Representations,"Robotics, Embodiment, and World Models",Vision-language-action models and robotic manipulation,robotics_program_anchor,possible_support,"Keyword overlap with the claim, but human reading is needed.",robot; embodied; vision-language-action; vla; policy,true,,19,,0,,stable_seed,medium,"Recent progress in large-scale robotic datasets and vision-language models (VLMs) has advanced research on vision-language-action (VLA) models. However, existing VLA models still face two fundamental challenges: (\textit{i}) producing precise low-level actions from high-dimensional observations, (\textit{ii}) bridging domain gaps across heterogeneous data sources, including diverse robot embodiments and human demonstrations. Existing methods often encode latent variables from either visual dynamics or robotic...",,,,https://icml.cc/virtual/2026/poster/64826,https://www.alphaxiv.org/abs/2511.02776
C05,Neighboring-venue contrast,moderate,false,1,60542,Motion Attribution for Video Generation,"Multimodal, Vision, and Perception","3D, video, motion, and spatial understanding",multimodal_subarea_anchor,possible_support,"Keyword overlap with the claim, but human reading is needed.",vision; video,true,Outstanding Paper Honorable Mention,67,,0,,stable_seed,medium,"Despite the rapid progress of video generation models, the role of data in influencing motion is poorly understood. We present Motive (MOTIon attribution for Video gEneration), a motion-centric, gradient-based data attribution framework that scales to modern, large, high-quality video datasets and models. We use this to study which fine-tuning clips improve or degrade temporal dynamics. Motive isolates temporal dynamics from static appearance via motion-weighted loss masks, yielding efficient and scalable...",,,,https://icml.cc/virtual/2026/poster/60542,https://www.alphaxiv.org/abs/2601.08828
C05,Neighboring-venue contrast,moderate,false,2,62726,Bad Seeing or Bad Thinking? Rewarding Perception for Multimodal Reasoning,"Multimodal, Vision, and Perception",Vision-language reasoning and video understanding,multimodal_subarea_anchor,possible_support,"Keyword overlap with the claim, but human reading is needed.",vision; multimodal; video; perception,true,,21,,0,,stable_seed,medium,"Achieving robust perception-reasoning synergy is a central goal for advanced Vision-Language Models (VLMs). Recent advancements have pursued this goal via architectural designs or agentic workflows. However, these approaches are often limited by static textual reasoning or complicated by the significant compute and engineering burden of external agentic complexity. Worse, this heavy investment does not yield proportional gains, often witnessing a ""seesaw effect"" on perception and reasoning. This motivates a...",,,,https://icml.cc/virtual/2026/poster/62726,https://www.alphaxiv.org/abs/2605.14054
C05,Neighboring-venue contrast,moderate,false,3,63330,Mind Your Margin and Boundary: Are Your Distilled Datasets Truly Robust?,"Multimodal, Vision, and Perception","Vision robustness, detection, and adversarial perception",multimodal_subarea_anchor,possible_support,"Keyword overlap with the claim, but human reading is needed.",vision; video; image,true,,2,,0,,needs_review,medium,"Dataset distillation (DD) compresses a large training set into a small synthetic set for efficient training, but most DD methods optimize only clean accuracy and leave robustness uncontrolled. Recent robust DD methods improve robustness, yet they often suffer from a poor accuracy–robustness trade-off because they (i) treat all adversarially perturbed examples uniformly, despite robust risk being dominated by near-zero robust margins, and (ii) do not explicitly increase inter-class separation in the decision...",,,,https://icml.cc/virtual/2026/poster/63330,https://www.alphaxiv.org/abs/2605.20606
C05,Neighboring-venue contrast,moderate,false,4,65954,Multimodal Nested Learning for Decoupled and Coordinated Optimization,"Multimodal, Vision, and Perception",Multimodal representation and cross-modal alignment,multimodal_subarea_anchor,possible_support,"Keyword overlap with the claim, but human reading is needed.",multimodal; perception,true,,0,,0,,stable_seed,low,"Multimodal learning aims to integrate multi-sensor data to exploit their complementary information, embracing a more comprehensive real-world perception and understanding. However, heterogeneous discrepancies across modalities consistently trigger imbalanced multimodal optimization, restricting the joint learning performance. Although existing methods mitigate this issue through optimization modulation and conflict alleviation, they still suffer from entangled optimization and uniform learning pace in...",,,,https://icml.cc/virtual/2026/poster/65954,
C05,Neighboring-venue contrast,moderate,false,5,65709,A Very Big Video Reasoning Suite,"Multimodal, Vision, and Perception",Vision-language reasoning and video understanding,multimodal_high_attention,possible_support,"Keyword overlap with the claim, but human reading is needed.",vision; video,false,,159,https://github.com/Video-Reason/VBVR-Wan2.2,25,,stable_seed,medium,"Video reasoning grounds intelligence in spatiotemporally consistent visual environments that go beyond what text can naturally capture, enabling intuitive reasoning over motion, interaction, and causality. Rapid progress in video models has focused primarily on visual quality. Systematically studying video reasoning and its scaling behavior suffers from a lack of video reasoning (training) data. To address this gap, we introduce the Very Big Video Reasoning (VBVR) Dataset, an unprecedentedly large-scale...",,,,https://icml.cc/virtual/2026/poster/65709,https://www.alphaxiv.org/abs/2602.20159
C05,Neighboring-venue contrast,moderate,false,6,63623,Causal-JEPA: Learning World Models through Object-Level Latent Interventions,"Multimodal, Vision, and Perception",Vision-language reasoning and video understanding,multimodal_high_attention,possible_support,"Keyword overlap with the claim, but human reading is needed.",vision; video; image,false,,150,https://github.com/galilai-group/cjepa,206,,stable_seed,medium,"World models require robust relational understanding to support prediction, reasoning, and control. While object-centric representations provide a useful abstraction, they are not sufficient to capture interaction-dependent dynamics. We therefore propose C-JEPA, a simple and flexible object-centric world model that extends masked joint embedding prediction from image patches to object-centric representations. By applying object-level masking that requires an object’s state to be inferred from other objects,...",,,,https://icml.cc/virtual/2026/poster/63623,https://www.alphaxiv.org/abs/2602.11389
C05,Neighboring-venue contrast,moderate,false,7,65729,ExSkill: Continual Learning from Experience and Skills in Multimodal Agents,"Multimodal, Vision, and Perception",Multimodal representation and cross-modal alignment,multimodal_high_attention,possible_support,"Keyword overlap with the claim, but human reading is needed.",multimodal,false,,147,https://github.com/XSkill-Agent/XSkill,234,,stable_seed,medium,"Multimodal agents demonstrate impressive problem-solving capabilities but typically operate in isolated episodes without leveraging past experiences. Recent methods address this through dynamic retrieval of textual insights or predefined skill documents, yet face critical challenges: visual modalities are neglected during knowledge extraction, stored insights lack executable structure, and manually crafted skills fail to scale. We propose \textsc{ExSkill}, a framework combining task-level Skills (structured...",,,,https://icml.cc/virtual/2026/poster/65729,https://www.alphaxiv.org/abs/2603.12056
C05,Neighboring-venue contrast,moderate,false,8,63195,BabyVision: Visual Reasoning Beyond Language,"Multimodal, Vision, and Perception",Vision-language reasoning and video understanding,multimodal_high_attention,possible_support,"Keyword overlap with the claim, but human reading is needed.",vision; multimodal; perception,false,,134,https://github.com/UniPat-AI/BabyVision,227,,stable_seed,medium,"While humans develop core visual skills long before acquiring language, contemporary Multimodal LLMs (MLLMs) still rely heavily on linguistic priors to compensate for their fragile visual understanding. We uncovered a crucial fact: state-of-the-art MLLMs consistently fail on basic visual tasks that humans, even 3-year-olds, can solve effortlessly. To systematically investigate this gap, we introduce BabyVision, a benchmark designed to assess core visual abilities independent of linguistic knowledge for MLLMs....",,,,https://icml.cc/virtual/2026/poster/63195,https://www.alphaxiv.org/abs/2601.06521
C05,Neighboring-venue contrast,moderate,false,9,62613,Utonia: Toward One Encoder for All Point Clouds,"Multimodal, Vision, and Perception","3D, video, motion, and spatial understanding",multimodal_high_attention,possible_support,"Keyword overlap with the claim, but human reading is needed.",vision; multimodal; video; 3d; perception; spatial,false,,118,https://github.com/Pointcept/Utonia,710,,stable_seed,medium,"We dream of a future where point clouds from all domains can come together to shape a single model that benefits them all. Toward this goal, we present Utonia, a first step toward training a single self-supervised point transformer encoder across heterogeneous domains, spanning remote sensing, outdoor LiDAR, indoor RGB-D sequences, object-centric CAD models, and point clouds lifted from RGB-only videos. Despite their distinct sensing geometries, densities, and priors, Utonia learns a consistent representation...",,,,https://icml.cc/virtual/2026/poster/62613,https://www.alphaxiv.org/abs/2603.03283
C05,Neighboring-venue contrast,moderate,false,10,61916,World-R1: Reinforcing 3D Constraints for Text-to-Video Generation,"Multimodal, Vision, and Perception","3D, video, motion, and spatial understanding",multimodal_high_attention,possible_support,"Keyword overlap with the claim, but human reading is needed.",vision; video; 3d,false,,116,https://github.com/microsoft/World-R1,406,,stable_seed,medium,"Recent video foundation models demonstrate impressive visual synthesis but frequently suffer from geometric inconsistencies. While existing methods attempt to inject 3D priors via architectural modifications, they often incur high computational costs and limit scalability. We propose World-R1, a framework that aligns video generation with 3D constraints through reinforcement learning. To facilitate this alignment, we introduce a specialized pure text dataset tailored for world simulation. Utilizing Flow-GRPO,...",,,,https://icml.cc/virtual/2026/poster/61916,https://www.alphaxiv.org/abs/2604.24764
C05,Neighboring-venue contrast,moderate,false,11,62143,DiffThinker: Towards Generative Multimodal Reasoning with Diffusion Models,"Multimodal, Vision, and Perception",Multimodal representation and cross-modal alignment,multimodal_high_attention,possible_support,"Keyword overlap with the claim, but human reading is needed.",vision; multimodal; video; image,false,,111,https://github.com/lcqysl/DiffThinker,186,,stable_seed,medium,"While recent Multimodal Large Language Models (MLLMs) have attained significant strides in multimodal reasoning, their reasoning processes remain predominantly text-centric and fail to visualize and track intermediate visual states during the reasoning process, leading to suboptimal performance in complex long-horizon, vision-centric tasks. Moving beyond the constraints of text-centric reasoning, we establish Generative Multimodal Reasoning as a novel paradigm and introduce DiffThinker, a diffusion-based...",,,,https://icml.cc/virtual/2026/poster/62143,https://www.alphaxiv.org/abs/2512.24165
C05,Neighboring-venue contrast,moderate,false,12,65111,WorldPlay: Towards Long-Term Geometric Consistency for Real-Time Interactive World Modeling,"Multimodal, Vision, and Perception","3D, video, motion, and spatial understanding",multimodal_high_attention,possible_support,"Keyword overlap with the claim, but human reading is needed.",vision; video,false,,98,,0,,stable_seed,medium,"This paper presents WorldPlay, a streaming video diffusion model that enables real-time, interactive world modeling with long-term geometric consistency, resolving the trade-off between speed and memory that limits current methods. WorldPlay draws power from three key innovations. 1) We use a Dual Action Representation to enable robust action control in response to the user's keyboard and mouse inputs. 2) To enforce long-term consistency, our Reconstituted Context Memory dynamically rebuilds context from past...",,,,https://icml.cc/virtual/2026/poster/65111,https://www.alphaxiv.org/abs/2512.14614
C05,Neighboring-venue contrast,moderate,false,13,61169,Self-Refining Video Sampling,"Multimodal, Vision, and Perception","3D, video, motion, and spatial understanding",multimodal_high_attention,possible_support,"Keyword overlap with the claim, but human reading is needed.",vision; video,false,,81,https://github.com/agwmon/self-refine-video,181,,stable_seed,medium,"Modern video generators still struggle with complex physical dynamics, often falling short of physical realism. Existing approaches address this using external verifiers or additional training on augmented data, which is computationally expensive and still limited in capturing fine-grained motion. In this work, we present self-refining video sampling, a simple method that uses a pre-trained video generator trained on large-scale datasets as its own self-refiner. By interpreting the generator as a denoising...",,,,https://icml.cc/virtual/2026/poster/61169,https://www.alphaxiv.org/abs/2601.18577
C05,Neighboring-venue contrast,moderate,false,14,62952,Zooming without Zooming: Region-to-Image Distillation for Fine-Grained Multimodal Perception,"Multimodal, Vision, and Perception",Vision-language reasoning and video understanding,multimodal_high_attention,possible_support,"Keyword overlap with the claim, but human reading is needed.",vision; multimodal; video; perception; image,false,,67,https://github.com/inclusionAI/Zooming-without-Zooming,169,,stable_seed,medium,"Multimodal Large Language Models (MLLMs) excel at broad visual understanding but still struggle with fine-grained perception, where decisive evidence is small and easily overwhelmed by global context. Recent ""Thinking-with-Images"" methods alleviate this by iteratively zooming into regions of interest during inference, but incur high latency due to repeated tool calls and visual re-encoding. To address this, we propose Region-to-Image Distillation, which transforms zooming from an inference-time tool into a...",,,,https://icml.cc/virtual/2026/poster/62952,https://www.alphaxiv.org/abs/2602.11858
C06,External trend context,context_only,false,1,65709,A Very Big Video Reasoning Suite,"Multimodal, Vision, and Perception",Vision-language reasoning and video understanding,fast_arxiv_area_sample,possible_support,"Keyword overlap with the claim, but human reading is needed.",foundation,false,,159,https://github.com/Video-Reason/VBVR-Wan2.2,25,,stable_seed,medium,"Video reasoning grounds intelligence in spatiotemporally consistent visual environments that go beyond what text can naturally capture, enabling intuitive reasoning over motion, interaction, and causality. Rapid progress in video models has focused primarily on visual quality. Systematically studying video reasoning and its scaling behavior suffers from a lack of video reasoning (training) data. To address this gap, we introduce the Very Big Video Reasoning (VBVR) Dataset, an unprecedentedly large-scale...",,,,https://icml.cc/virtual/2026/poster/65709,https://www.alphaxiv.org/abs/2602.20159
