event_id,title,themes,official_topic,topic_group,decision,is_oral,award,public_total_votes,visits_last_7_days,github_stars,score,url,alphaxiv_url
65861,Bounded Hyperbolic Tangent: A Stable and Efficient Alternative to Pre-Layer Normalization in Large Language Models,"Interpretability and mechanistic analysis; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk; Systems, efficiency, and compression; Theory, optimization, and sampling",Deep Learning->Large Language Models,Deep Learning,Accept (regular),false,,0,5,0,0.0085,https://icml.cc/virtual/2026/poster/65861,https://www.alphaxiv.org/abs/2601.09719
63442,Beyond Extrapolation: Knowledge Utilization Paradigm with Bidirectional Inspiration for Time Series Forecasting,"AI for science, health, and biology; Safety, alignment, governance, and risk",Applications->Time Series,Applications,Accept (regular),false,,3,0,0,0.0033,https://icml.cc/virtual/2026/poster/63442,https://www.alphaxiv.org/abs/2605.19249
64716,3DGS$^2$-TR: A Scalable Second-Order Trust-Region Method for 3D Gaussian Splatting,"Multimodal, vision-language, and video; Theory, optimization, and sampling",Applications->Computer Vision,Applications,Accept (regular),false,,7,3,0,0.0128,https://icml.cc/virtual/2026/poster/64716,https://www.alphaxiv.org/abs/2602.00395
63089,Neural Quantum States in Mixed Precision,"AI for science, health, and biology; Diffusion, flow, and generative modeling; Systems, efficiency, and compression; Theory, optimization, and sampling","Applications->Chemistry, Physics, and Earth Sciences",Applications,Accept (regular),false,,3,1,0,0.005,https://icml.cc/virtual/2026/poster/63089,https://www.alphaxiv.org/abs/2601.20782
60640,Improved Scaling Laws via Weak-to-Strong Generalization in Random Features Ridge Regression,"Memorization, evaluation, and generalization; Safety, alignment, governance, and risk; Theory, optimization, and sampling",Deep Learning->Theory,Deep Learning,Accept (regular),false,,5,0,0,0.0055,https://icml.cc/virtual/2026/poster/60640,https://www.alphaxiv.org/abs/2603.05691
61853,Spatial Priors via Space Filling Curves for Small and Limited Data Vision Transformers,"Diffusion language models; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Safety, alignment, governance, and risk; Systems, efficiency, and compression",Deep Learning->Foundation Models,Deep Learning,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/61853,
64038,A Diffusive Classification Loss for Learning Energy-based Generative Models,"Diffusion, flow, and generative modeling; Theory, optimization, and sampling",Deep Learning->Generative Models and Autoencoders,Deep Learning,Accept (regular),false,,7,6,0,0.0179,https://icml.cc/virtual/2026/poster/64038,https://www.alphaxiv.org/abs/2601.21025
62646,Last-Iterate Convergence of Regularized Gradient Methods for Stochastic Monotone Variational Inequalities,"Theory, optimization, and sampling",,,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/62646,
61140,video-SALMONN S: Memory-Enhanced Streaming Audio-Visual LLM,"Agents, tools, and computer use; Diffusion, flow, and generative modeling; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Theory, optimization, and sampling",Deep Learning->Large Language Models,Deep Learning,Accept (regular),false,,20,6,1469,1.4908,https://icml.cc/virtual/2026/poster/61140,https://www.alphaxiv.org/abs/2510.11129
64228,Who can we trust? LLM-as-a-jury for Comparative Assessment,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk",Deep Learning->Large Language Models,Deep Learning,Accept (regular),false,,1,0,0,0.0011,https://icml.cc/virtual/2026/poster/64228,https://www.alphaxiv.org/abs/2602.16610
64643,Normalizing Diffusion Kernels with Optimal Transport,"Diffusion, flow, and generative modeling; Safety, alignment, governance, and risk; Theory, optimization, and sampling",General Machine Learning->Representation Learning,General Machine Learning,Accept (regular),false,,3,0,0,0.0033,https://icml.cc/virtual/2026/poster/64643,https://www.alphaxiv.org/abs/2507.06161
65924,TabPack: Efficient Hyperparameter Ensembles for Tabular Deep Learning,"Memorization, evaluation, and generalization; Systems, efficiency, and compression",Deep Learning->Everything Else,Deep Learning,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/65924,
65922,Forward-Chaining Temporal Point Process,"AI for science, health, and biology; LLM reasoning and test-time compute; Memorization, evaluation, and generalization",Applications->Time Series,Applications,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/65922,
64113,Multi-agent imitation learning with function approximation: linear Markov games and beyond,"Agents, tools, and computer use; RL for LLMs and verifiable rewards",Reinforcement Learning->Multi-agent,Reinforcement Learning,Accept (regular),false,,1,1,0,0.0028,https://icml.cc/virtual/2026/poster/64113,https://www.alphaxiv.org/abs/2602.22810
65613,The Information Geometry of Softmax: Probing and Steering,"Interpretability and mechanistic analysis; Safety, alignment, governance, and risk","Social Aspects->Accountability, Transparency, and Interpretability",Social Aspects,Accept (regular),false,,78,14,16,0.6764,https://icml.cc/virtual/2026/poster/65613,https://www.alphaxiv.org/abs/2602.15293
64737,Speech-Audio Compositional Attacks on Multimodal LLMs and Their Defense with SALMONN-Guard,"Multimodal, vision-language, and video; Safety, alignment, governance, and risk; Theory, optimization, and sampling",Social Aspects->Safety,Social Aspects,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/64737,
60616,On the Role of Batch Size in Stochastic Conditional Gradient Methods,"Agents, tools, and computer use; Systems, efficiency, and compression; Theory, optimization, and sampling","Optimization->Large Scale, Parallel and Distributed",Optimization,Accept (regular),false,,32,17,0,0.0642,https://icml.cc/virtual/2026/poster/60616,https://www.alphaxiv.org/abs/2603.21191
64739,DiffCrossGait: Trajectory-Level Alignment for 2D-3D Cross-Modal Gait Recognition via Latent Diffusion,"Diffusion, flow, and generative modeling; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Safety, alignment, governance, and risk; Systems, efficiency, and compression",Applications->Computer Vision,Applications,Accept (regular),false,,2,3,0,0.0073,https://icml.cc/virtual/2026/poster/64739,https://www.alphaxiv.org/abs/2606.00153
61491,ORBIT: A Prognostic World Model for Ocular Reasoning Based on Imagined Trajectories,"AI for science, health, and biology; Agents, tools, and computer use; Causality and data-centric ML; Interpretability and mechanistic analysis; LLM reasoning and test-time compute; Multimodal, vision-language, and video; Robotics and world models; Safety, alignment, governance, and risk",Applications->Health / Medicine,Applications,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/61491,
66054,UniMedVL: Unifying Medical Multimodal Understanding and Generation through Observation-Knowledge-Analysis,"AI for science, health, and biology; Causality and data-centric ML; Diffusion language models; Diffusion, flow, and generative modeling; Interpretability and mechanistic analysis; Memorization, evaluation, and generalization; Multimodal, vision-language, and video",Applications->Health / Medicine,Applications,Accept (regular),false,,48,15,95,0.9913,https://icml.cc/virtual/2026/poster/66054,https://www.alphaxiv.org/abs/2510.15710
65968,Batched Contextual Reinforcement,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Systems, efficiency, and compression",Deep Learning->Large Language Models,Deep Learning,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/65968,
63618,Anti-causal domain generalization: Leveraging unlabeled data,"Causality and data-centric ML; Memorization, evaluation, and generalization",General Machine Learning->Causality,General Machine Learning,Accept (regular),false,,3,0,0,0.0033,https://icml.cc/virtual/2026/poster/63618,https://www.alphaxiv.org/abs/2602.17187
67118,Position: The Alignment Community is Unintentionally Building a Censor’s Toolkit,"Safety, alignment, governance, and risk",Social Aspects->Alignment,Social Aspects,Accept (spotlight),true,Outstanding Position Paper Award,0,0,0,5.5,https://icml.cc/virtual/2026/poster/67118,
68803,Decoding Safety Feedback from Diverse Raters: A Data-driven Lens on Responsiveness to Severity,"Multimodal, vision-language, and video; Safety, alignment, governance, and risk",Social Aspects->Alignment,Social Aspects,,false,,4,0,0,0.0044,https://icml.cc/virtual/2026/poster/68803,https://www.alphaxiv.org/abs/2503.05609
64766,Meta Flow Maps enable scalable reward alignment,"Diffusion, flow, and generative modeling; Multimodal, vision-language, and video; Safety, alignment, governance, and risk; Theory, optimization, and sampling",,,Accept (regular),false,,32,7,43,0.804,https://icml.cc/virtual/2026/poster/64766,https://www.alphaxiv.org/abs/2601.14430
66808,Protein Autoregressive Modeling via Multiscale Structure Generation,"AI for science, health, and biology; Agents, tools, and computer use; Diffusion, flow, and generative modeling; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk; Theory, optimization, and sampling","Applications->Chemistry, Physics, and Earth Sciences",Applications,Accept (spotlight),true,,31,49,81,2.4988,https://icml.cc/virtual/2026/poster/66808,https://www.alphaxiv.org/abs/2602.04883
61754,Probabilistic Retrofitting of Learned Simulators,"Theory, optimization, and sampling",Probabilistic Methods->Everything Else,Probabilistic Methods,Accept (regular),false,,8,0,1,0.1474,https://icml.cc/virtual/2026/poster/61754,https://www.alphaxiv.org/abs/2603.01949
61575,Set-Coupled Guidance: Set-Level Coordination in Diffusion-Based Dataset Distillation,"Agents, tools, and computer use; Causality and data-centric ML; Diffusion, flow, and generative modeling; Multimodal, vision-language, and video; Theory, optimization, and sampling",Deep Learning->Generative Models and Autoencoders,Deep Learning,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/61575,
63583,When Is Symbolic Regression Tractable?,"Interpretability and mechanistic analysis; LLM reasoning and test-time compute; Theory, optimization, and sampling",,,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/63583,
62550,Learning to Rank by Directly Optimizing Full-Order Probabilities,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Systems, efficiency, and compression; Theory, optimization, and sampling",General Machine Learning->Supervised Learning,General Machine Learning,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/62550,
61470,Hierarchical Image Tokenization for Multi-Scale Image Super Resolution,"Agents, tools, and computer use; Diffusion, flow, and generative modeling; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Theory, optimization, and sampling",Deep Learning->Generative Models and Autoencoders,Deep Learning,Accept (regular),false,,6,0,0,0.0066,https://icml.cc/virtual/2026/poster/61470,https://www.alphaxiv.org/abs/2605.14891
62443,Probing the Knowledge Boundary: An Interactive Agentic Framework for Deep Knowledge Extraction,"Agents, tools, and computer use; Interpretability and mechanistic analysis; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Systems, efficiency, and compression; Theory, optimization, and sampling",General Machine Learning->Evaluation,General Machine Learning,Accept (regular),false,,6,0,0,0.0066,https://icml.cc/virtual/2026/poster/62443,https://www.alphaxiv.org/abs/2602.00959
62031,MEC: Machine-Learning-Assisted Generalized Entropy Calibration for Semi-Supervised Mean Estimation,"Safety, alignment, governance, and risk; Systems, efficiency, and compression; Theory, optimization, and sampling",General Machine Learning->Unsupervised and Semi-supervised Learning,General Machine Learning,Accept (regular),false,,2,0,0,0.0022,https://icml.cc/virtual/2026/poster/62031,https://www.alphaxiv.org/abs/2604.05446
67103,Position: Solipsistic superintelligence is unlikely to be cooperative,"Agents, tools, and computer use; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk",Social Aspects->Alignment,Social Aspects,Accept (regular),false,,14,4,0,0.0222,https://icml.cc/virtual/2026/poster/67103,https://www.alphaxiv.org/abs/2606.03237
66387,ExpWeaver: LLM Agents Learn from Experience via Latent RAG,"AI for science, health, and biology; Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Systems, efficiency, and compression",Deep Learning->Large Language Models,Deep Learning,Accept (regular),false,,7,10,0,0.0247,https://icml.cc/virtual/2026/poster/66387,https://www.alphaxiv.org/abs/2606.01041
65550,Gradient Descent with Large Step Size Restores Symmetry in Deep Linear Networks with Multi-Pathway,"Interpretability and mechanistic analysis; Theory, optimization, and sampling",Deep Learning->Theory,Deep Learning,Accept (regular),false,,2,1,0,0.0039,https://icml.cc/virtual/2026/poster/65550,https://www.alphaxiv.org/abs/2606.05219
63606,Deriving Neural Scaling Laws from the Statistics of Natural Language,"Agents, tools, and computer use; Memorization, evaluation, and generalization; Theory, optimization, and sampling",Deep Learning->Theory,Deep Learning,Accept (regular),false,,45,17,0,0.0785,https://icml.cc/virtual/2026/poster/63606,https://www.alphaxiv.org/abs/2602.07488
63773,Rethinking the Reranker: Boundary-Aware Evidence Selection for Robust Retrieval-Augmented Generation,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk; Theory, optimization, and sampling","Applications->Language, Speech and Dialog",Applications,Accept (regular),false,,23,2,7,0.4446,https://icml.cc/virtual/2026/poster/63773,https://www.alphaxiv.org/abs/2602.03689
63138,Long Grounded Thoughts: Synthesizing Grounded Visual Problems and Distilling Reasoning Chains at Scale,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Robotics and world models",Applications->Computer Vision,Applications,Accept (regular),false,,12,0,0,0.0132,https://icml.cc/virtual/2026/poster/63138,https://www.alphaxiv.org/abs/2511.05705
61004,Physics-informed diffusion models in spectral space,"AI for science, health, and biology; Diffusion, flow, and generative modeling; Systems, efficiency, and compression; Theory, optimization, and sampling",Deep Learning->Generative Models and Autoencoders,Deep Learning,Accept (regular),false,,7,5,7,0.4321,https://icml.cc/virtual/2026/poster/61004,https://www.alphaxiv.org/abs/2602.09708
64854,The Crowded Embedding Space: A Mean-Field Mechanism for Emergent Marginalization in Retrieval-Augmented Agents,"Agents, tools, and computer use; Safety, alignment, governance, and risk; Theory, optimization, and sampling",Deep Learning->Theory,Deep Learning,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/64854,
62441,Reinforcement Learning for Reachability: Guaranteeing Asymptotic Optimality,"Agents, tools, and computer use; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Theory, optimization, and sampling",Theory->Reinforcement Learning and Planning,Theory,Accept (regular),false,,2,0,0,0.0022,https://icml.cc/virtual/2026/poster/62441,https://www.alphaxiv.org/abs/2605.24740
62995,FedVeer: Self-Adaptive Skew Estimation for Robust Federated Learning,"Safety, alignment, governance, and risk",General Machine Learning->Kernel methods,General Machine Learning,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/62995,
66467,Fleet: Few-Shots Lead Effective AIGI Detection,"Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Safety, alignment, governance, and risk",Social Aspects->Safety,Social Aspects,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/66467,
62786,DSGCR: Decomposed Spectral Geometry-Aware Cross-Modal Semantic Representation for 3D Visual Grounding,"Agents, tools, and computer use; LLM reasoning and test-time compute; Multimodal, vision-language, and video; Safety, alignment, governance, and risk",Applications->Computer Vision,Applications,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/62786,
66090,One Step Forward and K Steps Back: Better Reasoning with Denoising Recursion Models,"Diffusion, flow, and generative modeling; LLM reasoning and test-time compute; Theory, optimization, and sampling","Deep Learning->Sequential Models, Time series",Deep Learning,Accept (regular),false,,13,7,6,0.4154,https://icml.cc/virtual/2026/poster/66090,https://www.alphaxiv.org/abs/2604.18839
62356,RedVisor: Reasoning-Aware Prompt Injection Defense via Zero-Copy KV Cache Reuse,"Agents, tools, and computer use; Interpretability and mechanistic analysis; LLM reasoning and test-time compute; Safety, alignment, governance, and risk; Systems, efficiency, and compression",Social Aspects->Security,Social Aspects,Accept (regular),false,,2,0,0,0.0022,https://icml.cc/virtual/2026/poster/62356,https://www.alphaxiv.org/abs/2602.01795
65436,Variational Entropic Optimal Transport,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Theory, optimization, and sampling",,,Accept (regular),false,,10,0,3,0.2883,https://icml.cc/virtual/2026/poster/65436,https://www.alphaxiv.org/abs/2602.02241
65054,PepCompass: Navigating Peptide Embedding Spaces Using Riemannian Geometry,"AI for science, health, and biology; Diffusion, flow, and generative modeling; Safety, alignment, governance, and risk; Systems, efficiency, and compression; Theory, optimization, and sampling",Applications->Health / Medicine,Applications,Accept (regular),false,,3,7,0,0.0152,https://icml.cc/virtual/2026/poster/65054,https://www.alphaxiv.org/abs/2510.01988
65665,Bridging Structure and Semantics: Uncertainty-Modulated Dual-Path Diffusion for Robust Text-Attributed Graph Learning,"Agents, tools, and computer use; Diffusion, flow, and generative modeling; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk",Deep Learning->Graph Neural Networks,Deep Learning,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/65665,
62830,FAB: A First-Order AB-based Gradient Algorithm for Distributed Bilevel Optimization over Time-Varying Directed Graphs,"Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk; Systems, efficiency, and compression; Theory, optimization, and sampling","Optimization->Large Scale, Parallel and Distributed",Optimization,Accept (regular),false,,5,0,0,0.0055,https://icml.cc/virtual/2026/poster/62830,https://www.alphaxiv.org/abs/2605.06328
64203,Can VLMs Diagnose and Recover from VLA Manipulation Faults?,"Agents, tools, and computer use; Causality and data-centric ML; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Robotics and world models; Theory, optimization, and sampling",Applications->Computer Vision,Applications,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/64203,
65412,Message Passing on the Edge: Towards Scalable and Expressive GNNs,"Agents, tools, and computer use",Deep Learning->Graph Neural Networks,Deep Learning,Accept (regular),false,,2,0,0,0.0022,https://icml.cc/virtual/2026/poster/65412,https://www.alphaxiv.org/abs/2510.13615
64572,A Stronger Benchmark for Online Bilateral Trade: From Fixed Prices to Distributions,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Theory, optimization, and sampling",Theory->Game Theory,Theory,Accept (regular),false,,1,27,0,0.047,https://icml.cc/virtual/2026/poster/64572,https://www.alphaxiv.org/abs/2602.05681
66267,Regret Minimization With a Crowd of Awakening Experts,"LLM reasoning and test-time compute; Theory, optimization, and sampling",Theory->Online Learning and Bandits,Theory,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/66267,
66455,One-Step Residual Shifting Diffusion for Image Super-Resolution via Distillation,"Diffusion, flow, and generative modeling; Multimodal, vision-language, and video",Deep Learning->Generative Models and Autoencoders,Deep Learning,Accept (regular),false,,83,6,0,0.1017,https://icml.cc/virtual/2026/poster/66455,https://www.alphaxiv.org/abs/2503.13358
65117,GFMate: Empowering Graph Foundation Models with Pre-training-agnostic Test-time Prompt Tuning,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Systems, efficiency, and compression",Deep Learning->Graph Neural Networks,Deep Learning,Accept (regular),false,,6,0,2,0.2263,https://icml.cc/virtual/2026/poster/65117,https://www.alphaxiv.org/abs/2605.14809
63191,FedPissa: Towards Federated Personalized Adaptation of Foundation Models via LoRA Subspace Mapping,"Multimodal, vision-language, and video; Systems, efficiency, and compression",Deep Learning->Foundation Models,Deep Learning,Accept (spotlight),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/63191,
64137,Generalist Graph Anomaly Detection via Prototype-Based Distillation,"Agents, tools, and computer use; Causality and data-centric ML; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk; Systems, efficiency, and compression",Deep Learning->Graph Neural Networks,Deep Learning,Accept (regular),false,,2,0,0,0.0022,https://icml.cc/virtual/2026/poster/64137,https://www.alphaxiv.org/abs/2605.26857
64132,Sheaf Neural Networks on SPD Manifolds: Second-Order Geometric Representation Learning,"AI for science, health, and biology; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk",Deep Learning->Graph Neural Networks,Deep Learning,Accept (regular),false,,4,0,0,0.0044,https://icml.cc/virtual/2026/poster/64132,https://www.alphaxiv.org/abs/2604.20308
63249,Revisiting Positive Samples in Graph Contrastive Learning: From the Perspective of Message Passing,"Diffusion, flow, and generative modeling; Theory, optimization, and sampling",Deep Learning->Graph Neural Networks,Deep Learning,Accept (regular),false,,0,0,5,0.3584,https://icml.cc/virtual/2026/poster/63249,https://www.alphaxiv.org/abs/2606.10284
60531,Learning to Emulate Chaos: Adversarial Optimal Transport Regularization,"AI for science, health, and biology","Applications->Chemistry, Physics, and Earth Sciences",Applications,Accept (regular),false,,3,1,0,0.005,https://icml.cc/virtual/2026/poster/60531,https://www.alphaxiv.org/abs/2604.21097
63907,Near-Universal Multiplicative Updates for Nonnegative Einsum Factorization,"AI for science, health, and biology; Agents, tools, and computer use; RL for LLMs and verifiable rewards; Theory, optimization, and sampling",Optimization->Non-Convex,Optimization,Accept (regular),false,,34,5,1,0.1846,https://icml.cc/virtual/2026/poster/63907,https://www.alphaxiv.org/abs/2602.02759
65130,Probabilistic Salient Object Ranking,"Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Theory, optimization, and sampling",Applications->Computer Vision,Applications,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/65130,
60958,Unlearning Isn’t Forgetting: Revealing Hidden Leakage in Class Unlearning Evaluations,"Memorization, evaluation, and generalization; Safety, alignment, governance, and risk",Social Aspects->Security,Social Aspects,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/60958,
65381,Local-Minima-Preserving Polynomial Relaxation of Ising Problems,"Memorization, evaluation, and generalization; Systems, efficiency, and compression; Theory, optimization, and sampling",Optimization->Discrete and Combinatorial Optimization,Optimization,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/65381,
64432,Offline Preference Optimization for Rectified Flow with Noise-Tracked Pairs,"Diffusion, flow, and generative modeling; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk; Systems, efficiency, and compression; Theory, optimization, and sampling",Applications->Computer Vision,Applications,Accept (regular),false,,7,0,0,0.0077,https://icml.cc/virtual/2026/poster/64432,https://www.alphaxiv.org/abs/2605.09433
61099,Towards Generative Graph Matching for Graph Edit Distance Computation,"Diffusion, flow, and generative modeling",Deep Learning->Graph Neural Networks,Deep Learning,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/61099,
64189,Maximizing mutual information between prompt and response improves LLM performance with no additional data,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk; Theory, optimization, and sampling",Deep Learning->Large Language Models,Deep Learning,Accept (regular),false,,0,2,0,0.0034,https://icml.cc/virtual/2026/poster/64189,https://www.alphaxiv.org/abs/2603.19294
68702,(De)-regularized Maximum Mean Discrepancy Gradient Flow,"Theory, optimization, and sampling",General Machine Learning->Kernel methods,General Machine Learning,Accept (Poster),false,,3,2,0,0.0067,https://icml.cc/virtual/2026/poster/68702,https://www.alphaxiv.org/abs/2409.14980
65313,Principled SVD-based Delta Compression via Quantization Error Minimization,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Systems, efficiency, and compression; Theory, optimization, and sampling",Deep Learning->Large Language Models,Deep Learning,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/65313,
64966,Context-Aware Reaonser : Enhancing Contextual Reasoning in Multimodal Large Language Models,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards",Deep Learning->Large Language Models,Deep Learning,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/64966,
61866,Trust-Region Diffusion Policies for Massively Parallel On-Policy RL,"Diffusion, flow, and generative modeling; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Theory, optimization, and sampling",Reinforcement Learning->Deep RL,Reinforcement Learning,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/61866,
65932,Conditional KRR: Injecting Unpenalized Features into Kernel Methods with Applications to Kernel Thresholding,"Interpretability and mechanistic analysis; LLM reasoning and test-time compute; Safety, alignment, governance, and risk; Theory, optimization, and sampling",General Machine Learning->Kernel methods,General Machine Learning,Accept (regular),false,,1,0,0,0.0011,https://icml.cc/virtual/2026/poster/65932,https://www.alphaxiv.org/abs/2605.26067
65373,GAUSS: Graph-Assisted Uncertainty Quantification using Structure and Semantics for Long-Form Generation in LLMs,"Interpretability and mechanistic analysis; Safety, alignment, governance, and risk","Applications->Language, Speech and Dialog",Applications,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/65373,
66670,ArenaRL: Scaling RL for Open-Ended Agents via Tournament-based Relative Ranking,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Systems, efficiency, and compression; Theory, optimization, and sampling",Deep Learning->Large Language Models,Deep Learning,Accept (regular),false,,60,3,258,1.1826,https://icml.cc/virtual/2026/poster/66670,https://www.alphaxiv.org/abs/2601.06487
66426,Draft-and-Audit Reinforcement Learning for Optimization Modeling,"Agents, tools, and computer use; LLM reasoning and test-time compute; RL for LLMs and verifiable rewards; Theory, optimization, and sampling",Deep Learning->Large Language Models,Deep Learning,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/66426,
60942,Evidential Copula Concept Embedding Models,"AI for science, health, and biology; Interpretability and mechanistic analysis; Theory, optimization, and sampling",General Machine Learning->Representation Learning,General Machine Learning,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/60942,
65081,Ultrafast On-Chip Online Learning via Spline Locality in Kolmogorov–Arnold Networks,"Systems, efficiency, and compression",General Machine Learning->Hardware and Software,General Machine Learning,Accept (regular),false,,42,3,0,0.0514,https://icml.cc/virtual/2026/poster/65081,https://www.alphaxiv.org/abs/2602.02056
66421,"ComplexMCP: Evaluation of LLM Agents in Dynamic, Interdependent, and Large-Scale Tool Sandbox","Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization",Deep Learning->Large Language Models,Deep Learning,Accept (regular),false,,3,0,0,0.0033,https://icml.cc/virtual/2026/poster/66421,https://www.alphaxiv.org/abs/2605.10787
66619,Anomaly-Preference Image Generation,"Causality and data-centric ML; Diffusion, flow, and generative modeling; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk; Theory, optimization, and sampling",Applications->Computer Vision,Applications,Accept (regular),false,,8,4,0,0.0156,https://icml.cc/virtual/2026/poster/66619,https://www.alphaxiv.org/abs/2605.02439
64036,Not All Prefills Are Equal: PPD Disaggregation for Multi-turn LLM Serving,"Agents, tools, and computer use; Memorization, evaluation, and generalization; Systems, efficiency, and compression",General Machine Learning->Hardware and Software,General Machine Learning,Accept (regular),false,,3,6,0,0.0135,https://icml.cc/virtual/2026/poster/64036,https://www.alphaxiv.org/abs/2603.13358
64947,PAWS: Preference Learning with Advantage-Weighted Segments,"RL for LLMs and verifiable rewards; Robotics and world models; Theory, optimization, and sampling",Reinforcement Learning->Inverse,Reinforcement Learning,Accept (regular),false,,2,2,1,0.1442,https://icml.cc/virtual/2026/poster/64947,https://www.alphaxiv.org/abs/2606.11982
66040,IVQA-LD: Inclusive Multimodal Understanding for Population with Limb-Deficiency,"AI for science, health, and biology; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards",Applications->Computer Vision,Applications,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/66040,
63250,Decompose and Recompose: Reasoning New Skills from Existing Abilities for Cross-Task Robotic Manipulation,"Agents, tools, and computer use; Interpretability and mechanistic analysis; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Robotics and world models; Safety, alignment, governance, and risk",Applications->Robotics,Applications,Accept (regular),false,,5,0,0,0.0055,https://icml.cc/virtual/2026/poster/63250,https://www.alphaxiv.org/abs/2605.01448
