audience,phase,rank,title,why_read,award,is_oral,public_total_votes,visits_last_7_days,github_stars,reading_score,themes,cluster_id,cluster_label,official_topic,sector_mix,authors,canonical_institutions,url,alphaxiv_url,github_url
Agents and Tool-Use Researcher,start_here,2,daVinci-Dev: Agent-native Mid-training for Software Engineering,"theme: Agents, tools, and computer use, Memorization, evaluation, and generalization; cluster: 11 agent / agents / multi agent / multi; topic: Large Language Models; keywords: agent, agents, tool, software engineering; oral",,true,52,48,9,9.4159,"AI for science, health, and biology; Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards",11,agent / agents / multi agent / multi,Deep Learning->Large Language Models,Academia; Other / unknown,Ji Zeng; Dayuan Fu; Tiantian Mi; Zhuang Yumin; Yaxing Huang; Xuefeng Li; Lyumanshan Ye; Muhang Xie; Qishuo Hua; Zhen Huang; Mohan Jiang; Hanning Wang; Shijie Xia; Yang Xiao; Jie Sun; Yunze Wu; Pengfei Liu,Beijing University of Post and Telecommunications; Fudan University; Hong Kong Polytechnic University; SII; Shanghai Jiao Tong University; University of Science and Technology of China,https://icml.cc/virtual/2026/poster/63099,https://www.alphaxiv.org/abs/2601.18418,https://github.com/sii-research/GAIR
Agents and Tool-Use Researcher,start_here,3,CVE-Factory: Scaling Expert-Level Agentic Tasks for Code Security Vulnerability,"theme: Agents, tools, and computer use, Memorization, evaluation, and generalization; cluster: 11 agent / agents / multi agent / multi; topic: Everything Else; keywords: agent, agents, tool, multi-agent; oral",,true,21,41,139,9.3862,"Agents, tools, and computer use; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk",11,agent / agents / multi agent / multi,Applications->Everything Else,Academia; Other / unknown,Xianzhen Luo; Jingyuan Zhang; Shiqi Zhou; JinYang Huang; Chuan Xiao; Qingfu Zhu; Zhiyuan Ma; YUE XING; Yang Yue; WencongZeng; Wanxiang Che,Central South University; Harbin Institute of Technology; Kuaishou- 快手科技; Universiti Malaya,https://icml.cc/virtual/2026/poster/65622,https://www.alphaxiv.org/abs/2602.03012,https://github.com/livecvebench/CVE-Factory
Agents and Tool-Use Researcher,start_here,4,Strategic Navigation or Stochastic Search? How Agents and Humans Reason Over Document Collections,"theme: Agents, tools, and computer use, Memorization, evaluation, and generalization; cluster: 11 agent / agents / multi agent / multi; topic: Large Language Models; keywords: agent, agents, gui, benchmark; oral",,true,26,45,1,9.2904,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Theory, optimization, and sampling",11,agent / agents / multi agent / multi,Deep Learning->Large Language Models,Academia; Industry; Other / unknown,Lukasz Borchmann; Jordy Van Landeghem; Michał Turski; Shreyansh Padarha; Ryan Kearns; Adam Mahdi; Niels Rogge; Clémentine Fourrier; Siwei Han; Huaxiu Yao; Artemis Llabrés; Yiming Xu; Dimosthenis Karatzas; Hao Zhang; Anupam Datta,"Computer Vision Center; Computer Vision Center, Universitat Autónoma de Barcelona; Fudan University; Hugging Face; HuggingFace; Instabase; Snowflake; UNC-Chapel Hill; University of California, San Diego; University of Oxford",https://icml.cc/virtual/2026/poster/62732,https://www.alphaxiv.org/abs/2603.12180,https://github.com/Snowflake-Labs/MADQA
Agents and Tool-Use Researcher,start_here,5,Process Reward Models That Think,"theme: Agents, tools, and computer use, Memorization, evaluation, and generalization; cluster: 13 scaling / test time / test / time; topic: Large Language Models; keywords: gui, benchmark",,false,1815,361,89,9.1505,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards",13,scaling / test time / test / time,Deep Learning->Large Language Models,Academia; Industry,Muhammad Khalifa; Rishabh Agarwal; Lajanugen Logeswaran; Jaekyeom Kim; Hao Peng; Moontae Lee; Honglak Lee; Lu Wang,Google DeepMind; LG AI Research; NVIDIA; University of Illinois Chicago; University of Illinois Urbana-Champaign; University of Michigan,https://icml.cc/virtual/2026/poster/68817,https://www.alphaxiv.org/abs/2504.16828,https://github.com/mukhal/thinkprm
Agents and Tool-Use Researcher,core_depth,6,Agent Learning via Early Experience,"theme: Agents, tools, and computer use, Memorization, evaluation, and generalization; cluster: 11 agent / agents / multi agent / multi; topic: Large Language Models; keywords: agent, agents, tool, web",,false,532,122,148,8.8236,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Robotics and world models",11,agent / agents / multi agent / multi,Deep Learning->Large Language Models,Academia; Industry,Kai Zhang; Xiangchao Chen; Bo Liu; Tianci Xue; Zeyi Liao; Zhihan Liu; xiyao wang; Yuting Ning; Zhaorun Chen; Xiaohan Fu; Jian Xie; Yuxuan Sun; Boyu Gou; Qi Qi; Zihang Meng; Jianwei Yang; Ning Zhang; Xian Li; Ashish Shah; Dat Huynh; Hengduo Li; Zi Yang; Xuefei Cao; Lawrence Jang; Shuyan Zhou; Jiacheng Zhu; Huan Sun; JASON WESTON; Yu Su; Yifan Wu,"Carnegie Mellon University; Fudan University; Google; Gray Swan AI; MIT; Meta; Microsoft; National University of Singapore; Northwestern University; Ohio State University, Columbus; The Ohio State University; The Ohio State University, Columbus; University of Chicago; University of Maryland, College Park; University of Waterloo; Westlake University",https://icml.cc/virtual/2026/poster/64488,https://www.alphaxiv.org/abs/2510.08558,https://github.com/jettbrains/-L-
Agents and Tool-Use Researcher,core_depth,7,Latent Collaboration in Multi-Agent Systems,"theme: Agents, tools, and computer use, Memorization, evaluation, and generalization; cluster: 11 agent / agents / multi agent / multi; topic: Large Language Models; keywords: agent, agents, multi-agent, benchmark",,false,402,149,1048,8.6833,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Systems, efficiency, and compression",11,agent / agents / multi agent / multi,Deep Learning->Large Language Models,Academia; Industry,Jiaru Zou; Xiyuan Yang; Ruizhong Qiu; Gaotang Li; Katherine Tieu; Pan Lu; Ke Shen; Hanghang Tong; Yejin Choi; Jingrui He; James Zou; Mengdi Wang; Ling Yang,ByteDance; Princeton University; Stanford University; University of Illinois Urbana-Champaign,https://icml.cc/virtual/2026/poster/61180,https://www.alphaxiv.org/abs/2511.20639,https://github.com/Gen-Verse/LatentMAS
Agents and Tool-Use Researcher,core_depth,8,Agent World Model: Infinity Synthetic Environments for Agentic Reinforcement Learning,"theme: Agents, tools, and computer use, Memorization, evaluation, and generalization; cluster: 11 agent / agents / multi agent / multi; topic: Large Language Models; keywords: agent, agents, tool, environment",,false,184,58,408,8.5273,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Robotics and world models",11,agent / agents / multi agent / multi,Deep Learning->Large Language Models,Academia; Industry; Other / unknown,Zhaoyang Wang; Boyi Liu; Yite Wang; Siwei Han; Zhewei Yao; Yuxiong He; Huaxiu Yao; Canwen Xu,ByteDance; Fudan University; Microsoft; Snowflake; UC Berkeley; UNC-Chapel Hill; University of North Carolina at Chapel Hill,https://icml.cc/virtual/2026/poster/64306,https://www.alphaxiv.org/abs/2602.10090,https://github.com/Snowflake-Labs/agent-world-model
Agents and Tool-Use Researcher,core_depth,9,SimpleMem: Efficient Lifelong Memory for LLM Agents,"theme: Agents, tools, and computer use, Memorization, evaluation, and generalization; cluster: 11 agent / agents / multi agent / multi; topic: Large Language Models; keywords: agent, agents, environment, benchmark",,false,214,75,3641,8.4964,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Systems, efficiency, and compression",11,agent / agents / multi agent / multi,Deep Learning->Large Language Models,Academia; Other / unknown,Jiaqi Liu; Yaofeng Su; Peng Xia; Siwei Han; Zeyu Zheng; Cihang Xie; Mingyu Ding; Huaxiu Yao,"Department of Computer Science, University of North Carolina at Chapel Hill; Fudan University; UC Berkeley; UC Santa Cruz; UNC-Chapel Hill",https://icml.cc/virtual/2026/poster/61640,https://www.alphaxiv.org/abs/2601.02553,https://github.com/aiming-lab/SimpleMem
Agents and Tool-Use Researcher,core_depth,10,Proact-VL: A Proactive VideoLLM for Real-Time AI Companions,"theme: Agents, tools, and computer use, Memorization, evaluation, and generalization; cluster: 20 code / anonymous / 4open science / 4open; topic: Large Language Models; keywords: agent, agents, gui, environment",,false,42,22,128,8.3742,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video",20,code / anonymous / 4open science / 4open,Deep Learning->Large Language Models,Academia; Industry; Other / unknown,Weicai Yan; Yuhong Dai; Qi Ran; Haodong Li; Wang Lin; Hao Liao; Xing Xie; Tao Jin; Jianxun Lian,Microsoft; Shenzhen University; StepFun; The Chinese University of Hong Kong; Zhejiang University,https://icml.cc/virtual/2026/poster/62067,https://www.alphaxiv.org/abs/2603.03447,https://github.com/microsoft/AnthropomorphicIntelligence
Agents and Tool-Use Researcher,core_depth,11,RADAR: Redundancy-Aware Diffusion for Multi-Agent Communication Structure Generation,"theme: Agents, tools, and computer use, Memorization, evaluation, and generalization; cluster: 20 code / anonymous / 4open science / 4open; topic: Large Language Models; keywords: agent, agents, gui, multi-agent",,false,4,5,4,8.3295,"Agents, tools, and computer use; Diffusion, flow, and generative modeling; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk; Systems, efficiency, and compression",20,code / anonymous / 4open science / 4open,Deep Learning->Large Language Models,Academia,Zhen Zhang; Wanjing Zhou; Juncheng Li; Hao Fei; Jun Wen; Wei Ji,Harvard University; Nanjing University; University of Oxford; Zhejiang University,https://icml.cc/virtual/2026/poster/65087,https://www.alphaxiv.org/abs/2605.09907,https://github.com/cszhangzhen/RADAR
Agents and Tool-Use Researcher,core_depth,12,MCP-Persona: Benchmarking LLM Agents on Personalized MCP Tools and Tasks,"theme: Agents, tools, and computer use, Memorization, evaluation, and generalization; cluster: 20 code / anonymous / 4open science / 4open; topic: Large Language Models; keywords: agent, agents, tool, benchmark",,false,0,0,0,8.3273,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization",20,code / anonymous / 4open science / 4open,Deep Learning->Large Language Models,Academia,Wenhao Wang; Peizhi Niu; Gongyi Zou; Xiyuan Yang; Jingxing Wang; Haoting Shi; Yaxin Du; Jingyi Chai; Xianghe Pang; shuo tang; Yanfeng Wang; Siheng Chen,Shanghai Jiao Tong University; University of Illinois Urbana-Champaign; University of Oxford; Zhejiang University,https://icml.cc/virtual/2026/poster/60873,,
Agents and Tool-Use Researcher,adjacent_context,13,EvoC2F: Compiling Tool Orchestration for Efficient and Evolvable LLM Agents,"theme: Agents, tools, and computer use, Memorization, evaluation, and generalization; cluster: 20 code / anonymous / 4open science / 4open; topic: Everything Else; keywords: agent, agents, tool, benchmark",,false,0,0,0,8.3236,"Agents, tools, and computer use; Causality and data-centric ML; Memorization, evaluation, and generalization; Theory, optimization, and sampling",20,code / anonymous / 4open science / 4open,Applications->Everything Else,Academia; Industry; Other / unknown,Lei Wei; Qi Liu; Ruiyang Huang; Xiao Peng; TT; Lanbo Lin; Chenhao Jiang; Yuanwu Xu; Tianyuan Yang; Jiayao Liu; Li Cai; Yuying Li; Bin Wang,"AI Lab, Xiaomi Inc.; Alibaba; Peking University; Southeast University; Tsinghua University",https://icml.cc/virtual/2026/poster/63166,,
Agents and Tool-Use Researcher,adjacent_context,14,Can LLM Agents Stick to the Script? Modeling Commitment in Interactive Narratives,"theme: Agents, tools, and computer use, Memorization, evaluation, and generalization; cluster: 1 language / language models / llms / large language; topic: Large Language Models; keywords: agent, agents, gui, environment",,false,0,0,0,8.3196,"Agents, tools, and computer use; Causality and data-centric ML; LLM reasoning and test-time compute; Memorization, evaluation, and generalization",1,language / language models / llms / large language,Deep Learning->Large Language Models,Academia,Yingpeng Ma; Jianhao Yan; Bei Shi; Ka Hou Kam; Runnan Wang; Xuebo Liu; Yulong Chen; Yue Zhang; Derek F. Wong,"Harbin Institute of Technology, Shenzhen; University of Macau; Westlake University; Zhejiang University",https://icml.cc/virtual/2026/poster/64786,,
Agents and Tool-Use Researcher,adjacent_context,15,On Training Large Language Models for Long-Horizon Tasks: An Empirical Study of Horizon Length,"theme: Agents, tools, and computer use, Memorization, evaluation, and generalization; cluster: 1 language / language models / llms / large language; topic: Large Language Models; keywords: agent, agents, environment, task",,false,48,23,0,8.272,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Systems, efficiency, and compression; Theory, optimization, and sampling",1,language / language models / llms / large language,Deep Learning->Large Language Models,Academia; Industry,Sunghwan Kim; Junhee Cho; Beong-woo Kwak; Taeyoon Kwon; Liang Wang; Nan Yang; Xingxing Zhang; Furu Wei; Jinyoung Yeo,Microsoft; Yonsei University,https://icml.cc/virtual/2026/poster/64226,https://www.alphaxiv.org/abs/2605.02572,
Agents and Tool-Use Researcher,adjacent_context,16,Symbolic Mixture-of-Experts: Adaptive Skill-based Routing for Heterogeneous Reasoning,"theme: Agents, tools, and computer use, Memorization, evaluation, and generalization; cluster: 1 language / language models / llms / large language; topic: Large Language Models; keywords: agent, multi-agent, benchmark, task",,false,41,15,46,8.2546,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Systems, efficiency, and compression",1,language / language models / llms / large language,Deep Learning->Large Language Models,Academia; Other / unknown,Justin Chih-Yao Chen; Sukwon Yun; Elias Stengel-Eskin; Tianlong Chen; Mohit Bansal,Assistant Professor - UNC Chapel Hill; University of North Carolina at Chapel Hill; University of Texas at Austin; University of Washington,https://icml.cc/virtual/2026/poster/64575,https://www.alphaxiv.org/abs/2503.05641,https://github.com/dinobby/Symbolic-MoE
Agents and Tool-Use Researcher,adjacent_context,17,Hunt Instead of Wait: Evaluating Deep Data Research on Large Language Models,"theme: Agents, tools, and computer use, Memorization, evaluation, and generalization; cluster: 1 language / language models / llms / large language; topic: Large Language Models; keywords: agent, gui, benchmark, task",,false,39,4,0,8.2516,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Systems, efficiency, and compression",1,language / language models / llms / large language,Deep Learning->Large Language Models,Academia; Industry,Wei Liu; Peijie Yu; Michele Orini; Yali Du; Yulan He,"King's College London; King's College London, University of London; Tencent; king's college London",https://icml.cc/virtual/2026/poster/64422,https://www.alphaxiv.org/abs/2602.02039,
Agents and Tool-Use Researcher,adjacent_context,18,What If We Allocate Test-Time Compute Adaptively?,"theme: Agents, tools, and computer use, Memorization, evaluation, and generalization; cluster: 13 scaling / test time / test / time; topic: Large Language Models; keywords: agent, tool, gui, benchmark",,false,3,0,0,8.2353,"Agents, tools, and computer use; Diffusion, flow, and generative modeling; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Systems, efficiency, and compression; Theory, optimization, and sampling",13,scaling / test time / test / time,Deep Learning->Large Language Models,Academia; Other / unknown,Ahsan Bilal; Muhammad Ahmed Mohsin; Muhammad Umer; Ali Subhan; Hassan Rizwan; Ayesha Mohsin; Dean Hougen,"NUST’s School of Electrical Engineering and Computer Science (SEECS); Stanford University; Universitat Pompeu Fabra; University of California, Riverside; University of Oklahoma",https://icml.cc/virtual/2026/poster/60797,https://www.alphaxiv.org/abs/2602.01070,
Agents and Tool-Use Researcher,optional_deep_cut,19,Procedural Generation Of Algorithm Discovery Tasks in Machine Learning,"theme: Agents, tools, and computer use, Memorization, evaluation, and generalization; cluster: 1 language / language models / llms / large language; topic: Large Language Models; keywords: agent, agents, benchmark, task",,false,25,3,46,8.2321,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards",1,language / language models / llms / large language,Deep Learning->Large Language Models,Academia; Industry; Other / unknown,Alexander D. Goldie; Zilin Wang; Adrian Hayler; Deepak Nathani; Edan Toledo; Aleksandra Kalisz; Ken Thampiratwong; Michael Beukman; Alistair Letcher; Shashank Reddy Chirra; Clarisse Wibault; Theo Wolf; Charles O&amp;#x27;Neill; Uljad Berdica; Nicholas Roberts; Saeed Rahmani; Roberta Raileanu; Shimon Whiteson; Jakob Foerster,"Delft University of Technology; Google DeepMind; InstaDeep; Prior Labs; University of California, Santa Barbara; University of Oxford; University of Wisconsin-Madison",https://icml.cc/virtual/2026/poster/66784,https://www.alphaxiv.org/abs/2603.17863,https://github.com/AlexGoldie/discogen
Agents and Tool-Use Researcher,optional_deep_cut,20,TestExplora: Benchmarking LLMs for Proactive Bug Discovery via Repository-Level Test Generation,"theme: Agents, tools, and computer use, Memorization, evaluation, and generalization; cluster: 20 code / anonymous / 4open science / 4open; topic: Everything Else; keywords: agent, environment, benchmark, task",,false,18,2,26,8.2318,"Agents, tools, and computer use; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk; Systems, efficiency, and compression",20,code / anonymous / 4open science / 4open,Applications->Everything Else,Academia; Industry,Steven Liu; Jane Luo; Xin Zhang; Aofan Liu; Hao Liu; Jie Wu; Ziyang Huang; Yangyu Huang; Yu Kang; Scarlett Li,Microsoft; Peking University; Tsinghua University,https://icml.cc/virtual/2026/poster/61449,https://www.alphaxiv.org/abs/2602.10471,https://github.com/microsoft/TestExplora
Agents and Tool-Use Researcher,optional_deep_cut,21,EngiAgent: Fully Connected Coordination of LLM Agents for Solving Open-ended Engineering Problems with Feasible Solutions,"theme: Agents, tools, and computer use, Memorization, evaluation, and generalization; cluster: 20 code / anonymous / 4open science / 4open; topic: Large Language Models; keywords: agent, agents, multi-agent, task",,false,2,1,10,8.2315,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk",20,code / anonymous / 4open science / 4open,Deep Learning->Large Language Models,Academia,Xiyuan Zhou; Ruixi Zou; Xinlei Wang; Yuheng Cheng; Yan Xu; Junhua Zhao; Jinjin Gu,"INSAIT, Sofia University “St. Kliment Ohridski”; INSAIT, Sofia University “St. Kliment Ohridski”, Bulgaria; Nanyang Technological University; The Chinese University of Hong Kong",https://icml.cc/virtual/2026/poster/66645,https://www.alphaxiv.org/abs/2605.02289,https://github.com/AI4Engi/EngiAgent
Agents and Tool-Use Researcher,optional_deep_cut,22,An Interactive Paradigm for Deep Research,"theme: Agents, tools, and computer use, Memorization, evaluation, and generalization; cluster: 1 language / language models / llms / large language; topic: Large Language Models; keywords: agent, agents, benchmark, task",,false,6,7,0,8.229,"Agents, tools, and computer use; Interpretability and mechanistic analysis; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk",1,language / language models / llms / large language,Deep Learning->Large Language Models,Academia; Other / unknown,Lin Ai; Victor Bursztyn; Xiang Chen; Julia Hirschberg; Saayan Mitra,Adobe Research; Adobe Systems; Columbia University,https://icml.cc/virtual/2026/poster/66661,https://www.alphaxiv.org/abs/2605.24266,
Agents and Tool-Use Researcher,optional_deep_cut,23,Curriculum-Guided Layer Scaling for Language Model Pretraining,"theme: Agents, tools, and computer use, Memorization, evaluation, and generalization; cluster: 13 scaling / test time / test / time; topic: Large Language Models; keywords: gui, web, benchmark, task",,false,7,5,0,8.2284,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Systems, efficiency, and compression",13,scaling / test time / test / time,Deep Learning->Large Language Models,Academia,Karanpartap Singh; Neil Band; Ehsan Adeli,Stanford University,https://icml.cc/virtual/2026/poster/63300,https://www.alphaxiv.org/abs/2506.11389,
Agents and Tool-Use Researcher,optional_deep_cut,24,LiveNewsBench: Evaluating LLM Web Search Capabilities with Freshly Curated News,"theme: Agents, tools, and computer use, Memorization, evaluation, and generalization; cluster: 1 language / language models / llms / large language; topic: Large Language Models; keywords: agent, web, benchmark, task",,false,0,4,5,8.225,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards",1,language / language models / llms / large language,Deep Learning->Large Language Models,Academia,Yunfan Zhang; Kathleen McKeown; Smaranda Muresan,"Barnard College, Columbia University; Columbia University",https://icml.cc/virtual/2026/poster/65939,https://www.alphaxiv.org/abs/2602.13543,https://github.com/LiveNewsBench/LiveNewsBench
Agents and Tool-Use Researcher,optional_deep_cut,25,ParEVO: Synthesizing Code for Irregular Data: High-Performance Parallelism through Agentic Evolution,"theme: Agents, tools, and computer use, Memorization, evaluation, and generalization; cluster: 20 code / anonymous / 4open science / 4open; topic: Large Language Models; keywords: agent, agents, benchmark, task",,false,3,0,6,8.222,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization",20,code / anonymous / 4open science / 4open,Deep Learning->Large Language Models,Academia; Industry,Liu Yang; Zeyu Nie; Andrew Liu; Ruomu Zou; Deniz Altınbüken; Amir Yazdanbakhsh; Quanquan Liu,Google; Google DeepMind; Yale University,https://icml.cc/virtual/2026/poster/61756,https://www.alphaxiv.org/abs/2603.02510,https://github.com/WildAlg/ParEVO
Systems and Efficiency Builder,start_here,1,The Flexibility Trap: Rethinking the Value of Arbitrary Order in Diffusion Language Models,"theme: LLM reasoning and test-time compute, Systems, efficiency, and compression; keywords: decoding, lora, serving; official award; oral",Outstanding Paper Award,true,92,588,212,9.5298,"Diffusion language models; Diffusion, flow, and generative modeling; LLM reasoning and test-time compute; RL for LLMs and verifiable rewards; Systems, efficiency, and compression; Theory, optimization, and sampling",6,reasoning / reinforcement / rl / reinforcement learning,Deep Learning->Large Language Models,Academia; Industry,Zanlin Ni; Shenzhi Wang; Yang Yue; Tianyu Yu; Weilin Zhao; Yeguo Hua; Tianyi Chen; Jun Song; YuCheng; Bo Zheng; Gao Huang,Alibaba; Tsinghua University,https://icml.cc/virtual/2026/poster/61998,https://www.alphaxiv.org/abs/2601.15165,https://github.com/LeapLabTHU/JustGRPO
Systems and Efficiency Builder,start_here,2,WeDLM: Reconciling Diffusion Language Models with Standard Causal Attention for Fast Inference,"theme: LLM reasoning and test-time compute, Systems, efficiency, and compression; cluster: 21 quantization / kv / memory / cache; keywords: kv, cache, inference, decoding; oral",,true,60,17,644,8.3822,"Causality and data-centric ML; Diffusion language models; Diffusion, flow, and generative modeling; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Systems, efficiency, and compression",21,quantization / kv / memory / cache,,Academia; Industry; Other / unknown,Aiwei Liu; Minghua He; Shaoxun Zeng; Sijun Zhang; Linhao Zhang; Chuhan Wu; Wei Jia; Yuan Liu; Zhou Xiao; Jie Zhou,AI; Baidu; Pattern recognition center; Peking University; Tencent; Tsinghua University; WeChat AI; WeLM Team; Wechat AI,https://icml.cc/virtual/2026/poster/64095,https://www.alphaxiv.org/abs/2512.22737,https://github.com/Tencent/WeDLM
Systems and Efficiency Builder,start_here,3,Stochastic Sparse Attention for Memory-Bound Inference,"theme: LLM reasoning and test-time compute, Systems, efficiency, and compression; cluster: 21 quantization / kv / memory / cache; topic: Attention Mechanisms; keywords: quantization, kv, cache, inference",,false,3,8,3,8.3365,"Diffusion, flow, and generative modeling; LLM reasoning and test-time compute; Safety, alignment, governance, and risk; Systems, efficiency, and compression; Theory, optimization, and sampling",21,quantization / kv / memory / cache,Deep Learning->Attention Mechanisms,Academia,Kyle Lee; Corentin Delacour; Kevin Callahan-Coray; Kyle Jiang; Can Yaras; Samet Oymak; Tathagata Srimani; Kerem Camsari,"Carnegie Mellon University; University of California, Santa Barbara; University of Michigan",https://icml.cc/virtual/2026/poster/61465,https://www.alphaxiv.org/abs/2605.01910,https://github.com/OPUSLab/SANTA
Systems and Efficiency Builder,start_here,4,"RAT+: Train Dense, Infer Sparse - Recurrence Augmented Attention for Dilated Inference","theme: LLM reasoning and test-time compute, Systems, efficiency, and compression; cluster: 14 attention / transformers / transformer / context; topic: Attention Mechanisms; keywords: kv, cache, inference, attention",,false,7,2,0,8.3284,"LLM reasoning and test-time compute; Systems, efficiency, and compression",14,attention / transformers / transformer / context,Deep Learning->Attention Mechanisms,Other / unknown,Xiuying Wei; Caglar Gulcehre,EPFL; EPFL - EPF Lausanne,https://icml.cc/virtual/2026/poster/62978,https://www.alphaxiv.org/abs/2602.18196,
Systems and Efficiency Builder,start_here,5,ReQAT: Achieving Full-Precision Reasoning Accuracy with 4-bit Floating-Point Quantization-Aware Training,"theme: LLM reasoning and test-time compute, Systems, efficiency, and compression; cluster: 21 quantization / kv / memory / cache; keywords: quantization, kv, cache, inference; oral",,true,0,0,0,8.3259,"Diffusion, flow, and generative modeling; Interpretability and mechanistic analysis; LLM reasoning and test-time compute; Systems, efficiency, and compression; Theory, optimization, and sampling",21,quantization / kv / memory / cache,Deep Learning->Large Language Models,Academia; Other / unknown,Janghwan Lee; Sihwa Lee; Jinseok Kim; Yongjik Kim; Jieun Lim; Jinwook Oh; Jungwook Choi,"Hanyang University; Rebellions; Rebellions Inc.; Rebellions, Inc.; Seoul National University",https://icml.cc/virtual/2026/poster/63073,,
Systems and Efficiency Builder,core_depth,6,HARD-KV: Head-Adaptive Regularization for Decoding-time KV Compression,"theme: LLM reasoning and test-time compute, Systems, efficiency, and compression; cluster: 21 quantization / kv / memory / cache; topic: Hardware and Software; keywords: kv, cache, inference, decoding",,false,0,0,0,8.3246,"Diffusion, flow, and generative modeling; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Systems, efficiency, and compression; Theory, optimization, and sampling",21,quantization / kv / memory / cache,General Machine Learning->Hardware and Software,Academia,Yuxuan Yang; Feiyang Ren; Bowen Zeng; Dalin Zhang; Jinpeng Chen; Gang Chen; Huan Li,Beijing University of Posts & Telecommunications; Zhejiang University,https://icml.cc/virtual/2026/poster/64774,,
Systems and Efficiency Builder,core_depth,7,Attention with Routed-Memory for Learnable Sparse Control,"theme: LLM reasoning and test-time compute, Systems, efficiency, and compression; cluster: 21 quantization / kv / memory / cache; topic: Attention Mechanisms; keywords: kv, cache, inference, attention",,false,0,0,0,8.324,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Systems, efficiency, and compression",21,quantization / kv / memory / cache,Deep Learning->Attention Mechanisms,Academia; Industry; Other / unknown; Research institute,QIUHAO Zeng; Jerry Huang; Peng Lu; Ruiyi Fang; Gezheng Xu; Zihao Jing; Yufei Cui; Charles X. Ling; Gang Niu; Boyu Wang,Huawei; Mila; RIKEN; University of Toronto; University of Western Ontario; Université de Montréal; Western University,https://icml.cc/virtual/2026/poster/66106,,
Systems and Efficiency Builder,core_depth,8,Understand and Accelerate Memory Processing Pipeline for Large Language Model Inference,"theme: LLM reasoning and test-time compute, Systems, efficiency, and compression; cluster: 21 quantization / kv / memory / cache; topic: Hardware and Software; keywords: inference, attention, serving, memory",,false,0,0,0,8.2226,"LLM reasoning and test-time compute; RL for LLMs and verifiable rewards; Systems, efficiency, and compression; Theory, optimization, and sampling",21,quantization / kv / memory / cache,General Machine Learning->Hardware and Software,Academia; Industry; Other / unknown,Zifan He; Rui Ma; Yizhou Sun; Jason Cong,"Microsoft; UCLA; University of California, Los Angeles",https://icml.cc/virtual/2026/poster/64008,,
Systems and Efficiency Builder,core_depth,9,Causal Attention with Lookahead Keys,"theme: LLM reasoning and test-time compute, Systems, efficiency, and compression; cluster: 14 attention / transformers / transformer / context; topic: Attention Mechanisms; keywords: kv, attention, serving",,false,50,9,28,7.9206,"Causality and data-centric ML; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Systems, efficiency, and compression",14,attention / transformers / transformer / context,Deep Learning->Attention Mechanisms,Academia; Industry,Zhuoqing Song; Peng Sun; Huizhuo Yuan; Quanquan Gu,"ByteDance; Princeton University; University of California, Los Angeles",https://icml.cc/virtual/2026/poster/64371,https://www.alphaxiv.org/abs/2509.07301,https://github.com/lucidrains/lookahead-keys-attention
